ENGLISH,GERMAN
"\c[1]Veridia, during the interregnum, two months later\c[0]","\c[1]Veridia zwei Monate später, während der Zwischenherrschaft\c[0]"
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!","Hallo, Sybil! Hoppla, König Jules! Ich wusste gar nicht, dass wir königlichen Besuch bekommen.\! Willkommen in unserem Kloster, das in frischem Glanz erstrahlt!"
That's King Dargon II to you!,Für Euch heißt das „König Dargon II.“!
"It's alright, Stefan.\! Just call me Jules, please!","Schon in Ordnung, Stefan.\! Nennt mich bitte einfach Jules!"
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!","Hallo, Sybil! Ah, und natürlich ist auch der verehrte Hauptfeldwebel hier.\! Willkommen in unserem Kloster, das in frischem Glanz erstrahlt!"
"Howdy. Good to see ya, Stefan.","Grüßt Euch. Schön, Euch zu sehen, Stefan."
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!","Hallo, Sybil!\! Willkommen in unserem Kloster, das in frischem Glanz erstrahlt!"
Stefan... do you think she'll even speak to me?,"Stefan … Meint Ihr, sie wird überhaupt mit mir reden?"
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.","Das kann ich nicht versprechen.\! Seht Ihr, ich sehe das nicht so eng. Ich verstehe, dass dieser Lysander ein einzigartiges Talent hat, Leute um seinen Finger zu wickeln.\! Ihr seid also meiner Ansicht nach nicht allein schuld."
Alright...\| thank you Stefan.,"Verstehe …\| Danke, Stefan."
"You bet. Welp, best not keep her waitin'.","Keine Ursache. Nun denn, wir lassen sie lieber nicht warten."
