ENGLISH,GERMAN
"'Ey there, poindexter! Boy am I relieved you're still in one piece!","Hallöchen, Bücherwurm! Bin ich froh, dass Ihr unverletzt seid!"
...Really?,… Wirklich?
"Well yeah! You're the man with all the answers.\! Doesn't even matter what subject, y'can always get a little dose of enlightenment from talkin' to Lysander.\! This, guy... haha... welcome back to the club!","Na klar! Ihr seid der Mann, der alle Antworten hat.\! Ganz egal, worum es geht, man kann immer mit Lysander reden und mit Erleuchtung rechnen.\! Was ein Kerl … Haha … Willkommen zurück in unserer Truppe!"
"Thanks.\! Though I must disagree. The more time goes by, the more I realize I do not know.","Danke.\! Wobei ich da widersprechen muss. Mit der Zeit wird mir immer klarer, was ich alles nicht weiß."
"Heh, yeah whatever.\! Hey, speakin' o that, I was wonderin'. Why don't we just make a bunch'a those airships, and just drop bombs on the bad guys?\! No fuss no muss, easy win. Right??","Ja, ja, wenn Ihr das sagt.\! Aber apropos – ich habe schon überlegt. Warum bauen wir nicht einen ganzen Haufen dieser Luftschiffe und beschmeißen die Bösewichte mit Bomben?\! Zack, leichtes Spiel, leichter Sieg. Oder etwa nicht?"
"It's been a long time since we used airships as weapons, and for good reason.\! For the price of one airship, one could instead equip an entire army with cannons.\! Because of the prohibitive costs, and because of recent developments such as firearms and war dragons, airships have become ""White elephants"" in war.","Luftschiffe wurden schon lange Zeit nicht mehr als Waffen eingesetzt, und das hat seinen Grund.\! Für den Preis eines Luftschiffs könnte man eine ganze Armee mit Kanonen ausrüsten.\! Aufgrund der enormen Kosten, und weil es mittlerweile Dinge wie Schusswaffen und Kriegsdrachen gibt, sind Luftschiffe für die Kriegsführung sogenannte „weiße Elefanten“ geworden."
"White elephants? Ya mean like pink elephants, m'friend?",Weiße Elefanten? Ist das so etwas Ähnliches wie rosa Elefanten?
"Heh...\! White Elephants meaning, they're too valuable to risk losing.\! And that makes them virtually useless in a combat role.\! They are, in essence, expensive toys that have no place in a serious battlefield.\! However, when modified to serve as an armored transport, they can be invaluable. And that's just how we'll be using them.","Hehe …\! Das soll heißen, dass sie so wertvoll sind, dass man ihren Verlust nicht riskieren kann.\! Und das wiederum macht sie für den Kampf quasi nutzlos.\! Sie sind mehr oder weniger ein teures Spielzeug, das auf einem Schlachtfeld nichts zu suchen hat.\! Wenn man sie jedoch zu einem gepanzerten Transportmittel umrüstet, können sie sehr nützlich sein. Und genau das werden wir tun."
"See what I mean?\! ALL the answers! Love this guy!\! Hey, that airship got a mini-bar somewhere?\! I'm feelin' overdue, 'n mighty thirsty.","Na, sag ich’s nicht?\! Der Kerl weiß alles! Den habe ich doch immer wieder gern!\! Hey, hat das Luftschiff zufällig auch irgendwo eine Minibar?\! Ich hab ’nen mächtigen Durst."
"Hmmm, I believe that would be an acceptable modification.\! If you believe it will enhance our army's morale.","Hmm, ein entsprechender Umbau wäre wohl noch im Rahmen.\! Wenn Ihr meint, dass es der Moral des Trupps zuträglich wäre."
"Now we're talkin', haha!","Na, das ist doch mal ein Wort!"
