ENGLISH,GERMAN
Granheim Abbey is just over those mountains. It is a Donari Temple outpost.\! We will be safe there.,Die Abtei Granheim liegt jenseits dieser Berge. Sie ist ein Außenposten des Donari-Tempels.\! Dort werden wir in Sicherheit sein.
"Please keep moving. If the cold does not take us, enemy patrols will.","Bitte bleibt in Bewegung. Sonst erwischen uns feindliche Patrouillen, wenn die Kälte ihnen nicht zuvorkommt."
Am I the only prisoner you found alive?,War von den Gefangenen nur noch ich am Leben?
"Sorry, friend. You're it.",Es tut mir leid. Sonst haben wir niemanden gefunden.
Zelos...,Zelos …
He was with me before they took me.\! He fought to save my life.,"Er war bei mir, bevor sie mich geschnappt haben.\! Er hat um mein Leben gekämpft."
Our enemy is clever and elusive.\! It is possible that your friend was taken elsewhere.,"Unser Feind ist heimtückisch und listig.\! Es kann durchaus sein, dass Euer Freund anderswohin verlegt wurde."
...What enemy?,… Wer ist unser Feind?
"Long story, friend.\! We'd best be headin', though. Askin' for a bit of trust here.",Das ist eine längere Geschichte.\! Wir müssen aber wirklich los. Bringt mir ein wenig Vertrauen entgegen.
Of course...,Natürlich …
