ENGLISH,GERMAN
"Your suspicions were correct, Zelos. The survivors of the cult have fled to the east, bound for the unexplored continent. Looks like Grothnor is their destination.","Euer Verdacht hat sich bestätigt, Zelos. Die Überlebenden des Kults sind nach Osten geflohen, in Richtung des unerforschten Kontinents. Sie ziehen wohl nach Grottnor."
"...Grothnor?\| Ha, those fools have no idea what they're up against. They'd be safer here, hated as they are.","… Nach Grottnor?\| Ha, diese Narren haben keine Ahnung, was sie dort erwartet. Hier wäre es ungefährlicher für sich, egal wie verhasst sie sind."
"Maybe so, but that just stengthens my instincts even more.\| Zanatus's dying words still haunt me. I need answers, Zelos.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Mag sein, aber das schärft meine Instinkte nur noch mehr.\| Zanatus’ letzte Worte verfolgen mich noch. Ich brauche Antworten, Zelos.\| Wer ist Donar überhaupt? Warum wurde gerade ich wieder zum Leben erweckt?\| Und wie?\| Hat es mich vielleicht verändert?\! Und Zanatus … Vor seinem Tod wohnte ihm eine gewisse Ruhe inne. Und ich glaube ihm …"
"You are right. He was a manipulator, but ironically, an honest one.\| I felt it just the same.\| Zanatus was just a small piece of a larger puzzle, one that will have dire consequences for Tahnra.","Ihr habt recht. Er war ein Manipulant, aber ein ehrlicher.\| Ich habe es auch gespürt.\| Zanatus war nur ein kleines Teil eines viel größeren Puzzles, das grässliche Konsequenzen für Tahnra haben wird."
"Zelos, do you think the Veridians will ever accept us?","Zelos, glaubt Ihr, die Veridianer werden uns je akzeptieren?"
I think you know. They will never accept me. But they will accept you now.\| But there's a reason you've convinced yourself that you must leave.\! I wonder if you recognize what it is... and how unnecessary it is.,"Ich denke, das wisst Ihr. Mich werden sie nie tolerieren. Aber Euch werden Sie jetzt schon akzeptieren.\| Doch es gibt einen Grund, warum Ihr Euch einredet, dass Ihr fortgehen müsst.\! Ich wüsste gern, ob Ihr ihn begreift … und wie überflüssig er ist."
"Oh, come on... back to quizzing me again?","Ach, kommt schon … Ihr fragt mich schon wieder aus, hm?"
Yep.,Genau.
"Fine.\| It's because of you.\| Obviously...\| there, I said it.","Gut.\| Ihr seid der Grund.\| Offensichtlich …\| So, jetzt ist es raus."
And it is entirely unnecessary. I don't need my hand held by you.,Und er ist komplett überflüssig. Ihr müsst mir nicht mein Händchen halten.
"Well, you'll get it anyway, you big grump.\| Come on, I'm sure all that time spent in the belly of the beast, you learned the way to the most horrifying depths of Grothnor?","Tja, darum werdet Ihr riesengroßer Murrkopf Euch nicht drücken können.\| Während der ganzen Zeit, die Ihr im Bauch der Bestie verbracht habt, habt Ihr doch bestimmt erfahren, wie man zu den schrecklichsten Abgründen von Grottnor gelangt, oder?"
"Yes. Get ready for the ride of your life, \n[8].","Ja. Macht Euch auf das wildeste Abenteuer Eures Lebens bereit, \n[8]."
