ENGLISH,GERMAN
"Here we stand, together again.\! You've a lot to answer for, \n[8].","So sieht man sich wieder.\! Ihr habt eine Menge zu verantworten, \n[8]."
"No matter how many lies you pile onto yourself, you still play the part.\! Some day, Casamir, your lies are going to catch up to you.","Egal wie viele Lügen Ihr auf dem Kerbholz habt, Ihr spielt weiterhin Eure Rolle.\! Eines Tages, Casamir, werden Eure Lügen Euch einholen."
Your glib remarks mean nothing.\! All that matters is my imminent coronation to become Emperor of all Veridia.,"Eure schlauen Äußerungen sind unbedeutend.\! Alles, was zählt, ist meine baldige Krönung zum Kaiser von ganz Veridia."
"You've built quite a following, you know.\! They say you're the bringer of light, the hero of the West... some even think you're the reincarnation of their god.","Ihr habt eine ziemlich große Gefolgschaft, wisst Ihr?\! Sie nennen Euch den Lichtbringer, den Helden des Westens … Manche halten Euch sogar für die Reinkarnation ihres Gottes."
"It seems pretending to be a religious savior to win the hearts of the people nearly won this war for you.\! The Temple is too dangerous to be left intact, as are their beliefs, and their...\| folk heroes.","Offenbar hat es Euch beinahe den Sieg in diesem Krieg eingebracht, vorzutäuschen, mithilfe einer göttlichen Erlösung die Herzen der Menschen zu gewinnen.\! Der Tempel ist zu gefährlich, um ihn unversehrt zu lassen, genau wie ihr Glaube und ihre …\| Volkshelden."
Gunners... ready!!!,Schützen … bereitmachen!!!
"Goodbye, \n[8].\! Give my regards to... whatever god you people worship these days.","Lebt wohl, \n[8].\! Richtet schöne Grüße an Euren Gott aus, wer auch immer das dieser Tage sein soll."
FIRE!,FEUER!
"\c[1]What have they done, my champion?\! Such folly, such recklessness.\! To cause you such harm...\| all for what?\! To continue this fairy tale, this... prophecy of theirs?!","\c[1]Was haben sie getan, mein Streiter?\! Welch Torheit, welch Leichtsinn.\! All dieses Leid zu verursachen …\| Wofür nur?\! Um dieses Märchen fortzuführen, ihre … Prophezeiung?!"
"\c[1]You have become powerful, my champion. Peerless in this world!\! You know what you must do.\! Do it, and the power bestowed upon you will be yours forever.","\c[1]Ihr wurdet mächtig, mein Streiter. Beispiellos auf dieser Welt!\! Ihr wisst, was zu tun ist.\! Erledigt es, und die Euch verliehene Macht wird für immer Euch gehören."
It shall be done.,Es wird geschehen.
