ENGLISH,GERMAN
And if they get their hands on these weapons...?,Und wenn sie diese Waffen in die Finger bekommen …?
"Then you'll be in a bind, won't you?","Dann steckt Ihr in der Klemme, nicht wahr?"
Beatrix...\| How exactly do you know all this?,Beatrix …\| Woher genau wisst Ihr all das?
"I had a feeling you'd ask, so full of curiosity, this one.\! I take it you've become acquainted with the Followers of Zanatus, hmm?","Dachte ich mir schon, dass Ihr das fragen würdet. So voller Neugierde …\! Sicher habt Ihr Euch bereits mit Zanatus’ Jüngern bekannt gemacht, hmmm?"
We have.,Das haben wir.
"Oh, I know.\! You are a real thorn in their side, Avatar of Donar.\! Or, as they would say, the ""False One.""\! Once they found out I'm one of the Nephilim, they tried to make me one of them.\! Odd, I'd figure they would prefer just to kill me off.\! That's what happens when you fly too close to the sun, you get burnt, and I burned them quite handily.\! Stole all the secrets I could, and left to find my destiny, the magic of Cyrene.","Oh, das weiß ich doch.\! Ihr seid ihnen ein wahrer Dorn im Auge, Inkarnation Donars.\! Oder wie sie sagen würden: „falscher Götze“.\! Sobald sie herausfanden, dass ich den Nephilim angehöre, wollten sie mich für sich gewinnen.\! Verrückt, ich hätte ja erwartet, dass sie mich einfach erledigt hätten.\! So ist es nun mal, wenn man der Sonne zu nah kommt. Man wird verbrannt, und das kam mir ganz gelegen.\! Ich stahl alle Geheimnisse, die ich konnte, und ging, um mein Schicksal zu finden, die Magie von Cyrene."
"...And here you are, falling into our lap.\! Seems a bit convenient for my tastes.",… Und plötzlich fallt Ihr uns in den Schoß.\! Etwas zu einfach für meinen Geschmack.
"We live in a time of fate, darling.\! Is it so hard to believe that we Nephilim would find each other?","Wir leben in einer Zeit des Schicksals, Schätzchen.\! Ist es so schwer zu begreifen, dass die Nephilim sich finden würden?"
"Either way, you're Nephilim, and we fight together.\! ...Just don't disappoint us, Beatrix.\! You've gotta admit, we did not get off on the right foot.","Jedenfalls seid Ihr eine Nephilim und wir kämpfen gemeinsam.\! … Enttäuscht uns einfach nicht, Beatrix.\! Ihr müsst zugeben, dass wir keinen guten Start hatten."
"Oh pish... bygones and all that.\! I do wonder, what besides favor with the heavens do I have to gain by lending you my considerable power?","Ach, papperlapapp … vergeben und vergessen.\! Dennoch frage ich mich, was für mich drin ist, wenn ich Euch meine beträchtliche Macht borge – abseits von der Gunst des Himmels?"
"All I can offer you is a target-rich environment.\! And that's my final offer, and don't pretend that's not exactly what you want.","Alles, was ich Euch bieten kann, sind Schlachtfelder, auf denen Ihr Euch austoben könnt.\! Und das ist mein letztes Angebot. Gebt besser nicht vor, dass Ihr nicht genau das begehrt."
"Touche, Avatar of Donar!","Die Runde geht an Euch, Inkarnation Donars!"
