ENGLISH,GERMAN
"...Hey, you.",… Hallo.
You look well. I'm glad they've given you the freedom you deserve.,"Ihr seht gut aus. Ich bin froh, dass sie Euch die Freiheit geben, die Ihr verdient."
"...\|In a sense, the guards have been agreeable.\| And of course, I am a model inmate.",…\| Die Wachen sind schon halbwegs umgänglich.\| Und ich bin natürlich ein vorbildlicher Insasse.
"Heh...\| yeah, I have no doubt.","Hehe …\| Ja, das bezweifle ich nicht."
"There is no need for discomfort on your part, \n[8].\| This is penance for my own foolish actions, and how I proposed to repay my debts to my homeland.\! I can only hope the people see it as I do.","Das muss Euch nicht unangenehm sein, \n[8].\| Ich tue hier Buße für meine törichten Handlungen und habe vorgeschlagen, meine Schuld an meine Heimat so zu begleichen.\! Ich kann nur hoffen, dass die Menschen meine Sicht der Dinge teilen."
"It seems self-imposed penance is all the rage these days, huh.",Selbst gewählte Buße ist wohl gerade in Mode.
"Indeed, and if I may impose, yours is entirely pointless.\| You are the hero of the age.",So ist es. Wenn ich mir das erlauben darf – die Eure ist völlig sinnlos.\| Eure heldenhaften Taten haben diese Epoche geprägt.
"...So, I hear your articles are really making waves.\| I mean, that's not surprising, but... you're already serving in a government position before the end of your sentence?","… Wie ich höre, sorgen Eure Schriften für reichlich Aufsehen.\| Das ist zwar wenig überraschend, aber … Ihr nehmt schon eine Regierungsposition ein, bevor Ihr Eure Strafe abgesessen habt?"
"Yes. It is a largely ceremonial role for the time being, but I am humbled to know that my articles have been so well-received.\! The Proconsulate has offered me the honor of being a founding father of sorts.\! A bizarre fate for a man like me, but a responsibility I feel obligated to fulfill.","So ist es. Vorerst ist es eher eine repräsentative Position, aber es freut mich, dass meine Verfassung auf so große Zustimmung gestoßen ist.\! Das Prokonsulat hat mir die Ehre angeboten, eine Art Gründervater zu werden.\! Das ist für einen Mann wie mich eine reichlich seltsame Wendung der Dinge, doch ich sehe es als meine Pflicht, dieser Verantwortung nachzukommen."
"That is wonderful, Lysander.\| You deserve no less, and our country needs what you have to offer desperately.\! This is truly who you were meant to be. If I can hope one thing for my loved ones, to fulfill the purpose etched by your birth is it.","Das ist doch schön, Lysander.\| Etwas anderes habt Ihr auch nicht verdient. Und unser Land braucht dringend, was Ihr ihm bieten könnt.\! Ihr wart wirklich dazu bestimmt. Ich könnte einem lieben Menschen nichts Besseres wünschen, als seine angeborene Bestimmung zu erfüllen."
...Loved ones...,… Einem lieben Menschen …
"Of course.\| Always, Lysander...\| nothing, no one could touch my life as you have.","Natürlich.\| Immer, Lysander …\| Nichts sonst könnte mein Leben so beeinflussen, wie Ihr es getan habt."
I wish you would renounce this love entirely.\| ...\| I wish that I could.,"Ich wünschte, Ihr könntet diese Liebe vergessen.\| …\| Ich wünschte, ich könnte das."
"Yeah, not so easy, is it?","Gar nicht so einfach, nicht wahr?"
Will you ever return to Veridia?,Werdet Ihr jemals nach Veridia zurückkehren?
"You know I can't say.\| And... you know how I feel about it.\| About us.\| I need you to embrace your new life, and to let me go.\! If I return, if we do see each other again, I need to see you thriving. Happy, and fulfilled. Even if it's not with me.\! That is the only way either of us can survive the future, Lysander...","Ihr wisst, dass ich das nicht sagen kann.\| Und … Ihr wisst, wie ich dazu stehe.\| Zu uns.\| Ihr müsst Euch auf Euer neues Leben konzentrieren und mich vergessen.\! Falls ich doch zurückkehre und wir uns wiedersehen, will ich, dass es Euch gut geht. Dass Ihr glücklich und erfüllt seid. Auch wenn es ohne mich ist.\! Nur so können wir beide in Zukunft bestehen, Lysander …"
...\|\| Imagining life without you...\| it's so empty.\| So meaningless.,…\|\| Wenn ich mir das Leben ohne Euch vorstelle …\| ist da eine gähnende Leere.\| Alles ist bedeutungslos.
"No, you're wrong!\| Stop getting trapped by your own hubris.\| You are in charge of your destiny now, you'll make that meaning.\| ...Don't suffer, Lysander.\| Please...","Nein, da irrt Ihr Euch!\| Befreit Euch von den Fesseln Eurer eigenen Anmaßung.\| Ihr habt Eurer Schicksal jetzt in der Hand und werdet ihm eine Bedeutung schenken.\| … Hört auf zu leiden, Lysander.\| Bitte …"
I'm sorry. It is not possible to be pleased with losing you.,"Es tut mir leid. Ich kann nicht darüber erfreut sein, Euch zu verlieren."
"I'm not lost.\| Not yet. A demon god couldn't take me down, I'm not about to throw in the towel for what ever awaits me.","Ich gehe ja nicht verloren.\| Noch nicht. Ein dämonischer Gott hat sich an mir die Zähne ausgebissen, da werfe ich doch jetzt nicht einfach so das Handtuch."
"Of course.\| Donar watch over you, \n[8]...","Natürlich.\| Möge Donar über Euch wachen, \n[8] …"
"Thank you, Lysander... and you as well.","Danke, Lysander … und auch über Euch."
