ENGLISH,GERMAN
"Oh, look. It seems someone forgot to clean up the scum here.\! Pah, what happened to service?!","Sieh mal einer an. Anscheinend hat jemand vergessen, das Lumpenpack fortzuschaffen.\! Pah, die Arbeitsmoral mancher Leute war auch mal besser!"
"Hello. Come to say your piece, have you?","Hallo. Seid Ihr fertig, ja?"
"Feeling beat up already, mmm? That just makes me want to crush your spirit even more.","Euer Maß ist jetzt schon voll, hm? Da bin ich glatt verlockt, Eure Psyche noch etwas mehr zu brechen."
"You may be disappointed, Beatrix. I am quite at peace.\! One should follow their convictions, even in the face of certain defeat, lest they fall into crushing obscurity.","Ich muss Euch enttäuschen, Beatrix. Ich bin mit mir im Reinen.\! Selbst im Angesicht der sicheren Niederlage sollte man seinen Überzeugungen folgen, damit sie nicht in Vergessenheit geraten."
Blah blah blah...\| Peace?! You would be in pieces if \n[8] was not around to protect you from me!,"Bla, bla, bla …\| Im Reinen?! Würde \n[8] Euch nicht vor mir beschützen, hätte ich Euch bereits in Stücke gerissen!"
"Yes, of that I'm sure. And for that, I am grateful.\! One should never hope to find themselves on your bad side.\! Well... if there ever were to be a modicum of rhyme or reason to your...\| child-like whimsy.","Ja, damit habt Ihr sicher recht. Und dafür bin ich dankbar.\! Man sollte sich nie schlecht mit Euch stellen.\! Na ja … würden Eure kindlichen Launen wenigstens einem Mindestmaß an …\| Sinn und Verstand unterliegen …"
"What the...?!\! What child-like whimsy?! I assure you, my victims are ordained by Donar! Do you see? Donar's power crackles from my fingertips. My divine precident is unquestionable!\! Take that back, little man!","Was zum …?!\! Welche kindlichen Launen?! Ich versichere Euch, dass meine Opfer von Donar auserkoren wurden! Versteht Ihr etwa nicht? Donars Kraft knistert in meinen Fingerkuppen. Meine göttliche Bestimmung ist unbestreitbar!\! Nehmt das zurück, kleiner Mann!"
Heh heh...\| So you've become an acolyte of the Temple now?\| There's that child-like whimsy on full display.\! You really are hopeless.,Hehe …\| Ihr seid jetzt also eine Akolythin des Tempels?\| Dann könnt Ihr ja Eure kindlichen Launen perfekt zur Schau stellen.\! Ihr seid wahrlich ein hoffnungsloser Fall.
"My my, Lysander...\| what happened? Did you become a big boy overnight? I must say, this new-found persona of yours...\| impresses me.","Herrje, Lysander …\| Was ist nur passiert? Seid Ihr etwa über Nacht zu einem großen Jungen geworden? Ich muss schon sagen, Eure neue Rolle …\| beeindruckt mich."
"Oh, wonderful.","Oh, wunderbar."
"I wonder how long you can sustain it?\| You know, I heard all about your pathetic, whimpering confession to our gigantic friend.\| You poor thing...","Ich frage mich, wie lang Ihr sie aufrechterhalten könnt.\| Wisst Ihr, ich habe von Eurem erbärmlichen, winselnden Bekenntnis vor unserer Riesin gehört.\| Ihr armes Ding …"
...What?\| How did you...,… Was?\| Wie habt Ihr …?
"Awww, tsk tsk. Did the big lady break your heart?","Ooooh, tss, tss. Hat die große Dame Euer Herz gebrochen?"
"If you really must know, yes.",Wenn Ihr es wirklich wissen müsst: ja.
...Sigh...\| Lysander...,*Seufz* …\| Lysander …
"Why?\| Can you see past her freckled face, to the nauseatingly... stolid persona that lies beneath?!\! A mind like yours would be bored to tears!","Warum?\| Könnt Ihr hinter ihre Fassade blicken? Auf ihr widerliches … phlegmatisches Ich, das darunter verborgen liegt?!\! Ein kluger Kopf wir Ihr wäre zu Tode gelangweilt!"
"Beatrix, do you know why I'm still here?\| Why I haven't walked off despite your blatant attempts to infuriate me?","Beatrix, wisst Ihr, warum ich noch hier bin?\| Warum ich Euch trotz Eurer himmelschreienden Versuche, mich zur Weißglut zu treiben, nicht den Rücken gekehrt habe?"
"Well, yes! I am shockingly beautiful, what more reason does a red-blooded man need?","Ja, sicher! Ich bin furchtbar schön, welchen Grund bräuchte ein rotblütiger Mann denn sonst?"
"While you learned about me, I also learned about you.\| In my attempts to learn what I could from the shadows, I learned about your experience with the cult.","Während Ihr mich studiert habt, habe ich es Euch gleichgetan.\| Als ich im Verborgenen versucht habe, mir Wissen anzueignen, habe ich von Euren Erlebnissen mit dem Kult erfahren."
"And now, even after what can only appear to you as a betrayal, you remain steadfast.\| Not only in your pledge to fight the great enemy, but also to maintain your irreverent persona.\! All in a mostly vain attempt to conceal what I can only conclude is, as they say, a big, beating heart.\! I just wonder...\| when is your confession coming?","Und selbst jetzt bleibt Ihr standhaft, auch wenn es Euch wie ein Verrat vorkommen muss.\| Nicht nur bezüglich Eures Gelöbnisses, den großen Feind zu bekämpfen, sondern Ihr seid auch weiterhin so respektlos wie eh und je.\! Das alles, während Ihr vergeblich versucht, etwas zu verbergen, was ich als ein großes pochendes Herz ausgemacht habe.\! Ich frage mich nur …\| wann Euer Bekenntnis kommt?"
Wha...\| my confession?!,Wa…?\| Mein Bekenntnis?!
"You can only try to bully me so long before it becomes obvious.\! I have concluded that either you really do want to incinerate me to ashes, or you crave me around for your continued amusement.\! I must ask, please don't keep me in suspense... as I may be even more easily bored than you.\! What's it going to be, Beatrix?","Eure fortdauernde Schikane hin oder her, irgendwann wird es offensichtlich.\! Ich habe festgestellt, dass Ihr mich entweder wirklich zu einem Häuflein Asche verbrennen wollt, oder nach mir lechzt, da ich Euch höchst unterhaltsam erscheine.\! Ich muss Euch bitten, mir die Antwort darauf nicht länger vorzuenthalten … denn möglicherweise bin ich noch schneller gelangweilt als Ihr.\! Raus mit der Sprache, Beatrix."
