ENGLISH,GERMAN
"Hey, \n[8]!\! We have really racked up some victories, huh?!","Hallo, \n[8]!\! Wir haben ein paar schöne Siege eingeheimst, hm?"
"Yes we have.\! They don't come easy, though...","Ja, das stimmt.\! Aber leicht waren sie nicht …"
And how would you say I'm performing?,Und wie schlage ich mich so?
You are critical to our efforts of course...\! We do have a delicate balance of talents among us and every one of them is needed.,Ihr seid natürlich ein wichtiger Baustein in unseren Bestrebungen …\! Die Zusammenstellung unserer Truppe unterliegt einem empfindlichen Gleichgewicht und jeder einzelne wird benötigt.
"Okay, so it's just because of the team?\! What about me, though?\! Don't you think I deserve more of the action?","Gut, Ihr stellt also die Gruppe über alles, hm?\! Aber was ist mit mir?\! Findet Ihr nicht, dass ich mich öfter ins Getümmel stürzen sollte?"
"Haha, come on Sybil!\! You know how war works by now... you make plans and they're always dashed by one thing or another.","Haha, kommt schon, Sybil!\! Ihr wisst doch mittlerweile, wie der Krieg funktioniert … Man schmiedet Pläne und irgendetwas durchkreuzt sie immer."
Ugh....\| this is what I always hear!\! No matter how much passion I put into my performance... this is always what I hear!,Puh …\| Das muss ich mir immer anhören!\! Egal wie leidenschaftlich ich kämpfe … immer wieder dieselbe Leier!
Sybil...,Sybil …
...What?!,… Was?!
...Why are you so angry?,… Warum seid Ihr so wütend?
"...\| What did you ask me?\! I mean, I heard you, but...","…\| Was habt Ihr mich da gerade gefragt?\! Also ich habe Euch schon verstanden, aber …"
I mean it.\! I want to know.,Ich meine das ernst.\! Ich will es wissen.
"I guess I just haven't been asked that before...\! But I know you well enough by now that you really mean it...\| Thank you, \n[8]...","Das hat mich wohl einfach noch nie jemand gefragt …\! Aber ich kenne Euch mittlerweile gut genug, um zu wissen, dass Ihr es ernst meint …\| Danke, \n[8] …"
I've wanted to pull this out of you for a long time.\! You mean a lot to me and it bothers me that you seem to have these demons weighting you down.,"Die Antwort darauf wollte ich Euch schon lange entlocken.\! Ihr bedeutet mir sehr viel und es bedrückt mich, dass Euch offenbar diese inneren Dämonen plagen."
"...I've just always put so much into everything.\! And... it seems like everyone else gets so much more in return.\! I have to tell you... the last soul I fell in love with lead me to believe the feeling was mutual.\! But the more I invested, the less I received in return.\! Just like with always... ugh!!","… Ich habe mir immer bei allem so viel Mühe gegeben.\! Und … es kommt mir so vor, als würde sich das bei allen anderen immer viel mehr auszahlen.\! Ich muss Euch das erzählen … Die letzte Seele, in die ich mich verliebt habe, hat mich glauben lassen, dass das Gefühl auf Gegenseitigkeit beruhe.\! Aber je mehr ich investierte, desto weniger habe ich im Gegenzug erhalten.\! Genau so wie immer … pah!!!"
That's never good... I'm sorry to hear that...,"Das ist nie gut … Es tut mir leid, das zu hören …"
"What do you think, \n[8]?\! Am I ever going to get... back to even? Get what I want out of life?","Was denkt Ihr darüber, \n[8]?\! Wird sich mein Einsatz je für mich … auszahlen? Werde ich das bekommen, was ich mir vom Leben wünsche?"
"This is a scarcity mentality, I think.\! Everyone's been through it... I have, believe me.\! Your ship has sunk, and you're clinging to the weak raft, barely staying afloat, when it would be best to just let go, and let the currents take you where they may.\! You don't have to keep reaching so hard, and chasing people...\! The right people will be with you, fully, without you having to always give more than they do.","Ich glaube, dass Ihr in einem Teufelskreis steckt.\! Das hat jeder schon einmal durchgemacht … Ich auf jeden Fall.\! Euer Schiff ist gesunken, und Ihr haltet Euren Kopf gerade so über Wasser, indem Ihr Euch an ein Stück Treibholz klammert, aber es wäre besser, einfach loszulassen und zu sehen, wohin die Strömung Euch treibt.\! Ihr müsst es nicht immer allen recht machen, anderen hinterherjagen …\! Die richtigen Leute werden einfach so bei Euch sein, sich für Euch aufopfern, ohne dass Ihr mehr für die Beziehung aufwendet als sie."
"\n[8]...\| Who are these right people?\! I mean, there's you of course...","\n[8] …\| Wer sind diese richtigen Leute?\! Na ja, also natürlich Ihr …"
"Yeah, there is me...","Genau, ich bin für Euch da …"
"Sybil, I think we understand each other so well.\! I'm not so invincible myself, you know.\! I think... we need each other.","Sybil, ich glaube, dass wir uns so gut verstehen.\! Auch ich bin nicht unerschütterlich, wisst Ihr?\! Ich glaube, dass wir uns gegenseitig brauchen."
"I feel the very same way, \n[8]!\! So many times, I've just wanted you to... just hold me.\! No talk, just be there.\! And I would do just the same for you... any time.\! We can be each other's safe place, you know?","Mir geht es genauso, \n[8]!\! So oft schon habe ich mich danach gesehnt, dass Ihr mich … einfach im Arm haltet.\! Ohne Worte, einfach nur so.\! Und ich würde dasselbe auch für Euch machen … jederzeit.\! Wir können füreinander so etwas wie ein Rückzugsort sein, wisst Ihr?"
"I'd like that very much, Sybil.","Das fände ich sehr schön, Sybil."
