ENGLISH,GERMAN
"\c[1]Interesting.\! You really think it was a good idea coming here, do you?","\c[1]Interessant.\! Ihr haltet es wirklich für eine gute Idee, herzukommen, was?"
I-I... guess I saw something different about you.\! Any of the others...,"I-Ich … Ich habe erkannt, dass an Euch etwas anders ist.\! Alle anderen …"
Any of the others would've killed you on sight.\! I sincerely hope for your sake that you have an answer for me.,"Alle anderen hätten Euch sofort getötet.\! Ich hoffe für Euch, dass Ihr eine Antwort für mich habt."
I... I understand.,Ich … Ich verstehe.
"While your interpretation of the texts is somewhat rudimentary, I believe it to be correct.\! Well...\| correct enough for your purposes.","Eure Auslegung der Schriften ist zwar etwas oberflächlich, aber ich halte sie für richtig.\! Oder zumindest …\| richtig genug für Eure Zwecke."
"If I am ""correct enough"", then how best to act on this information?\! That said, it disturbs me that you were willing to risk your life to come here.\! I know you have much to gain.","Wenn meine Sicht der Dinge „richtig genug“ ist, wie nutze ich diese Information jetzt?\! Wobei es mich beunruhigt, dass Ihr Euer Leben riskiert habt, um herzukommen.\! Ich weiß, dass Ihr viel zu gewinnen habt."
"B-begging your pardon, but we are not so different!","B-Bitte um Verzeihung, aber wir haben einiges gemeinsam!"
"Except that you serve a mad cult, and are so blinded by the promise of reward that you let yourself get kicked around like a dog.\! I will not be following that path, Jebediah.","Nur dient Ihr einem wahnsinnigen Kult und lasst Euch so von der versprochenen Belohnung blenden, dass Ihr Euch behandeln lasst wie einen Hund.\! Diesen Weg werde ich nicht beschreiten, Jebediah."
"Our business is done.\! Leave, following my exact instructions.\! One deviation will likely be your last mistake... and mine.",Wir haben nichts mehr miteinander zu schaffen.\! Geht und folgt dabei genau meinen Anweisungen.\! Die kleinste Abweichung wäre wahrscheinlich Euer letzter Fehler … und auch meiner.
D-do not waste this chance to make things right...,"V-Verschwendet diese Gelegenheit nicht, die Sache in Ordnung zu bringen …"
"Any of the others would've killed you on sight.\! And if you don't have a good answer for me, they'll know you're here.","Alle anderen hätten Euch sofort getötet.\! Und wenn Ihr mir keine gute Antwort gebt, werden sie erfahren, dass Ihr hier seid."
Except that you are so blinded by the promise of reward that you let yourself get kicked around like a dog.\! I will not let that happen to me.,"Nur lasst Ihr Euch so von der versprochenen Belohnung blenden, dass Ihr Euch behandeln lasst wie einen Hund.\! Das lasse ich mit mir nicht machen."
Our business is done.,Wir haben nichts mehr miteinander zu schaffen.
I know you feel alienated by the Nephilim.\! They do not deserve the power they wield.\! But just...\| just please don't hurt my Beatrix...,"Ich weiß, dass Ihr mit den Nephilim nichts anfangen könnt.\! Sie verdienen die Macht nicht, die ihnen innewohnt.\! Aber …\| Bitte tut meiner Beatrix nicht weh …"
...\| Pardon me?!,…\| Wie bitte?!
Please...,Bitte …
"...""Your"" Beatrix?\! What, do you think you can win over that unhinged harpy by coming to her rescue?","… „Eure“ Beatrix?\! Meint Ihr, Ihr könnt diese durchgedrehte Krähe für Euch gewinnen, indem Ihr zu Ihrer Rettung eilt?"
"Go home, Jebediah. You poor, misguided soul.","Geht nach Hause, Jebediah. Armer Irrer."
