ENGLISH,GERMAN
"Excuse me, Jules was it?","Entschuldigung. Jules, nicht wahr?"
"Yeah! I heard about you, Narima.\! Glad to have you with us.","Genau! Ich habe schon von Euch gehört, Narima.\! Freut mich, dass wir Euch an unserer Seite haben."
"You are Sayunaari, like me...","Ihr kommt aus Sayunaa, wie ich auch …"
"Well... I was born in Sayunaa, but adopted by Veridian parents after the Succession War!\! Really lucked out there...","Also … Ich wurde in Sayunaa geboren, nach dem Thronfolgekrieg aber von veridianischen Eltern adoptiert.\! Da hatte ich großes Glück …"
"Perhaps it was luck, perhaps the gods had better designs for your life, Jules.\! Tell me, have you been to our homeland since your adoption?","Vielleicht war es Glück, vielleicht hatten die Götter aber auch Größeres mit Euch vor, Jules.\! Sagt mir, wart Ihr seit Eurer Adoption schon einmal wieder in der Heimat?"
Sadly no... but I'd really like to some day!,Leider nicht … Aber das würde ich eines Tages wirklich gern tun!
"...Please reconsider, or at least consult with me before setting foot in Sayunaa.","… Bitte überlegt Euch das noch einmal oder zieht zumindest mich zurate, bevor Ihr Sayunaa betretet."
Wha.. why?\! I hear it is a wonderous place...,"Wa… warum?\! Ich habe gehört, es sei wunderschön dort …"
"That it is, but we live in difficult times now.\! Our homeland is not what it once was.\! Jules... we Sayunaari must stick together in these times.\! Just promise you will consult me before doing anything rash...","Das stimmt auch, aber wir leben jetzt in schwierigen Zeiten.\! Unsere Heimat ist nicht mehr, was sie einmal war.\! Jules … Sayunaarer müssen in solchen Zeiten zusammenhalten.\! Versprecht mir einfach, dass Ihr mit mir sprecht, bevor Ihr voreilig handelt …"
"....\| Sure thing, Narima.\! I appreciate having such a dedicated friend so soon after meeting!","…\| Mache ich, Narima.\! Ich weiß es zu schätzen, nach so kurzer Zeit schon eine so gute Freundin zu haben."
"The honor is mine, Jules.\! Donar be with you.","Die Ehre ist ganz meinerseits, Jules.\! Möge Donar Euch beistehen."
