ENGLISH,GERMAN
"\c[1]20 years ago, Imperial Army Barracks\c[0]",\c[1]20 Jahre zuvor in der Kaserne der kaiserlichen Armee\c[0]
"Sergeant Barnabas, we've got another one. Get your men organized and ready to deploy in two hours.","Unteroffizier Barnabas, wir haben wieder einen. Versammelt Eure Männer und seid in zwei Stunden bereit zum Ausrücken."
"Right, another Donari Temple?","Ah ja, noch ein Donari-Tempel?"
"...Do you have a problem with that, Sergeant?","… Passt Euch daran etwas nicht, Unteroffizier?"
"No, sir. The Army is being put to good use, sir.",Nein. Dies ist ein guter Einsatz für die Armee.
"...Yes, I'm sure you think so.","… Ja, das denkt Ihr bestimmt."
And try to clean the uniforms up a bit before your men shut that place down. The war's over. The public has eyes on everything we do.,"Und bringt die Uniformen auf Vordermann, bevor Eure Leute da dichtmachen. Der Krieg ist vorbei. Die Menschen haben ein Auge auf alles, was wir tun."
"With what resources, sir? We barely got enough coin to keep our boys from choppin' my head off in a mutiny as is. You tellin' me we're to worry about spit 'n polish now too?","Welche Ressourcen haben wir dafür? Wir haben gerade genug Geld, dass die Jungs nicht meutern und mir den Kopf abhacken. Jetzt sollen wir auch noch alles stärken und aufpolieren?"
"Just find a way, Sergeant. Put down that paperwork and do it your damn self if you have to.\! We're all on tight budgets. Don't think my superiors haven't kicked me around lately. As you were.","Lasst Euch etwas einfallen, Unteroffizier. Im Zweifelsfall legt Ihr Euren Papierkram weg und macht es verdammt noch mal selbst.\! Das Geld ist überall knapp. Glaubt nicht, dass meine Vorgesetzten mir nicht im Nacken sitzen. Weitermachen."
"I can do it, sir...",Ich kann das erledigen …
"...Whoa there, small fry! Who let ya in here?","… Hoppla, du Dreikäsehoch! Wer hat dich denn hier reingelassen?"
"...Um, I'm sorry. I'll leave.","… Ähm, tut mir leid. Ich gehe wieder."
"Hey, don't sweat it, kid! Get on home now, your folks are probably worried sick.","Keine Sorge, Kindchen! Geh jetzt schnell wieder nach Hause. Deine Eltern machen sich bestimmt Sorgen."
Damn...\| thought so. Was hopin' you had a home to go to.,"Verflucht …\| Ich dachte es mir schon. Ich hatte gehofft, du hättest ein Zuhause."
"Please let me clean your uniforms, sir...","Bitte lasst mich Eure Uniformen saubermachen, mein Herr …"
"I ain't got nothin' to pay ya, kiddo. It ain't worth spendin' the energy.",Ich kann dich doch aber gar nicht bezahlen. Da ist das die harte Arbeit nicht wert.
It's okay...\| please sir...,"Schon in Ordnung …\| Bitte, mein Herr …"
There's supplies in the basement. Maybe the shields could have a bit more shine to 'em.,Im Keller findest du das entsprechende Material. Die Schilde könnten bestimmt ein bisschen aufpoliert werden.
...Looks like I lost my appetite too. Guess someone'll have to take my lunch so it don't go bad. It's nothin' special but it fills ya up...,"… Außerdem ist mir jetzt der Appetit vergangen. Jemand sollte sich mein Mittagessen schnappen, damit es nicht schlecht wird. Ist nichts Besonderes, aber satt wird man davon …"
