ENGLISH,GERMAN
Yes? Can I help you?,Ja? Kann ich Euch helfen?
I am simply greeting a new friend among us!\! Let me express my pleasure in bringing you into our little band of misfits.,"Ich möchte bloß eine neue Freundin in unseren Reihen begrüßen!\! Lasst mich meine Freude zum Ausdruck bringen, Euch in unserer kleinen Bande von Außenseitern willkommen zu heißen."
Thank you. I am grateful to be out of my former situation.,"Danke sehr. Ich bin froh, das alles hinter mir gelassen zu haben."
And I must say I am grateful to have the scenery greatly improved with your arrival.,"Und ich muss sagen, dass ich ebenfalls froh bin. Mit Eurer Ankunft haben wir deutlich bessere „Aussichten“."
...Scenery?\! How flattering.,… Aussichten?\! Wie schmeichelhaft.
You know... you do seem a little out of sorts.\! Did you bump your head when you fell from heaven?,"Wisst Ihr … Ihr wirkt etwas neben der Spur.\! Habt Ihr Euren Kopf gestoßen, als Ihr aus dem Himmel gefallen seid?"
...By Donar.\! That was just pathetic...,… Bei Donar.\! Das war einfach nur bedauernswert …
"Just like my heart, every day it lives on without you...","Genau wie mein Herz, wenn es tagein, tagaus ohne Euch pocht …"
...We have just met. How does that make any sense?\! ...Has this tripe ever worked?,… Wir haben uns doch gerade erst kennengelernt. Das ergibt doch überhaupt keinen Sinn.\! … Hat dieser Mumpitz je funktioniert?
"Nice try, but a magician never reveals his tricks.","Netter Versuch, aber ein Zauberer verrät nie seine Tricks."
...\| I will just see myself out.,…\| Ich gehe dann mal lieber.
By all means!\! May the wind be at your back.,Aber bitte doch!\! Möge der Wind Euch tragen.
Sure...,Ist klar …
