ENGLISH,GERMAN
"Um... hello, Sister Great Paladin.\! I'm Diana. I mean, Sybil, Sybil!","Äh … Hallo, große Paladinschwester.\! Ich bin Diana. Ich meine Sybil … Sybil!"
"Hello, Sybil. I do remember you!","Hallo, Sybil. Ich erinnere mich an Euch!"
"Well, what do you think?\! I've become a war priestess for Veridia!\! That is, until Barnabas and Jules dragged me out here...","Nun, was denkt Ihr?\! Ich bin zu einer von Veridias Kriegspriesterinnen geworden!\! Zumindest bis Barnabas und Jules mich hierher gezerrt haben …"
That is honorable. You should be proud.,Das ist ehrenhaft. Ihr solltet stolz sein.
...W-wait! Are you busy or something?,… W-Wartet! Seid Ihr gerade beschäftigt oder so?
"...\| No, I suppose not...","…\| Nein, nicht wirklich …"
"It's just that...\| I know you give the final word on all Sisterhood of Justice hopefuls, and...","Es ist nur …\| Ich weiß, dass Ihr bei den Anwärterinnen der Schwesternschaft des Rechts das letzte Wort habt, und …"
"It was difficult with you, Sybil.","Bei Euch war es kompliziert, Sybil."
W-whaddya mean?,W-Was meint Ihr?
"This land needs hearts such as yours, willing to sacrifice to root out the evil that surrounds us all on fronts.","Dieses Land braucht Leute wie Euch, mit der Aufopferungsbereitschaft, das Böse auszumerzen, das uns an allen Fronten umgibt."
"But in the end, the Donari Temple must remain steadfast in its ancient traditions.\! If we make sacrifices against the future, we will have lost our divine precedent for survival.\! And to that end, the Paladin leadership values a certain solemn dignity as a core tenet of our sacred order.\! One cannot want this life. One should be, in a way, reluctant to wield the power that comes with joining the Sisterhood of Justice.\! I'm very sorry, Sybil, I know it can be harsh news to bear.","Aber am Ende muss der Donari-Tempel unerschütterlich an seinen uralten Traditionen festhalten.\! Wenn wir Opfer bringen, die unserer Zukunft im Wege stehen, bröckelt unser heiliges Fundament, das unser Überleben sichert.\! Und daher schätzt die Führung der Paladine eine gewisse ehrwürdige Erhabenheit als Kerndogma unseres heiligen Ordens.\! Man kann dieses Leben nicht wollen. Man sollte der Kraft, die mit dem Beitritt in der Schwesternschaft des Rechts einhergeht, auf gewisse Weise abgeneigt sein.\! Es tut mir sehr leid, Sybil. Ich weiß, dass derartige Neuigkeiten schwer zu ertragen sein können."
"Ugh, so I just want it too much. That's always the case.\! What am I supposed to do, just fake it or something?","Uff, Ihr sagt also, dass ich zu sehr danach strebe. Das ist ja mal wieder typisch.\! Was soll ich denn dagegen machen? Vorgeben, jemand anders zu sein?"
"It will come with time.\! Donar willing, your heart will find peace.\! It must... I dread the thought of growing old while bearing the burden of restlessness and regret.","Kommt Zeit, kommt Rat.\! Euer Herz wird Frieden finden, so Donar will.\! Es muss … Ich fürchte mich vor dem Gedanken, alt zu werden, und dabei die Bürde der Ruhelosigkeit und Reue zu schultern."
"Yeah right, like that'll ever happen...\! Not even you notice me...","Ja, klar, als würde das je passieren …\! Nicht einmal Ihr nehmt Kenntnis von mir …"
"What, pray tell has left you with such sorrow?",Was in aller Namen hat so viel Kummer in Euch hervorgerufen?
"You had parents, right?\! Not me.\! But who cares about Sybil when there's a million other orphans to worry about...","Ihr hattet Eltern, nicht wahr?\! Ich nicht.\! Aber wen kümmert schon Sybil, wenn es etliche andere Waisen gibt, um die man sich sorgen muss …"
I was indeed blessed to be around my father for much of my childhood... exceedingly harsh as he was.,"Ich war in der Tat gesegnet, einen Großteil meiner Kindheit in der Nähe meines Vaters verbringen zu dürfen … auch wenn er übermäßig streng war."
"Yeah, but at least you had someone to tell you if you're doing a good job or not...","Ja, aber wenigstens hattet Ihr jemanden, der Euch wissen ließ, wenn Ihr etwas gut oder schlecht gemacht habt …"
"You are leading a good life, Sybil... \|but it must not come from...","Ihr führt ein gutes Leben, Sybil … \|aber es bringt nichts, wenn …"
"Yeah, I KNOW, I've heard it a million times, it can't come from someone else saying it!\! But I don't care... you can do that because you were taught to just be fine as who you are!\! And I wasn't! Just... be fine with that, okay?!","Ja, ICH WEISS, das habe ich bereits eine Million Mal gehört. Die Worte anderer bringen nichts. Es muss aus mir heraus kommen!\! Aber das ist mir egal … Für Euch mag es leicht sein, da Euch beigebracht wurde, dass man Euch akzeptiert, so wie Ihr seid!\! Bei mir war das anders! Akzeptiert das einfach, in Ordnung?!"
"...Of course. Forgive my shallow words, Sybil.","… Natürlich. Verzeiht mir meine Plattitüden, Sybil."
"It's just me being stupid... again...\| Just forget the last few minutes, please, Sister Diana?","Ich bin einfach töricht … mal wieder …\| Vergesst bitte einfach, worüber wir gesprochen haben, Schwester Diana."
Consider it forgotten. Donar watch over you.,Das werde ich. Möge Donar über Euch wachen.
Thank you...,Habt Dank …
