ENGLISH,GERMAN
"Greetings, human.","Grüße, Mensch."
"First things first, please call me \n[8].\! Deal?",Bitte seid doch so nett und nennt mich \n[8].\! Abgemacht?
Yes \n[8]. Raskuja will comply.,"Ja, \n[8]. Raskuja willigt ein."
"So, I've heard so much about this Eskandar, fella.\! Some sort of legendary Barek Tor.\! What's the deal with him anyway?\! You would think he was some sort of god.","Ich habe so viele Geschichten über diesen Eskandar gehört.\! Er soll eine Art legendärer Barek Tor sein.\! Was hat es mit ihm auf sich?\! Es ist fast so, als sei er eine Art Gott."
"Eskandar was a fierrrrrce and powerful warrior 100 years ago, during time of great crisis.\! Humans sought to conquer Barek Tor and destroy Barek Tor spirit.\! The great Eskandar rrrrrallied people together and defeated much more powerful enemy to earn Barek Tor freedom.\! Eskandar so great, he left Barek Tor lands to seek out and to destroy this enemy where they hide.\! He return home loved by all.\! Eskandar becomes grrrrreat chieftain of all Barek Tor people, and repopulate our kind.\! Most Barek Tor somehow related to Eskandar this day... I hope so is Raskuja, so have his grrrrreat and divine warrior blood.","Eskandar war 100 Jahre her ein grrrrimmiger, mächtiger Krieger, während der Zeit von große Krrrrise.\! Menschen wollten Barek Tor erobern und Geist von Barek Tor zerbrechen.\! Der grrroße Eskandar versammelte alle und besiegte viel stärkeren Feind, um Frieden von Barek Tor zu verdienen.\! Eskandar so groß, er verließ Erde von Barek Tor, um den Feind aufzuschnüffeln und zu zerrrrstören.\! Nach Rückkehr bekam er viel Verehrung.\! Eskandar wurde großer Häuptling von Barek-Tor-Volk, und zeugte viel Bevölkerung.\! Meiste Barek Tor sind heute irgendwie verwandt mit Eskandar … Hoffentlich auch Raskuja hat sein grrrroßes, herrliches Kriegerblut."
I wonder why I'd never learned much about him.,"Ich frage mich, warum ich nie besonders viel über ihn erfahren habe."
"Barek Tor lifespan not as long as human.\! Eskandar pass to next life after rrrrreaching golden age of 50 years.\! Eskandar policy on human is to be being frrrrriendly, because of best friend named ""Lucian Iblis"" who was prominent human and great hero of human lands.","Barek-Tor-Lebensspanne ist nicht so lang wie Mensch.\! Eskandar ging zu nächstes Leben nach goldenes 50. Jahr erreicht.\! Eskandar-Politik auf Mensch ist freundlich, weil wegen bester Freund „Lucian Iblis“ sein wichtiger Mensch und grrrroßer Held von Menschenland."
"Yep, everyone knows about Lucian Iblis.","Ja, jeder kennt Lucian Iblis."
"Because of their frrrrriendship, human and Barek Tor were to be connected.\! Lucian live on many years past Eskandar, but without our great hero, Lucian and Barek Tor people were to being disconnected slowly over time.\! Lucian attempt to befrrrrriend new Barek Tor chieftains, but it was not to be being.\! Over next 50 years, Barek Tor attempt to return to old way.\! No longer trrrrrade food with humans of Sayunaa in exchange for their great trrrrreasures.\! Barek Tor society become poor.\! Now we attempt to repair damage but without being weak to conquest much like during the time of Eskandar.","Wegen ihrer Freundschaft Mensch und Barek Tor wurden verbunden.\! Lucian lebte viele Jahre nach Eskandar weiter, aber ohne unseren großen Helden, Lucian und Barek-Tor-Volk waren unverbunden langsam immer mehr.\! Lucian versuchte, neue Häuptlinge von Barek Tor zu befreunden, aber es war nicht lang zu sein.\! Über nächste 50 Jahre Barek Tor wollte wie früher sein.\! Kein Essenhandel mehr mit Menschen von Sayunaa für ihre grrrroßen Schätze.\! Gesellschaft von Barek Tor wurde arm.\! Jetzt wir wollen Schadenreparatur, aber ohne schwach sein für Eroberung so wie während Zeit von Eskandar."
"I could listen to this stuff all day, cat.","Euren Geschichten könnte ich den ganzen Tag lauschen, Kater."
It is great honor to Raskuja when human show interest in Barek Tor.\! \n[8] is good company for Raskuja. Raskuja wishes to talk more in future days.,"Es ist grrrroße Ehre für Raskuja, wenn Mensch zeigt Interesse für Barek Tor.\! \n[8] ist gute Gesellschaft für Raskuja. Raskuja wünscht mehr zu reden in Zukunftstagen."
Count on it!,Darauf könnt Ihr Euch verlassen!
