ENGLISH,GERMAN
"\c[1]Embor Palace, throne room of Duke Jaromir\c[0]",\c[1]Thronsaal des Herzogs Jaromir im Palast von Embor\c[0]
"Ah... we finally meet.\! The Duchy of Embor is restored, thanks to...","Ah … endlich lernen wir uns kennen.\! Das Herzogtum Embor ist wiederhergestellt, und das nur dank …"
By the Avatars...,Bei den Inkarnationen …
You are...,Ihr seid …
\n[8].\! I take it you are Duke Jaromir?,\n[8].\! Und Ihr seid vermutlich Herzog Jaromir?
"What the...\| Guess I look the part, huh?","Was zum …?!\| Ich schinde wohl ziemlich Eindruck, was?"
"Donar stands before me.\! How can I not kneel before you?!\! You are here, more than just a myth or a legend...\! This is the foremost moment in my life...",Donar steht vor mir.\! Wie kann ich vor Euch nicht knien?!\! Ihr seid hier und seid nicht nur ein Mythos oder eine Legende …\! Dies ist der wichtigste Augenblick meines Lebens …
"Alright, alright, let's just be people here...",Ganz ruhig. Wir alle hier sind einfach nur Menschen …
"You have come to our world to destroy evil.\! There is no other possibility... please, allow me to join the ranks of your army, holy Donar...","Ihr seid auf unsere Welt gekommen, um das Böse zu vernichten.\! Eine andere Erklärung gibt es nicht … Bitte nehmt mich in Eure Armee auf, heiliger Donar …"
"I don't have much of an army yet.\! But I know there are many people out there just like you, waiting for the opportunity to strike back.","Bisher habe ich noch so gut wie keine Armee.\! Aber ich weiß, dass viele Leute da draußen genau wie Ihr auf eine Gelegenheit zum Gegenschlag warten."
"It's quite a risk, the Empire's going to want your hide...",Es ist riskant. Das Kaiserreich wird Euren Kopf wollen …
"My lands, my resources, and my own blade are at your disposal, holy Donar.\! My soldiers are the most resolute in all of Veridia.\! Please, give us our divine mission at once!","Mein Land, meine Ressourcen und meine Klinge sind Euer, heiliger Donar.\! Ganz Veridia hat keine entschlosseneren Soldaten als meine.\! Bitte erteilt uns sofort Euren göttlichen Befehl!"
"Please don't bow to me.\! We're not the Empire, we're the free people of Veridia.\! Let's see what the famed warriors of Embor can do on the battlefield!","Bitte erhebt Euch.\! Wir sind nicht das Kaiserreich, wir sind das freie Volk von Veridia.\! Lasst uns einmal sehen, wozu Embors berühmte Krieger auf dem Schlachtfeld fähig sind!"
