ENGLISH,GERMAN
"Hey Narima, how'd you end up hanging around the Tidereavers?","He, Narima, wie seid Ihr eigentlich an die Gezeitenräuber geraten?"
"When the Tidereavers raid your home town, kill all the men and take all the women and children, one must find a way to survive.\! The Tidereavers have been my whole life...","Wenn die eine Stadt plündern, töten sie alle Männer und nehmen die Frauen und Kinder mit. Da muss man einen Weg finden, um zu überleben.\! Ich kenne gar nichts anderes im Leben …"
Sounds familiar. Doing anything at all just to see another day.,"Das kommt mir bekannt vor. Alles Mögliche tun zu müssen, um einfach einen weiteren Tag zu überstehen."
"Yes, it seems your Succession War made life hard for a great many, in both your country and in mine.","Ja, Euer Thronfolgekrieg hat offenbar vielen Menschen in unser beider Länder das Leben schwer gemacht."
"Sayunaa, right?","Ihr kommt aus Sayunaa, oder?"
A young Veridian knows my country? Unusual.,Jemand aus Veridia kennt mein Land? Das ist ungewöhnlich.
"Guess your features just seem familiar.\! My good friend, Jules, was adopted by a wealthy family in Veridia, but he's an orphan from Sayunaa.\! You two could be cousins, perhaps.","Ihr kommt mir wohl einfach bekannt vor.\! Mein guter Freund Jules wurde von einer reichen Familie in Veridia adoptiert, ist aber eine Waise aus Sayunaa.\! Ihr beide könntet Cousins sein."
"Jules...?\| Yes, I have seen him among your cohort...\| So innocent and unspoiled by the evils of our world...","Jules …?\| Ja, den habe ich schon in Eurer Truppe gesehen …\| So unbedarft von all dem Bösen in unserer Welt …"
...What's the matter?,… Was ist denn?
...\| It is nothing.,"…\| Ach, nichts."
"Well anyway, glad to have you among us, Narima.\! I'm sure your knowledge of the Tidereavers will come in handy.","Ich bin jedenfalls froh, Euch bei uns zu haben, Narima.\! Euer Wissen über die Gezeitenräuber wird sicher noch nützlich sein."
"I will be ever grateful for my freedom.\! My bow is yours to command, Veridian.",Ich werde Euch ewig dankbar für meine Freiheit sein.\! Ich stehe mit meinem Bogen zu Befehl.
