ENGLISH,GERMAN
...Am I bothering you?,… Störe ich?
"Never.\! Join me, \n[8].","Nicht doch.\! Leistet mir Gesellschaft, \n[8]."
Do you believe these people are common thugs?,"Glaubt Ihr, diese Menschen sind gewöhnliche Ganoven?"
What I believe doesn't matter. We're just soldiers right now.,"Was ich glaube, ist nicht wichtig. Wir sind jetzt einfach nur Soldaten."
"Come on, I know you better than that. What exactly do you think the rebels want?","Kommt schon, da kenne ich Euch aber besser. Was wollen die Rebellen Eurer Ansicht nach wirklich?"
"They don't know what they want. They're angry and confused. Lashing out against order, hoping chaos will improve their situation.\! All they understand is force, so force they shall receive.","Das wissen sie selbst nicht. Sie sind wütend und verwirrt. Sie lehnen sich gegen die Ordnung auf und hoffen, dass das Chaos Verbesserung mit sich bringt.\! Sie verstehen nur Gewalt, also werden sie diese bekommen."
Interesting...,Interessant …
"What do you think they want, then?",Was glaubt Ihr denn?
"They just want to be heard and understood. The Empire's taxing people to death to pay for the Succession War debts.\! If we destroy Antares, others like him will continue to speak out and rebel.","Sie wollen, dass jemand ihnen zuhört und sie versteht. Das Kaiserreich frisst den Menschen mit Steuern die Haare vom Kopf, um die Schulden des Thronfolgekriegs zu bezahlen.\! Wenn wir Antares töten, melden sich andere Gleichgesinnte zu Wort und rebellieren."
"You know just as I do - an army of lambs can become lions at a moment's notice. Let's not pretend that compassion will ever result in a lasting peace.\! If the roles were reversed, if you were the one begging for mercy, do you think you would get it?","Ihr wisst genauso gut wie ich, dass ein Heer von Lämmern sich jederzeit in Löwen verwandeln kann. Tun wir doch nicht so, als würde Barmherzigkeit zu dauerhaftem Frieden führen.\! Meint Ihr, Euch würde Gnade zuteil, wenn der Spieß umgedreht wäre und Ihr darum betteln würdet?"
"And so, we follow orders, as it is our duty. Makes everything so simple.",Wir führen also unsere Befehle aus und tun unsere Pflicht. Macht ja auch alles viel einfacher.
There's a crimson star out tonight. Haven't seen one in a long time...,Heute leuchtet ein blutroter Stern am Himmel. So einen habe ich lange Zeit nicht gesehen …
It is quite a sight to behold...,Er ist ein wundersamer Anblick …
It's an omen.,Er ist ein Vorzeichen.
Of course it is...,Natürlich ist er das …
"Every time we have seen the crimson star, something big happens. Really big. Changes the course of history.\! Think that star is speaking to us, \n[8]? Calling upon us to do as Donar would and fix this world?","Jedes Mal, wenn wir einen blutroten Stern sehen, passiert etwas Bedeutendes. Etwas sehr Bedeutendes. Etwas, das Geschichte schreibt.\! Meint Ihr, der Stern ruft uns, \n[8]? Ruft uns dazu auf, an Donars statt die Welt zu heilen?"
Ugh...\| It's just...,"Argh …\| Na ja …"
Yeah... sure. That's probably what it is.,Hmm … vermutlich. Das wird es wohl sein.
"Heh... \| Thank you for humoring me, \n[8].","Hehe … \| Danke, dass Ihr meinen Vorstellungen gegenüber offen seid, \n[8]."
