ENGLISH,PORTUGUÊS (BRASIL)
Hey \n[8]...\| are you sure you've forgiven me?,"Ei, \n[8]...\| Você me perdoou mesmo?"
"Hmmmm, maybe.",Hm... talvez.
...Oh.,... Ah.
"Heh, sorry. I figured that was obvious.\| Just... try not to listen to Lysander's honeyed words for a while, huh?","Desculpa. Achei que estava clara a brincadeira.\| Só... tente não ouvir as palavras adoçadas do Lysander por um tempo, ok?"
"Of course, \n[8]...\| I will be by your side for the rest of my days, with all of my heart, I swear it!\! So, we must leave Veridia? Your mind is made up?","É claro, \n[8]...\| Ficarei ao seu lado pelo resto da minha vida, com todo o meu coração. Eu juro!\! Então, devemos partir de Veridia? Já se decidiu?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Abi. I can't face the people of Armitage again...\| not for a while.","Meu papel na Guerra Milenar acabou. Zanatus finalmente está morto.\! Quase me perdi por completo, Abi. Não posso encarar o povo de Armitage de novo...\| não por um tempo."
"I understand. If they will not have you, then they will not have me just the same.\! What lies ahead for us, \n[8]?","Entendo. Se eles não querem sua presença, também não terão a minha.\! O que nos aguarda, \n[8]?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","As palavras moribundas de Zanatus ainda me assombram. Não senti mentira alguma naquelas palavras. Não dá para descrever o ódio de Zanatus por Donar, e por mim.\! Ele sentiu certa paz em seus momentos finais. Como se tivesse cumprido sua missão.\! Temos relatórios de que alguns dos seguidores de Zanatus foram para o exílio, longe a Leste, e, de todos os lugares que poderiam ir, foram rumo a Grothnor."
Grothnor? I've never heard of this place!,Grothnor? Nunca ouvi falar de lá!
"A frozen hellscape far to the east in the unexplored continent.\| They say Zanatus himself emerged from a bottomless pit in the heart of Grothnor, though these are likely tall tales.","Uma paisagem infernal congelada nos confins leste, no continente inexplorado.\| Dizem que o próprio Zanatus emergiu de um fosso sem fim no coração de Grothnor. Apesar de que isso provavelmente seja mentira."
Sounds dreadful.,Parece terrível.
We will see.\| So you're willing to leave behind your dragons?,Veremos.\| Então está pensando em deixar seus dragões para trás?
!!!\| I wouldn't dream of it! That is why we will be using Nibbler as our primary means of transport.\! Did you expect anything different?,!!!\| Nem em sonho! Por isso que usaremos Bocada como nosso principal meio de transporte.\! Esperava algo diferente?
"Haha, I suppose not.\| I just hope I don't have to compete for your attention.",Haha. Acho que não.\| Só espero não ter que competir pela sua atenção.
"Hey, Abi...\| thank you for coming into my life. I couldn't imagine walking this journey without you.","Ei, Abi...\| Obrigado por ter entrado na minha vida. Não consigo imaginar trilhar essa jornada sem você."
"We are so blessed that Donar allowed us to cross paths, \n[8]!\| Let us see if we can seek him out and thank him ourselves...","Somos são abençoados que Donar permitiu que cruzássemos nossos caminhos, \n[8]!\| Vamos ver se conseguimos encontrá-lo e agradecê-lo pessoalmente..."
