ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]Ezrum, fortress city in Western Sayunaa\c[0]","\c[1]Ezrum, cidade fortaleza em Sayunaa Ocidental\c[0]"
"Everyone is in place, right?",Todos a postos?
"Yes.\! Even so, we are taking a great risk coming here.","Sim.\! Mesmo assim, estamos correndo um grande risco vindo para cá."
"Jules, Narima, I'm counting on you to coordinate the strike if needed.\! You know these lands better than anyone...","Jules, Narima... Se necessário, conto com vocês para coordenar o ataque.\! Vocês conhecem estas terras melhor do que ninguém..."
"We will be watching every moment, \n[8].\! Please, be careful.","Estaremos atentos a cada momento, \n[8].\! Por favor, tome cuidado."
"Jules, please wait.","Jules, por favor, espere."
Yeah?,Sim?
"This is the homeland of our people.\! They will not look highly on you and I cooperating with Veridians.\! Please, do not put yourself in danger in this mission.","Esta é a terra natal de nosso povo.\! Você não será bem-visto por eles cooperando comigo e com os veridianos.\! Por favor, não se coloque em perigo nesta missão."
"Wow, is it really that bad?",Ei. É tão ruim assim?
"You will just have to trust me.\! Call me for assistance for any reason.\! Come, let us get into position.","Você vai ter que confiar em mim.\! Se algo acontecer, me chame.\! Vamos, é hora de ficarmos a postos."
