ENGLISH,PORTUGUÊS (BRASIL)
Chapter 18: Emborian Dawn,Capítulo 18: Alvorecer Emboriano
Diana...\| I can't tell you what a relief it is to see your face again.,Diana...\| Não faz ideia do alívio que sinto em ver seu rosto novamente.
"I have proven a failed leader.\! Casamir is strong as ever, and almost all signs of the Temple are gone.",Provei que não nasci para ser líder.\! Casamir está mais forte do que nunca e quase todos os sinais do Templo se foram.
"You punish yourself far too much...\| Because of you, all hope is not lost.","Você se pune demais...\| Por sua causa, nem toda esperança está perdida."
It is my son.\! I fear I will lose myself completely if I lose him.\! \n[8]...,Tem meu filho.\! Temo me perder totalmente se ele morrer.\! \n[8]...
"Remember when you told me you would be my ally, and no one I cared about would be left behind?",Lembra que eu disse que você faria parte da minha aliança e ninguém que eu me importo ficaria para trás?
"Your son's out there, and I'll spend my last breath to help you find him.\! You shouldn't have to bear the burden alone anymore.\! You are Diana, the greatest Paladin of all time, Nephilim Avatar of might - don't let the enemy forget that!","Seu filho está lá fora em algum lugar e eu darei até meu último suspiro para ajudar a encontrá-lo.\! Você deveria dividir esse fardo. Não estamos sós.\! Você é Diana, a maior Paladina de todos os tempos, Avatar do poder de Nephilim. Não deixe o inimigo se esquecer disso!"
...Thank you.,... tem minha gratidão.
"I could swear, this is all just a night after far too much drink, m'friend.\! Seein' ghosts here.","Poderia jurar que isso é tudo uma noite após muita bebedeira, colega.\! Vendo fantasmas aqui."
What's even more amazing is you're still in one piece.,O que é ainda mais incrível é que você ainda está inteiro.
"Sure, 'cept I didn't come crashin' down on a lightning bolt from the sky.\! What gives, anyway?","Claro, exceto que não vim descendo em um raio do céu.\! De qualquer forma, o que tá rolando?"
"Didn't you feel a certain energy up on that mountain, before I arrived?",Você não sentiu uma certa energia no topo daquela montanha antes de eu chegar?
"Yeah. Got all uh...\| tingly.\! Can't find the words for it, believe it or not.","Sim. Fiquei todo... hm...\| formigando.\! Não consigo achar as palavras para aquilo, acredite se quiser."
"We've recreated Donar's arrival in the modern day.\! Stefan, the Nephilim Avatar of speed, skill, and guile.\! It is difficult to fathom.\! But we've got more practical problems right now, don't we?","Recriamos a chegada de Donar em tempos modernos.\! Stefan, o Avatar da velocidade, habilidade e astúcia de Nephilim.\! É difícil de entender.\! Mas temos mais problemas práticos agora, não é?"
"Righto, \n[8].\! I've got a blade that's waitin' to send some cultists to the void, and coffers ready to be filled with mountains of Imperial plunder!","Certo, \n[8].\! Tenho uma espada pronta para enviar mais adoradores para o vazio e baús prontos para serem enchidos com montanhas de saques imperiais!"
"After a thousand years, the Nephilim Millennium War has resumed...","Após mil anos, a Guerra Milenar de Nephilim continuou..."
"After a thousand years, the Nephilim Millennium War has resumed, and with Donar's intervention, we have new tools available to us in battle, Nephilim Battlefield Powers.\! These powers can be used at any time, and don't affect a Squad's turns.\! These powers can be used to teleport squads, render a squad invincible, drop a divine meteor on an enemy, and more.\! When my power, the power of Donar is available, let's try to use it.\! It will refresh any one of our squads' turns, allowing them a second turn within our phase of battle.","Após mil anos, a Guerra Milenar de Nephilim continuou... e, com a intervenção de Donar, temos novas ferramentas para batalharmos. Poderes do Campo de Batalha de Nephilim.\! Esses poderes podem ser usados a qualquer momento e não afetará os turnos de um esquadrão.\! Esses poderes podem ser usados para teleportar esquadrões, tornar um esquadrão invencível, lançar um meteoro divino em um inimigo e muito mais.\! Ele recomeçará qualquer turno do nosso esquadrão, permitindo que um segundo turno dentro da nossa vez da batalha."
