ENGLISH,PORTUGUÊS (BRASIL)
"Excuse me, Jules was it?","Com licença, Jules, certo?"
"Yeah! I heard about you, Narima.\! Glad to have you with us.","Isso! Ouvi falar de você, Narima.\! Bom tê-la conosco."
"You are Sayunaari, like me...",Você é um Sayunaari como eu...
"Well... I was born in Sayunaa, but adopted by Veridian parents after the Succession War!\! Really lucked out there...","Bom... Eu nasci em Sayunaa, mas fui adotado por pais veridianos após a Guerra de Sucessão!\! Foi uma baita sorte..."
"Perhaps it was luck, perhaps the gods had better designs for your life, Jules.\! Tell me, have you been to our homeland since your adoption?","Talvez tenha sido sorte, talvez os deuses tivessem outros planos para a sua vida, Jules.\! Conte-me, você esteve em sua terra natal desde que foi adotado?"
Sadly no... but I'd really like to some day!,"Infelizmente, não, mas gostaria algum dia!"
"...Please reconsider, or at least consult with me before setting foot in Sayunaa.","... Por favor, reconsidere, ou pelo menos me consulte antes de pôr os pés em Sayunaa."
Wha.. why?\! I hear it is a wonderous place...,O q... por quê?\! Ouvi dizer que é um lugar fantástico...
"That it is, but we live in difficult times now.\! Our homeland is not what it once was.\! Jules... we Sayunaari must stick together in these times.\! Just promise you will consult me before doing anything rash...","É, sim, mas vivemos em tempos difíceis agora.\! Nossa terra natal não é mais o que fora um dia.\! Jules... Nós, sayunaari, devemos nos unir nesses tempos.\! Só prometa que irá falar comigo antes de fazer algo precipitado..."
"....\| Sure thing, Narima.\! I appreciate having such a dedicated friend so soon after meeting!","....\| Claro, Narima.\! Agradeço ter uma amiga tão dedicada logo após nos conhecermos!"
"The honor is mine, Jules.\! Donar be with you.","A honra é minha, Jules.\! Que Donar o acompanhe."
