ENGLISH,PORTUGUÊS (BRASIL)
"So much has changed, Lysander...","Tanta coisa mudou, Lysander..."
It is like waking from a dream to reveal a nightmarish reality.,É como acordar de um sonho para revelar um pesadelo da realidade.
Can you tell me what happened to you after the battle at Fort Eureeka?,Pode me dizer o que aconteceu com você depois da batalha no Forte Eureka?
"By the time I'd returned to the inner keep, Diana had already evacuated with her group.\! I gathered everyone else I could find and we slipped out the rear sully port into the river, where we threw together makeshift rafts and floated down the Herald under the cover of night.\! Myself, Raskuja, Narima, and Sybil regrouped and made our way to the capital...\| just in time to watch your execution.\! The moronic cheers of the crowd nearly vexed me enough to blow my cover...","Quando voltei para a fortaleza interna, Diana já havia evacuado com seu grupo.\! Juntei todos os outros que pude encontrar e escapamos pela escotilha traseira para o rio, onde montamos jangadas improvisadas e flutuamos pelo Arauto sob a escuridão da noite.\! Eu, Raskuja, Narima e Sybil nos reagrupamos e seguimos para a capital...\| bem a tempo de assistir a sua execução.\! A torcida idiota da multidão quase me irritaram o suficiente para estragar meu disfarce..."
"Cheers, huh.","Torcida, hm."
"It was an explosion of emotion across the spectrum.\! It was that moment that tipped the scales, so that the coming disaster was apparent not only to the clever, but to all.\! In the coming months, I attempted to rally opposition forces among the enraged nobles who remained, but the dark knight and his black dragon had an answer for everything we tried.\! Following his dragon's roar was always death and suffering.\! No one could stand up to him, as he acted as the vanguard for an army of powerful cultist mages, and Casamir's Imperial elite troops.\! After witnessing the power of that dark knight, and your...\| resurrection...\| I no longer scoff at the supernatural, but now seek to decipher it.\! After some time in exile, I reunited with my friends, and we caught wind that Diana had organized a resistance force dedicated to protecting the children from the mass kidnappings.\! We sprang into action, taking advantage of the weakness here at Eastwall Fortress, and held out just long enough for you to arrive.","Foi uma explosão de emoções pelo espectro.\! Foi esse momento que fez pender a balança, de modo que o desastre que se aproximava era evidente não apenas para os espertos, mas para todos.\! Nos meses que seguiram, tentei reunir forças da oposição entre os nobres enfurecidos que permaneceram, mas o cavaleiro negro e seu dragão negro tinham uma resposta para tudo o que tentávamos.\! Seguindo o rugido de seu dragão, sempre havia morte e sofrimento.\! Ninguém poderia enfrentá-lo, pois ele agia como a vanguarda de um exército de poderosos magos adoradores e das tropas de elite imperiais de Casamir.\! Depois de testemunhar o poder daquele cavaleiro negro e sua...\| ressurreição...\| Não zombo mais do sobrenatural, mas agora procuro decifrá-lo.\! Depois de algum tempo no exílio, reencontrei meus amigos e ficamos sabendo que Diana havia organizado uma força de resistência dedicada a proteger as crianças dos sequestros em massa.\! Entramos em ação, aproveitando a fraqueza aqui na Fortaleza de Muralheste e resistimos apenas tempo suficiente para você chegar."
"It's infuriating, what they're doing.\! Can't convince the grown-ups, so they have to tear families apart and brainwash the young.","É enfurecedor o que eles estão fazendo.\! Não conseguem convencer os adultos, então separam famílias e fazem lavagem cerebral nos jovens."
"It is indeed unforgivable, but this also presents an opportunity.\! This is a war of good against evil now... no mercy required for the enemy.\! Only their total destruction will heal the land.\! This is quite a bit more simple than reconciliation with a defeated foe.","É realmente imperdoável, mas isso também apresenta uma oportunidade.\! Esta é uma guerra do bem contra o mal agora... sem misericórdia para o inimigo.\! Somente sua destruição total curará o continente.\! Isso é um pouco mais simples do que a reconciliação com um inimigo derrotado."
"I was thinking just that, and you said it.\! Knowing you're the ""good"" in that good versus evil does make things simple.","Pensei exatamente isso e você o disse.\! Saber que você é o ""bem"" no que diz respeito ao bem contra o mal torna as coisas simples."
"...So long as you stay good, \n[8].","... Contanto que você continue ao lado do bem, \n[8]."
