ENGLISH,PORTUGUÊS (BRASIL)
Chapter 8: Marooned,Capítulo 8: Abandonado
"Narima, you mentioned you were familiar with these lands.\! Looks pretty treacherous...","Narima, você mencionou que conhece estas terras.\! Parecem bem traiçoeiras..."
"The winds were not kind to us, \n[8], for this is a very inhospitable place.\! There is little room to maneuver an army through the swamp, but the land on the other side of the mountains is clear.","Os ventos não nos davam trégua, \n[8], pois este é um lugar bem inóspito.\! há pouco espaço para manobrar um exército pelo pântano, mas as terras do outro lado das montanhas são abertas."
...\| We can't let the Tidereavers get away with their slave trade.\! We have a chance to stop them here.,...\| Não podemos deixar os Saquemares saírem livres com seu comércio de escravos.\! Temos uma chance para impedi-los aqui.
You wish to cross through the swamp??,Você pretende cruzar o pântano??
"Yes, but we will cover more ground if we split up.\! Diana, can you lead a group on East side of the mountains?","Sim, mas cobriremos uma área maior se nos separarmos.\! Diana, pode liderar um grupo no lado Leste das montanhas?"
"Your judgement has not failed us thus far.\! Yes, please decide who will go with me.",Seu julgamento foi o que nos trouxe até aqui.\! Sim. Peço que decida quem irá comigo.
"These lands are not suited for the city-dwelling humans.\! I am called Raskuja, and for small fee of 3000 human gold coins, Raskuja will become your guide and protector.","Estas terras não são adequadas para meros moradores da cidade.\! Sou Raskuja e, por uma pequena taxa de 3.000 moedas humanas de ouro, Raskuja se tornará seu guia e protetor."
"3,000 for one mercenary?!",3.000 por um único mercenário??
"Blue-haired human has not met Barek Tor, mmm?\! We become Mercenary for many of your years.\! Pay once, and Raskuja slay all enemies of blue-haired human.\! Raskuja is deadly killer - swift as wind, strong like mountain, strike like fire.","Cabelo-azul ainda não se encontrou com Barek Tor, não é?\! Somos mercenários há muitos de seus anos.\! Pague uma vez e Raskuja massacrará todos os seus inimigos, Cabelo-azul.\! Raskuja é assassino mortal. Veloz como vento. Forte como montanha. Destrói como fogo."
You're hired!,Contratado!
"No, thanks.","Não, mas agradeço."
"Sorry, friend, our finances are a little tight at the moment...","Sinto muito, colega, nossas finanças estão um pouco apertadas no momento..."
"Blue-haired human is brave, perhaps foolish.\! But Raskuja like this one, he hopes enemies of blue-haired human are not to be paying Raskuja first...","Cabelo-azul tem coragem, mas é inocente.\! Mas Raskuja gosta mesmo assim. Só espera que inimigos de Cabelo-azul não paguem Raskuja primeiro..."
"...You'd better be worth it, Raskuja.\! Please, help us out with these damn swamps.\! Blue-haired human's name is \n[8].","... Melhor você valer cada centavo, Raskuja.\! Por favor, nos ajude com esses malditos pântanos.\! Nome de Cabelo-azul é \n[8]."
"\n[8] is very smart human.\! Raskuja worth far more than few clinks of human money.\! Show Raskuja who to kill, and so he shall to be doing it.",\n[8] bem inteligente.\! Raskuja vale muito mais que alguns trocados de moedas humanas.\! Diga a Raskuja quem matar e ele assim o fará.
Enemy reinforcements from the East... more mercenaries?!\! They seem determined to reach \n[8]'s position.\! We can cut off their advance before they reach the swamp.,Reforços inimigos do Leste... mais mercenários??\! Eles parecem determinados a chegar à posição de \n[8].\! Podemos impedir o avanço deles antes de chegarem ao pântano.
