ENGLISH,PORTUGUÊS (BRASIL)
Chapter 10: To War,Capítulo 10: À guerra
"This is the great Duchy of Isanter?\! Our greatest rival for generations?\! What a joke.\! Commander, send all units to their capital at once!","Este é o grande Ducado de Isanter?\! Nosso maior rival por gerações?\! Que piada.\! Comandante, envie todas as unidades para a capital deles de uma só vez!"
"Diana, is the Temple prepared to go to war against Rimorgue?","Diana, o Templo está preparado para ir à guerra contra Rimorgue?"
This war is upon us whether we are prepared or not.\! Isanter is the only thing standing between us and ruin.\! We must not let their capital fall.,"Esta guerra já está sobre nós, estejamos preparados ou não.\! Isanter é a única coisa entre nós e a ruína.\! Não podemos deixar a capital deles sucumbir."
"Got it.\! We need to push south and waste no time while we're at it.\! If we can retake Trucea from the Eastern armies, all the better.","Entendido.\! Precisamos rumar ao Sul e não perdermos tempo quando estivermos lá.\! Se pudermos retomar Trucea dos exércitos ocidentais, melhor ainda."
"Hello again, blue-haired human.","Olá mais uma vez, Cabelo-azul."
Uh oh.\! I hope you haven't found a job with the Rimorgue Army...,"Ah, não.\! Espero que não tenha encontrado um trabalho com o Exército de Rimorgue..."
"Raskuja did makings an offer to the one called Terenor, but Raskuja did not care for that one's personality.\! The blue-haired human is to be being more favorable to be conversing with.","Raskuja recebeu uma oferta de alguém chamado Terenor, mas Raskuja não se importa com a personalidade daquele lá.\! Cabelo-azul é muito mais amigável para se conversar."
"Oh... well, thanks!",Ah... agradeço as palavras!
"Raskuja offers his services to the blue-haired human free of charge.\! But he is to be expecting much reward when human civil war comes to its end.\! If blue-haired human refuses, it would be to be having much foolishness.","Raskuja oferece seus serviços para Cabelo-azul sem custos.\! Mas ele espera muitas recompensas quando guerra civil de humanos chegar ao fim.\! Se Cabelo-azul se recusar, se provará em grande tolice."
"Can't argue with that, cat.\! You've got yourself a deal!\! If you're as good as you say, I'm sure Duke Lothair will make it worth your trouble.\! Blue-haired human's name is to be being \n[8].","Não dá para argumentar contra isso, gato.\! Acordo fechado!\! Se for tão bom quanto diz ser, tenho certeza de que Duque Lothair fará valer seu esforço.\! Nome de Cabelo-azul ser \n[8]."
"\n[8] shows great wisdom.\! Humans watch, you are to be learning what elite Barek Tor mercenary can do.","\n[8] mostra grande sabedoria.\! Prestem atenção, humanos, vocês estão prestes a ver o que mercenário de elite Barek Tor é capaz de fazer."
