ENGLISH,PORTUGUÊS (BRASIL)
"'Ey there, poindexter! Boy am I relieved you're still in one piece!","Ei, nerd! Cara, como estou feliz em vê-lo inteiro!"
...Really?,... Mesmo?
"Well yeah! You're the man with all the answers.\! Doesn't even matter what subject, y'can always get a little dose of enlightenment from talkin' to Lysander.\! This, guy... haha... welcome back to the club!","Sim, sim! Você é o homem com todas as respostas.\! Não importa o assunto, sempre dá para ter uma dose de iluminação ao conversar com o Lysander.\! Esse cara... haha... Bem-vindo de volta ao clube!"
"Thanks.\! Though I must disagree. The more time goes by, the more I realize I do not know.","Obrigado.\! Mas devo discordar. Quanto mais passa o tempo, mais percebo que não sei."
"Heh, yeah whatever.\! Hey, speakin' o that, I was wonderin'. Why don't we just make a bunch'a those airships, and just drop bombs on the bad guys?\! No fuss no muss, easy win. Right??","Hehe, ok. Que seja.\! Ei, falando nisso, estava me perguntando... Por que não criamos um monte daquelas aeronaves e soltamos bombas nos caras maus?\! Sem confusão. Vitória fácil. Certo?"
"It's been a long time since we used airships as weapons, and for good reason.\! For the price of one airship, one could instead equip an entire army with cannons.\! Because of the prohibitive costs, and because of recent developments such as firearms and war dragons, airships have become ""White elephants"" in war.","Faz um bom tempo desde que usamos aeronaves como armas, por um bom motivo.\! O custo de uma aeronave daria para equipar um exército inteiro com canhões.\! Por causa dos custos proibitivos e de desenvolvimentos recentes, como armas de fogo e dragões de guerra, as aeronaves se tornaram ""moscas brancas"" na guerra."
"White elephants? Ya mean like pink elephants, m'friend?",Moscas brancas? Não quis dizer galinhas mortas?
"Heh...\! White Elephants meaning, they're too valuable to risk losing.\! And that makes them virtually useless in a combat role.\! They are, in essence, expensive toys that have no place in a serious battlefield.\! However, when modified to serve as an armored transport, they can be invaluable. And that's just how we'll be using them.","Hehe...\! Moscas brancas significa que são tão raros que não podemos arriscar perdê-las.\! E isso as torna virtualmente inúteis em um combate.\! Elas são, em sua essência, brinquedos caros que não tem lugar em um campo de batalha sério.\! De qualquer forma, quando modificadas para servir como um transporte reforçado, elas podem ser inestimáveis. E será assim que as usaremos."
"See what I mean?\! ALL the answers! Love this guy!\! Hey, that airship got a mini-bar somewhere?\! I'm feelin' overdue, 'n mighty thirsty.","Viu o que quis dizer?\! TODAS as respostas! Amo esse cara!\! Ei, essa aeronave tem algum barzinho em algum lugar?\! Estou sentindo a exaustão... e uma baita sede."
"Hmmm, I believe that would be an acceptable modification.\! If you believe it will enhance our army's morale.","Hm, acredito que seria uma modificação aceitável.\! Se acha que isso melhorará a moral do exército."
"Now we're talkin', haha!",Disso que eu tava falando! Haha!
