ENGLISH,PORTUGUÊS (BRASIL)
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,Jules! Você ficou sabendo?\! Diana me deu nomeou Paladina. Sem mais trabalhos por detrás dos panos!
Yeah... I heard. That's great! I knew you could do it.,Sim... Fiquei sabendo. Que bacana! Sabia que você conseguiria.
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.","No começo, ela achava que eu não tinha disciplina, mas, de repente, veio até mim.\! Quase como se alguém a tivesse convencido do contrário."
Wait... did you???,Espera... você??
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.","Esta conquista é toda sua, Sybil.\! Mas eu a conheço já faz um bom tempo. Não acho que as pessoas entendem seu espírito como eu entendo.\! Você merece ser uma Paladina e sempre mereceu."
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!","Foi você, não foi?\! Ah, obrigada, obrigada, obrigada! Ser uma Paladina é exatamente o que sempre quis.\! Mal posso esperar para ir lá e derrotar aqueles palhaços!"
Jules...\! Why do you seem a little blue now?,Jules...\! Por que você parece um pouco triste?
Just don't forget about me when you're a big hero...,Esqueça de mim agora que você que é a grande heroína...
"Whaaaat, no I would never!!\! You're the best thing...",Queeeeê? Jamais!!\! Você é o melhor do mundo...
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.","A melhor coisa que já me aconteceu, Jules.\! Não importa quantas pessoas eu afaste, você sempre está lá."
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?","Sybil, estou triste porque, às vezes, sinto que estou sozinho aqui.\! O único a animar os outros.\! Até eu poderia arrumar um casinho de vez em quando, sabe?"
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?","*CHUAAAAC!*\! Pronto, que tal isso de casinho?"
Sybil...,Sybil...
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!,Seu fofo.\! Você não vai passar nem mais um dia se sentindo assim.\! Eu derrotarei qualquer sentimento sombrio dentro do meu Jules!
I think I'd like that Sybil...,"Acho que gostaria disso, Sybil..."
