ENGLISH,PORTUGUÊS (BRASIL)
"Alright. As promised, all loose ends wrapped up, as requested!\| Alex is still a little broken up about it, but he'll be alright.\! Now then, where are we headed?","Certo. Como prometido, tudo encaminhado, como pediu!\| Alex ainda está um pouco chateado, mas ele vai ficar bem.\! Agora, para onde vamos?"
"Stefan, I must warn you, there's very little thievin' available where I'm headed. Not really your thing.","Stefan, devo alertá-lo, há pouca coisa para se roubar aonde estamos indo. Não é bem sua praça."
Oh yeah? Try me!,"Ah, é? Vamos ver!"
"Grothnor.\| Veridian scouts are tracking the cultists survivors there, for to the east, in the unexplored continent.\! A frozen hellscape with horrors beyond description.","Grothnor.\| Batedores veridianos rastrearam os adoradores sobreviventes lá, rumo a leste, no continente inexplorado.\! Uma paisagem infernal congelada com terrores além da imaginação."
Fair enough. What drives you to go? A little sight seeing?,Justo. E qual o motivo para irmos? Um passeio turístico?
"Zanatus's dying words still haunt me. I need answers, Stefan.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","As palavras moribundas de Zanatus ainda me assombram. Preciso de respostas, Stefan.\| Quem realmente é Donar? Por que me ressuscitar?\| E como?\| Será que ainda sou meu eu original?\! E Zanatus... Ele teve uma certa calma sobre ele antes de sua morte. E eu acreditei nele..."
"Point well-made, chosen one.\| Though if I may offer a pithy rebuttal...\| consider my career path thus far!\! From thief, to Tidereaver lackey, to Temple spy, to your personal assassin, and now I'm a free agent once again!\| I believe you've got an opening for a dashing, handsome adventurer?","Entendido.\| Embora, se eu puder oferecer uma refutação concisa...\| considere minha carreira até agora!\! De ladrão a lacaio saquemar, a espião do Templo, a seu assassino pessoal e, agora, sou um agente livro mais uma vez!\| Acha que tem uma abertura para uma aventura?"
...\|There's probably no brandy where we're going either.,...\|É provável que não tenha whisky aonde vamos.
"Ah! Yes, of course.\| Well then, best of luck to you!","Ah! Sim, claro.\| Então, boa sorte!"
"Stefan.\| You silly person. We're partners in crime, remember?\| Are you coming along, or what?","Stefan.\| Seu besta. Somos parceiros de crime, está lembrado?\| Você vem junto ou o quê?"
"Heh... righto, \n[8].\| We been through a lot together, you 'n I.\! These memories're more precious to me than any treasure in Donar's creation.\! Just thought you'd be best hear, in the event these Grothnor horrors are as unspeakable as you say.","Hehe... Certo, \n[8].\| Passamos por muitas coisas juntos, você e eu.\! Essas lembranças são mais valiosas para mim do que qualquer tesouro na criação de Donar.\! Apenas pensei que seria melhor ouvir, caso esses horrores de Grothnor sejam tão indescritíveis quanto você diz."
"We'll be fine.\| I feel completely invincible when you're around, like it's all going to be alright.\! Better give one last goodbye to the green plains of Veridia, it's the last we'll see in a long, long time...","Ficaremos bem.\| Sinto como se não pudesse perder quando você está por perto, como se tudo fosse ficar bem.\! Melhor dar um último adeus às planícies verdes de Veridia. Será a última vez que as veremos em um boooom tempo..."
