ENGLISH,PORTUGUÊS (BRASIL)
Chapter 2: For Whose Sake?,Capítulo 2: Pelo bem de quem?
"\n[8]?!\! What's the world comin' to, with you savin' my hide now?",\n[8]?!\! Onde o mundo vai parar com você salvando meu esconderijo?
"It's the least I can do, Barnabas.\! I owe you the world.","É o mínimo que posso fazer, Barnabas.\! Eu lhe devo o mundo."
"Bah. Everything ya got, ya got through yer own sweat 'n grit.\! Wasn't my doin.'","Bah. Tudo que você tem, conseguiu com seus próprios suor e coragem.\! Não foi coisa minha."
"It's an honor to fight by your side, after all these years.\! Can't wait to show you what I've learned.",É uma honra lutar ao seu lado após todos esses anos.\! Mal posso esperar para lhe mostrar o que aprendi.
"Let's plan our approach to Centurion's Rest.\! If we go to the right, looks like we're facing two squads of Cavalry.\! Cavalry are fast and powerful warriors, but fall easily to spears.\! They're guarding a stables that we can take as a source of war horses for ourselves.","Vamos planejar nossa abordagem ao Abrigo do Centurião.\! Se formos pela direita, parece que enfrentaremos dois esquadrões de Cavalaria.\! A Cavalaria possui guerreiros velozes e poderosos, mas caem fácil diante de lanças.\! Eles estão protegendo estábulos que podemos tomar como fonte de cavalos de batalha."
"\n[8], look out for those walls!\! Those archers on top of the walls are protected from close-range attacks and their arrows will be much stronger.\! If we can break through and go up those ramps, we can take those guys out!\! Or, I can try to shoot at them from the ground level, but I'll be at a disadvantage.","\n[8], tome cuidado com aquelas muralhas!\! Aqueles arqueiros no topo estão protegidos contra ataques de curto alcance e suas flechas serão muito mais fortes.\! Se conseguimos invadir e subir aquelas rampas, poderemos derrotá-los!\! Ou... posso tentar atirar neles do chão, mas estarei em desvantagem."
"Or we can go left, a more direct route.\! They've got one fort there, guarded by a pretty tough squad.\! Taking that fort won't be easy.\! \n[8], the left route is connected by roads.\! Road terrain allows all units a high degree of movement range.","Ou podemos ir pela esquerda, por uma rota mais direta.\! Eles possuem um forte aqui, protegido por um esquadrão bem forte.\! Tomar aquele forte não será fácil.\! \n[8], a rota da esquerda está conectada por estradas.\! Terreno de estradas permitem que todas as unidades tenham um alcance de deslocamento maior."
"Hmmm... why not both?\! More objectives to capture, more reward.","Hmm... por que não as duas opções?\! Mais objetivos para capturar, mais recompensas."
"Damn, are we already too late?\! Our base at Marrenburg is under attack.\! Looks like we don't have time for the rest of the army to catch up.\! We've got to save that base!","Maldição, chegamos tarde demais?\! Nossa base em Marrenburgo está sob ataque.\! Parece que não temos tempo para esperar o resto do exército chegar.\! Temos que salvar aquela base!"
Got it. Let's meet up with the base defender and eliminate those rebels.,Certo. Vamos nos encontrar com o defensor da base e eliminar aqueles rebeldes.
"\n[8], this battlefield has a lot of Woods and Forests.\! Woods, being rough terrain slows down movement a bit, but offers some protection against long-range arrow fire.","\n[8], este campo de batalha tem muitos Bosques e Florestas.\! Bosques, por serem terrenos brutos, desaceleram um pouco os movimentos, mas oferece alguma proteção contra flechas de longo alcance."
"So, \n[8]. The next attack dog sent by the capital.\! Do you even know why you bleed for them?\! Perhaps not... until you've been made to bleed enough.","Então, \n[8]. Combatente que a capital enviou.\! Você sabe por que sangra por eles?\! Provavelmente, não... até ter sangrado o suficiente."
They've reached Centurion's Rest... fall back to the keep and prepare our final defenses.\! Donar save us...,Eles chegaram ao Abrigo do Centurião... vamos voltar à fortaleza e preparar nossas defesas finais.\! Que Donar nos proteja...
"See that Donari Temple, \n[8]?\! If our troops have fallen in battle, they can be revived there, for a fee.\! The enemy can do the same, so it's best we take those Temples no matter what.","Vê aquele Templo Donari, \n[8]?\! Se nossas tropas morrerem em batalha, elas podem ser revividas aqui, por uma taxa.\! O inimigo pode fazer o mesmo, então é melhor tomarmos aqueles Templos a qualquer custo."
