ENGLISH,PORTUGUÊS (BRASIL)
Legends 4A: Echoes,Lendas 4A: Ecos
"Well, well, Jebediah. It seems you've actually managed to become useful to me!\! Don't go thinking this means you're off my naughty list just yet, little man.","Ora, ora, Jebediah. No fim das contas, parece que você conseguiu se tornar útil para mim!\! Não pense que isso significa que você está fora da minha lista de meninos maus, homenzinho."
"B-b-begging your pardon, great sacrifices were made to find this place! The Grandmaster may be very upset with-","C-c-com licença, grandes sacrifícios foram feitos para encontrar este lugar! O Grão-mestre pode estar bem chateado com-"
"Shush, servant.","Shiu, servo."
"Yes, Miss Beatrix...","Sim, senhora Beatrix..."
"If you're just about done groveling for a tiny sliver of my approval, care to explain what's so special about this place?","Já que está quase rastejando por uma migalha da minha aprovação, poderia explicar o que há de tão especial neste lugar?"
"Why, this is a salvaged piece of the Arc Donarium. It contains technological wonders we no longer have the knowledge to create, only to try to maintain.\! I believe the missing pieces of the Historium Magnus can be found in the... um... archives here.\! Devices carried by high-ranking members of the Grandmaster's Dark Mages.\! There should be a Master Archive that will complete my chronicles and unleash the secrets of the petty Donari founders forever!","Bom, este é uma parte recuperada do Arco Donarium. Ele contém maravilhas tecnológicas que não temos mais conhecimentos para criar, somente tentar manter.\! Acredito que as partes que faltam da Historium Magnus podem ser encontradas nos... hm... arquivos aqui.\! Dispositivos carregados por membros de alto escalão dos Magos Sombrios do Grão-mestre.\! Deve haver um Arquivo Central que completará minhas crônicas e revelará os segredos dos fundadores Donari mesquinhos para sempre!"
"Is that so? Well, do you know how to get through this place?","É mesmo? Bom, você sabe como passar por este lugar?"
"I-I'm sorry, Miss Beatrix, that I do not know yet...","S-sinto muito, senhora Beatrix, ainda não sei..."
"Pah, useless as ever! I suppose I'll have to be the brains for both of us, as usual.","Aff. Inútil que nem sempre! Acho que terei que ter o cérebro por nós dois, como sempre."
"It seems the teleporter devices we know and love today are alive and well here.\! Jeb, be a good worm and lead a group on the other side of this cute little maze they've set up for us.\! We will meet again when we've found this ""Master Archive"" you keep going on about.\! Can you manage this or must I speak more slowly for you?","Parece que os dispositivos de teleporte que conhecemos e amamos hoje em dia estão bem e funcionando aqui.\! Jeb, seja um bom verme e leve um grupo ao outro lado deste labirinto fofo que prepararam para nós.\! Nós nos encontraremos novamente após eu encontrar esse “Arquivo Central” do qual você falava.\! Consegue fazer isso por mim ou preciso falar mais devagar?"
