ENGLISH,PORTUGUÊS (BRASIL)
"So, you really mean it, don't you?","Então você quis mesmo dizer isso, não foi?"
"Yeah....\| this is the way it's going to be. For a while, anyway.",Sim...\| É assim que será. Pelo menos por enquanto.
Oh...\| alright. If you say so...,Ah...\| Certo. Se você está dizendo...
"Oh, Jules.\| King Kasim Jules Dargon.\| I know I needn't remind you... the people of Sayunaa need you!",Ó Jules.\| Rei Kasim Jules Dargon.\| Sei que não preciso lembrá-lo... mas o povo de Sayunaa precisa de você!
...\| More than you do?,...\| Mais do que você?
"Jules, I...\| can't imagine going forward without you. I can't imagine the last two years had you not been there.","Jules, eu...\| não consigo imaginar seguir em frente sem você. Não posso imaginar que você não esteve lá pelos últimos dois anos."
We must deal with what's in front of us...,Precisamos lidar com o que está diante de nós...
"I have an entire Kingdom now. All the wealth anyone could ever ask for. Willing servants, powerful allies...\| \n[8], it feels so empty.","Temos todo um reino agora. Toda a riqueza que alguém poderia querer. Servos dispostos, aliados poderosos...\| \n[8], isso parece tão vazio."
"...You've got to find meaning in it all, Jules! No one else can do it for you, you are in the spotlight now!\! I know what you mean, the empty feeling. But, how about...\| one final order from me before you are officially discharged from the Nephilim Army. Would it help to think of it like that?","... Você precisa encontrar significa em tudo isso, Jules! Ninguém pode fazê-lo por você. Agora é você que está sob os holofotes!\! Entendo o que sente. Essa sensação de vazio. Mas, que tal...\| uma última ordem minha antes de você ser oficialmente dispensado do Exército Nephilim? Ajudaria se pensássemos assim?"
I'm listening...,Estou ouvindo...
"You've got to be strong! You have to find meaning for yourself, even if you must create it from thin air.\! You're a King now, and that will make you many enemies... don't let them get the best of you!\! It's time to put away your bow, and to wield your new role as your tool to reshape the world as you see fit.\! I will return to Sayunaa some day, and it had better be the gleaming land it's meant to be under the new King's glorious reign!","Você precisa ser forte! Você precisa encontrar o significado por si só, mesmo se tiver que criá-lo do nada.\! Agora, você é um Rei e, com isso, virá vários inimigos... Não permita que eles tirem o melhor de você!\! É hora de aposentar seu arco e brandir seu novo papel como sua ferramenta para remodelar o mundo como achar melhor.\! Eu retornarei a Sayunaa algum dia e é melhor que seja a terra fantástica que deveria estar sob o reino glorioso do novo rei!"
"...\|I think I can handle that, \n[8].","...\| Acho que consigo fazer isso, \n[8]."
"Heh, good! You are discharged with honor, King Jules.\! I won't forget you...","Que bom! Você está dispensado com honra, Rei Jules.\! Eu não o esquecerei..."
