ENGLISH,PORTUGUÊS (BRASIL)
\c[1]Embor Palace\c[0],\c[1]Palácio de Embor\c[0]
"Please don't ever leave me like that again, Sybil...","Por favor, nunca mais me deixe aqui assim de novo, Sybil..."
"What am I going to do with you, Sybil...","O que farei com você, Sybil..."
"...Thank you for looking out for me, \n[8].","... Obrigada por se preocupar comigo, \n[8]."
"Sybil, let me tell you about what it means to be a Paladin.\! We are not brutes, nor do we desire for ourselves.\! A Paladin has been forged in the fire of battle for most of their lives, and is punished harshly for pursuing worldly reward, or succumbing to fear.\! We must be ready to die for Donar.","Sybil, deixe-me contar sobre o que significa ser um Paladino.\! Não somos brutos nem desejamos para nós mesmos.\! Um Paladino foi forjado no fogo da batalha a maior parte da vida deles e é punido severamente por perseguir uma recompensa mundana... ou sucumbir ao medo.\! Precisamos estar prontos para morrer por Donar."
"Even though evil forces have nearly destroyed us, the Paladins will live on.\! Under normal circumstances, you as a female must have bore a child to a father of the Temple's choosing.\! But we are living in extraordinary times, and our sacred order needs you.","Mesmo que as forças do mal quase nos tenha destruído, os Paladinos continuarão a viver.\! Em circunstâncias normais, você, como mulher, deve dar a luz a uma criança cujo pai o Templo escolheu.\! Mas estamos vivendo em uma época extraordinária e nossa ordem sagrada precisa de você."
"Yes, I understand.","Sim, eu entendo."
"Should you become a Sister of Justice, your sole purpose will be as a divine weapon of war, and you will wield the essence of divinity as your armor and weapon.\! With this power comes the burdens we bear - discipline, sacrifice, temperence...\! Are you prepared for this, Sybil?","Se você se tornar uma Irmã da Justiça, seu único propósito será ser uma arma divina da guerra e empunhará a essência da divindade como sua armadura e sua arma.\! Com este poder vêm os fardos que carregamos: disciplina, sacrifício, temperança...\! Está preparada para isso, Sybil?"
"I want nothing more, ma'am...\| I am prepared to do whatever it takes!!","Não há nada que eu queria mais, madame...\| Estou preparada para fazer o que for preciso!!"
"Psst... I think you should probably call her ""Sister"" now...",Ei... Acho que você deva chamá-la de “Irmã” agora...
"Then from now on, until you depart this world, you are a Paladin.\! Serve Donar and the cause of good and justice until your last breath.\! I am honored to welcome someone as brave as you, Sister Sybil.","Então, de agora em diante, até que você parta deste mundo, você será uma Paladina.\! Sirva a Donar e à causa dos bons e da justiça até seu último suspiro.\! É uma honra dar as boas-vindas a alguém tão corajosa quanto você, Irmã Sybil."
Thank you...\| thank you so much...,"Obrigada...\| Muito, muito obrigada..."
