ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]Casamir enjoys great popular support by making grand promises to the public, to progress the country beyond the shackles of the nobility, and to spread their ill-gotten wealth.\! Now able to link the Donari Temple to the Empress's murder, he had all the justification he needed to carry out his vengeance on the Temple.","\c[1]Casamir goza de grande apoio popular, fazendo grandes promessas ao público, sobre o progresso do país além dos grilhões da nobreza e para espalhar sua riqueza ilícita.\! Agora, capaz de vincular o Templo Donari ao assassinato da Imperatriz, ele tinha toda a justificativa de que precisava para realizar sua vingança contra o Templo."
\c[1]With help from Duke Lothair and the Army of Isanter...,\c[1]Com a ajuda do Duque Lothair e do Exército de Isanter...
\c[1]...And the defection by Imperial General Lysander...,\c[1]... E a deserção do General Imperial Lysander...
\c[1]...The attack on Lemelin failed in a humiliating defeat.,\c[1]... O ataque a Lemelin fracassou em uma derrota humilhante.
"\c[1]Duke Terenor of Rimorgue. He has not taken the Empress's murder lightly.\! After weeks of persuasion by Prime Minister Casamir, Terenor reluctantly agrees that the time to take action against Lothair and the Temple is now.\! Terenor marches his army into Lothair's territory, marking the beginning of the Veridian Civil War...","\c[1]Duque Terenor de Rimorgue. Ele não encarou o assassinato da Imperatriz com leveza.\! Após semanas de persuasão do primeiro-ministro Casamir, Terenor relutantemente concorda que é hora de agir contra Lothair e o Templo.\! Terenor marcha com seu exército para o território de Lothair, marcando o início da Guerra Civil Veridiana..."
"\c[1]The West, which includes the Duchy of Isanter and the Donari Temple...","\c[1]O Oeste, que inclui o Ducado de Isanter e o Templo Donari..."
"\c[1]Against the East, comprised of the Duchy of Rimorgue, and the Imperial government.","\c[1]Contra o Leste, composto pelo Ducado de Rimorgue e o governo Imperial."
"\c[1]Terenor's much more powerful army takes the offensive, and seizes the Isanter city of Trucea.\! They now prepare for an assault on Isanter's capital city.",\c[1]O exército muito mais poderoso de Terenor avança a ofensiva e toma a cidade de Trucea de Isanter.\! Eles agora se preparam para um ataque à capital de Isanter.
"\c[1]If Isanter were to fall, the Temple would be next.\! And with its collapse, Casamir may become unstoppable.","\c[1]Se Isanter caísse, o Templo seria o próximo.\! E com seu colapso, Casamir poderia se tornar imbatível."
"\c[1]Diana and \n[8] prepare for war, and set out to stop the city of Isanter from falling into enemy hands.",\c[1]Diana e \n[8] se preparam para a guerra e partem para impedir que a cidade de Isanter caia nas mãos do inimigo.
