ENGLISH,PORTUGUÊS (BRASIL)
Mom??!!,Mãe??
My Alex...,Meu Alex...
"Long time no see, kiddo.","A quanto tempo não o vejo, moleque."
"Uncle Stef, you're back too?!","Tio Stef, você também voltou??"
...Uncle?,... Tio?
Kid's got quite the imagination... heh.,O garoto tem uma baita imaginação. hehe
Edelia...\| my beloved Sister.\! My heart is at ease knowing you are safe.,Edelia... \| minha amada irmã.\! Meu coração está mais calmo sabendo que você está a salvo.
"Every time you go to war, it fills me with dread.\! I hope you will stay longer this time... surely you could use a spot of rest!","Toda vez que vai à guerra, me tomo em pavor.\! Espero que fique mais tempo desta vez... Com certeza, um descanso lhe faria bem!"
"That's an understatement... \! Your hospitality is always welcome, Edelia...","Isso é um eufemismo... \! Sua hospitalidade é sempre bem-vinda, Edelia..."
"But the dangers to our world are growing, and the Paladins are needed more than ever.\! I will spend every moment with you and Alex while I am here.",Mas os perigos para o nosso mundo seguem crescendo e os Paladinos são mais necessários do que nunca.\! Passarei cada momento com você e com Alex enquanto estiver aqui.
"I'll get ya caught up. Edelia there's her ""Bonded.""\! Not sisters by birth, but by blood pact.\! Edelia's the Sister of Mercy, who takes care of the warrior's family and home while enjoying a privileged status in their holy order.\! Diana's the Sister of Justice, or the Paladin, 'n fact the leader of 'em.\! They... y'know... go out and smash things.","Vou atualizar a situação. Edelia é irmã de “vínculo”.\! Não são irmãs de nascimento mas de pacto de sangue.\! Edelia é a Irmã da Misericórdia, que cuida da família e da casa de um guerreiro enquanto usufrui do status privilegiado em sua ordem santa.\! Diana é a Irmã da Justiça, ou a Paladina, e, de fato, a líder delas.\! Elas... sabe... vão e destroem coisas."
Interesting setup they've got going.,Interessante o que arranjaram.
"Mmhmm... mostly Diana's doin' though. A return to the old way.\! Y'see she's actually a bit of an outcast 'round here... too orthodox for their lot.\! By my view, she's a better religious whackadoo than any of 'em.\! These lazy priests don't even realize what she's become...\| She *is* the Temple, my friend.\! Y'didn't hear that from me, though.","Hm... na maior parte é coisa da Diana. Uma volta para os costumes antigos.\! Sabe, ela, na verdade, é um pouco exilada por aqui... muito ortodoxa para o jeito delas.\! Como eu vejo, ela é mais louca religiosamente do que qualquer uma delas.\! Esses padres preguiçosos nem fazem ideia do que ela se tornou...\| Ela *é* o Templo, camarada.\! Mas você não ouviu isso de mim, tá?"
Grandmaster Oxley...,Grão-mestre Oxley...
"Yes, I'm still here, alive and kicking. And so is my greatest Paladin, despite her lust for battle, mmhmm!","Sim, ainda estou aqui, vivo e chutando. Bem como minha grande Paladina, apesar de seu desejo por batalhas. Uhum!"
...Who is that?,... Quem é aquele?
"Oh, yes of course, you haven't met!\! Diana, please meet Brother Jebediah.\! He is my protege, and well-versed in the language of the ancient texts.\! Come now, don't be shy.","Ah, é claro, vocês ainda não se conheceram!\! Diana, conheça o Irmão Jebediah.\! Ele é meu protegido e bem versado na língua dos textos antigos.\! Vamos lá, não seja tímido."
Nice to meet you...,Prazer em conhecê-los...
"So, you will be assisting the Grandmaster? Very well.\! I would like to introduce our new friend, \n[8].\! We found \n[1] as a prisoner at the cult's prison complex near Granheim Abbey.","Então, você assistirá ao Grão-mestre? Pois bem.\! Gostaria de apresentá-los a alguém especial para mim, \n[8].\! \n[1] estava entre os prisioneiros no complexo do culto, próximo a Abadia de Granheim."
!!!\| You actually survived there?!\! I mean...,!!!\| Você conseguiu sobreviver lá??\! Quero dizer...
"...It would seem so, right?","... aparentemente, sim, né?"
Yes of course but...\| simply remarkable.\! Their brutality is boundless.,"Sim, claro, mas... \|simplesmente incrível.\! A brutalidade deles não tem limites."
Grandmaster... do you think??,Grão-mestre... você acha que...
"Please follow us, \n[8].","Por favor, acompanhe-nos, \n[8]."
