ENGLISH,PORTUGUÊS (BRASIL)
\c[1]Jebediah's library and laboratory\c[0],\c[1]Biblioteca e laboratório de Jebediah\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,P-Pare!!\! Como entrou aqui??\! Isso é altamente proibido!!
Is that so?\! I must have gotten lost.\! What's a girl to do...,É mesmo?\! Talvez eu tenha me perdido.\! O que uma garota pode fazer?
Your father will hear of this!\! Y-you cannot be in here!!,Seu pai ficará sabendo disso!\! V-você não pode ficar aqui!!
Shut your mouth and do what you're told.,Cale a boca e faça o que eu mando.
W...what?\! I don't have to listen to you!!,O... o quê?\! Eu não tenho que te obedecer!!
"You do, and you will!",Você tem e vai!
B-but... but...,M-mas... mas...
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?","Hahahaha...\| veja só você agora.\! Vocês, machos humanos, são todos parecidos.\! Sem fazer força, coloco vocês na palma da mão.\! ... Não é, meu pequeno lacaio?"
"What are you doing here, Beatrix?\! I wish you would leave...","O que está fazendo aqui, Beatrix?\! Gostaria que fosse embora."
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!","Ah, você ama isso. Quase tanto quanto eu amo.\! Só estou satisfazendo minha curiosidade. Aqui está você, todo compenetrado, estudando toda essa besteira de profecia.\! Gostaria muito de ver o seu trabalho!"
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!","....\| N-não, eu... \| ninguém pode ver isso!\! Você nem ao menos entenderia! Você vai arruinar tudo com sua inconsequência desajeitada!"
Are you questioning my intellect?!,Está questionando a minha inteligência?!
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!","Espera um pouco... \| agora você está tentando me provocar.\! Bom, se for para ser assim, irei embora agora mesmo se não me mostrar tudo. Hunf!"
"No! Wait!\! Please, have a look around...","Não! Espere!\! Por favor, pode dar uma olhada..."
"There you go!\! What are those scrolls there, hmm?","Melhor assim!\! O que são aqueles pergaminhos ali, hein?"
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...","Essa é minha transcrição da Historium Magnus...\! Mas é um projeto bem delicado. Por favor, eu imploro, não o interrompa ou a tradução poderá acabar arruinada..."
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?","Por Donar, você está fazendo isso de cabeça? Sempre o mesmo devorador de livros!\! Hm. E esse mapa aqui?"
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...","Aquela transcrição está completa... \| são os locais de todos os cinco santuários de Nephilim.\! Se eu fosse recuperar a Historium Magnus mais uma vez, seus segredos iriam..."
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.","... Sério mesmo?\! Bem, bem... excelente trabalho aqui, Jebby.\! Bons garotos são recompensados, sabia?"
...\| Rewarded?,...\| Recompensados?
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?","Uhum... Isso mesmo.\! Por que não olha para o outro lado enquanto eu estudo este mapa sozinha?\! Você não iria querer desapontar a Beatrix, não é mesmo?!"
"N-no, of course not...",N-não... claro que não...
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!","Você se comportou muito bem enquanto estive fora, meu Jebezinho.\! Adeus. Até o nosso próximo encontro!"
