ENGLISH,PORTUGUÊS (BRASIL)
"Woooo, yeah!\! Take that, and that, and that!\! Pow, right in the kisser!",Aaaaaêê!\! Tome isso... e isso... e aquilo!\! Bam! Bem na boca!
"Sister Sybil, your enthusiasm is infectious!\! Although I do not share such joy for warfare, I can at least appreciate yours!","Irmã Sybil, seu entusiasmo é contagiante!\! Apesar de eu não compartilhar da mesma felicidade pela guerra, posso apreciar a sua!"
"Hey, Abi! I mean... Sister Abi!\! Careful, almost whacked ya there!","Ei, Abi! Quero dizer... Irmã Abi!\! Cuidado, quase te acertei!"
"I do believe you were advised to temper your lust for battle, were you not?","Acredito que você foi aconselhada a moderar seu desejo de batalha, não foi?"
"Ugh... YES, fine, fine...","Ah... SIM, ok, ok..."
"Ha ha, I jest, Sister Sybil, I will not tell anyone.","Ha ha! Estou brincando, irmã Sybil, não vou contar a ninguém."
"Aha, I knew it!\! I knew you were somethin' special, Abi.","Rá! Sabia!\! Sabia que você era especial, Abi."
"Well, um... I wanted to bring up something with you.\! While I think we both understand that your initiation as a Paladin was out of the ordinary, it does make sense. These are truly scarce times.\! And well...","Bom... hm... Queria conversar algo contigo.\! Embora eu ache que ambos entendamos que sua iniciação como Paladina foi fora do comum, faz sentido. Esta época é mesmo de escassez.\! E, bem..."
"Yeah...???\| Come on, spit it out, pint-sized!","Sim? ...\| Vamos lá, desembucha!"
"Well...\| I do not have a Bonded of my own, like Sister Edelia.\! Do you think...","Bom...\| Eu não tenho uma Ligação minha, como a Irmã Edelia.\! Você acha que..."
"You mean you and me, become blood sisters?\! Let me think....\| OF COURSE!\! You know... scarce times, and all.\! Let's show the world what the spirit of the Temple can do, Abi!","Você quer dizer eu e você nos tornarmos irmãs de sangue?\! Deixe-me pensar...\| É CLARO!\! Sabe... época de escassez e tudo mais.\! Vamos mostrar ao mundo o que a força do Templo pode fazer, Abi!"
"Oh...\| It was that easy?\! Then I shall inform Diana, and we will make it official!\! My heart is soaring, Sister Sybil, and I hope I am adequate as your blood sister!","Ah...\| Era fácil assim?\! Então devo informar a Diana e tornaremos esse pacto oficial!\! Meu coração está disparado, irmã Sybil, e espero ser adequada como sua irmã de sangue!"
Adequate... psh... we're gonna light up the world!,Adequada... aff... vamos botar fogo no mundo!
