ENGLISH,PORTUGUÊS (BRASIL)
"Hey, \n[8]! Are we leaving now?","Ei, \n[8]! Já estamos indo?"
"Hi, Sybil. Yeah, it's that time. My role in Veridia is done for now. The Nephilim War is done, and Zanatus is finally dead.\! The time will come for me to face the people of Veridia, but not for a while.\! ...Didn't you say you had to serve the Temple for a year?","Oi, Sybil. Sim, já é hora. Meu papel em Veridia acabou por enquanto. A Guerra dos Nephilins terminou e Zanatus finalmente está morto.\! Chegará o dia em que enfrentarei o povo de Veridia, mas não será por agora.\! ... Você não disse que precisava servir o Templo por um ano?"
"Yeah, about that...",Ah... sobre isso...
Oh no. Don't tell me...\| you'll regret not doing that!,"Ah, não. Não me diga que...\| você vai se arrepender de não cumprir isso!"
"No, it's fine! I uh...\| found out exactly what you've got planned. And...","Não, está tudo bem! Eu... hm...\| encontrei exatamente o que eu planejava. E..."
...And you told Diana all about it.,"... E você contou à Diana tudo, né?"
"Yeah...\| sorry! But she said this counts, and that once I come back from Grothnor, I'll be a full Paladin for life!","Sim...\| Desculpa! Mas ela disse que isso conta, e que assim que eu voltar de Grothnor, terei a função de Paladino pelo resto da vida!"
...You understand what Grothnor is?\| They say Donar's light has never touched that place.\! That Zanatus himself was born from its depths.,... Você entende o que Grothnor é?\| Dizem que a luz de Donar nunca tocou aquele lugar.\! Que o próprio Zanatus nasceu de suas profundezas.
"Oh, whatever, we can take it!\| So, what do you hope to find out?","Ah, que seja. A gente dá conta!\| Então, o que espera descobrir?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile.\! My resurrection leaves more questions that need answers, and my instinct points to the east, to Grothnor.","As palavras moribundas de Zanatus ainda me assombram. Não senti mentira alguma naquelas palavras. Não dá para descrever o ódio de Zanatus por Donar, e por mim.\! Ele sentiu certa paz em seus momentos finais. Como se tivesse cumprido sua missão.\! Temos relatórios de que alguns dos seguidores de Zanatus foram para o exílio.\! Minha ressurreição deixa mais perguntas que precisam de respostas, e meu instinto aponta para Leste, para Grothnor."
"I'm so fired up, \n[8], let's get going!\| Let's show these baddies there's nowhere they can hide!","Estou tão empolgada, \n[8]. Vamos logo!\| Vamos mostrar a esses malditos que não há onde se esconder!"
"Heh, of course, Sybil.\| I'm truly grateful you're on my side...","Hehe. Claro, Sybil.\| Fico muito feliz que esteja do meu lado..."
