ENGLISH,PORTUGUÊS (BRASIL)
Chapter 29: Zenith of the World,Capítulo 29: Zenith do Mundo
So you chose to remain a slave.\! Pathetic...,Então você optou por continuar na escravidão.\! Lastimável...
Beatrix...\| My love!\| Y-you will see me again in the next life!,Beatrix...\| Meu amor!\| Nos veremos novamente na próxima vida!
"""Beatrix, my love""??","""Beatrix, meu amor""??"
"Oh to be him, poor, poor little Jeb, and desire that which he could never have.\! I believe we have done him a favor by sending him to the void.",Que dó. Pobre Jeb e seu desejo que jamais se realizaria.\! Acredito que fizemos um favor a ele ao mandá-lo para o vazio.
"Stop! This man spared my son.\! Assassin, why do you serve Zanatus?","Pare! Este homem poupou meu filho.\! Assassino, por que você serve a Zanatus?"
"...\| I am a dead man whose heart still beats.\! It is the only path left.\! But now I accept defeat, Paladin.\! My life is yours.","...\| Sou um homem morto cujo coração ainda bate.\! É o único caminho que restou.\! Mas, agora, aceito minha derrota, Paladino.\! Minha vida é sua."
"The only path? You speak like you are downtrodden.\! This is what they do - they beat the hope out of you, so that they can fill your emptiness with their evil.\! But there is always hope, even for you.\! If you will turn your skills against the enemy that would throw you at a certain death.","O único caminho? Você fala como se fosse o oprimido.\! Isso é o que eles fazem. Eles tiram toda sua esperança para que possam encher o seu vazio com maldade.\! Mas sempre há esperança, até mesmo para você.\! Se voltar suas habilidades contra o inimigo o levaria à morte certa."
"You are wasting your empathy on me, Paladin.\! But if you wish for me to be an ally against the demon cult, then it shall be done.\! When they are all dead, I will disappear from your world forever.","Você está desperdiçando sua empatia comigo, Paladino.\! Mas se você deseja que eu me torne um aliado contra o culto demoníaco, que assim seja.\! Quando eles estiverem todos mortos, eu desaparecerei do seu mundo para sempre."
"You will get no more fight from me, \n[8]...","Você não terá mais minha espada contra vocês, \n[8]..."
