ENGLISH,PORTUGUÊS (BRASIL)
"Your suspicions were correct, Zelos. The survivors of the cult have fled to the east, bound for the unexplored continent. Looks like Grothnor is their destination.","Suas suspeitas estavam corretas, Zelos. Os sobreviventes do culto fugiram para Leste, rumo ao continente inexplorado. Parece que Grothnor é o destino deles."
"...Grothnor?\| Ha, those fools have no idea what they're up against. They'd be safer here, hated as they are.","... Grothnor?\| Rá! Esses tolos não fazem ideia do que enfrentarão. Estariam mais seguros aqui, odiados como são."
"Maybe so, but that just stengthens my instincts even more.\| Zanatus's dying words still haunt me. I need answers, Zelos.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Talvez, mas isso só alimenta meus instintos ainda mais.\| As palavras moribundas de Zanatus ainda me assombram. Preciso de respostas, Zelos.\| Quem realmente é Donar? Por que me ressuscitar?\| E como?\| Será que ainda sou meu eu original?\! E Zanatus... Ele teve uma certa calma sobre ele antes de sua morte. E eu acreditei nele..."
"You are right. He was a manipulator, but ironically, an honest one.\| I felt it just the same.\| Zanatus was just a small piece of a larger puzzle, one that will have dire consequences for Tahnra.","Você tem razão. Ele foi um manipulador, mas, ironicamente, um honesto.\| Deu para sentir.\| Zanatus era só uma pequena peça em um enigma maior, um que terá consequências terríveis para Tahnra."
"Zelos, do you think the Veridians will ever accept us?","Zelos, acha que os veridianos um dia nos aceitarão?"
I think you know. They will never accept me. But they will accept you now.\| But there's a reason you've convinced yourself that you must leave.\! I wonder if you recognize what it is... and how unnecessary it is.,"Acho que você sabe a resposta. Eles nunca me aceitarão. Mas eles aceitarão você agora.\| Contudo, há um motivo para você ter se convencido que deveria partir.\! Questiono se você reconhece o que seja... e o quão necessário isso é."
"Oh, come on... back to quizzing me again?","Ah, sério? De volta a me questionar?"
Yep.,Sim.
"Fine.\| It's because of you.\| Obviously...\| there, I said it.","Ok.\| É por sua causa.\| Obviamente...\| Pronto, falei."
And it is entirely unnecessary. I don't need my hand held by you.,E é totalmente desnecessário. Não preciso que segure a minha mão.
"Well, you'll get it anyway, you big grump.\| Come on, I'm sure all that time spent in the belly of the beast, you learned the way to the most horrifying depths of Grothnor?","Bom, vou segurar mesmo assim, seu rabugento.\| Sério, tenho certeza de que todo aquele tempo dentro da barriga da besta lhe mostrou o caminho para as profundezas mais aterrorizantes de Grothnor."
"Yes. Get ready for the ride of your life, \n[8].","Sim. Prepare-se para a jornada da sua vida, \n[8]."
