ENGLISH,PORTUGUÊS (BRASIL)
"Greetings, human.","Saudações, ser humano."
"First things first, please call me \n[8].\! Deal?","Primeiramente, peço que me chame de \n[8].\! Fechado?"
Yes \n[8]. Raskuja will comply.,"Sim, \n[8]. Raskuja obedece."
"So, I've heard so much about this Eskandar, fella.\! Some sort of legendary Barek Tor.\! What's the deal with him anyway?\! You would think he was some sort of god.","Então, ouvi falar muito sobre esse tal de Eskandar.\! Algum tipo de Barek Tor lendário.\! Qual é a dele?\! Dá pra pensar que ele é algum tipo de deus."
"Eskandar was a fierrrrrce and powerful warrior 100 years ago, during time of great crisis.\! Humans sought to conquer Barek Tor and destroy Barek Tor spirit.\! The great Eskandar rrrrrallied people together and defeated much more powerful enemy to earn Barek Tor freedom.\! Eskandar so great, he left Barek Tor lands to seek out and to destroy this enemy where they hide.\! He return home loved by all.\! Eskandar becomes grrrrreat chieftain of all Barek Tor people, and repopulate our kind.\! Most Barek Tor somehow related to Eskandar this day... I hope so is Raskuja, so have his grrrrreat and divine warrior blood.","Eskandar foi um guerreiro crrrrruel e poderoso de 100 anos atrás, durante a época da grrrande crise.\! Os humanos tentaram conquistar Barek Tor e destruir o espírito de Barek Tor.\! O grrrande Eskandar juntou as pessoas e derrotou inimigo muito mais poderoso para conseguir liberdade para Barek Tor.\! Eskandar tão incrível que deixou terras de Barek Tor para buscar e destruir inimigo onde escondia.\! Ele voltar para casa amado por todos.\! Eskandar se tornou grrrrande chefe de todo povo de Barek Tor e repopulou nossa raça.\! Maioria de Barek Tor ter sangue de Eskandar até hoje... Espero que Raskuja também ter grrrrande e divino sangue guerreiro."
I wonder why I'd never learned much about him.,Por que será que nunca aprendi tanto sobre ele?
"Barek Tor lifespan not as long as human.\! Eskandar pass to next life after rrrrreaching golden age of 50 years.\! Eskandar policy on human is to be being frrrrriendly, because of best friend named ""Lucian Iblis"" who was prominent human and great hero of human lands.","Vida de Barek Tor não tão longa quanto humanos.\! Eskandar passou para próxima vida após chegarrrr a idade de ouro de 50 anos.\! A política de Eskandar sobre humanos ser amigável, pois melhor amigo chamado “Lucian Iblis” ser humano proeminente e grande herói de terras humanas."
"Yep, everyone knows about Lucian Iblis.","É, todos conhecem o nome Lucian Iblis."
"Because of their frrrrriendship, human and Barek Tor were to be connected.\! Lucian live on many years past Eskandar, but without our great hero, Lucian and Barek Tor people were to being disconnected slowly over time.\! Lucian attempt to befrrrrriend new Barek Tor chieftains, but it was not to be being.\! Over next 50 years, Barek Tor attempt to return to old way.\! No longer trrrrrade food with humans of Sayunaa in exchange for their great trrrrreasures.\! Barek Tor society become poor.\! Now we attempt to repair damage but without being weak to conquest much like during the time of Eskandar.","Por conta de amizade eles, humanos e Barek Tor sempre conectados.\! Lucian viveu muitos anos após Eskandar, mas sem nosso grande herói, Lucian e povo de Barek Tor perrrrderam ligação com tempo.\! Lucian tentou ser amigo de novos chefes Barek Tor, mas não era pra ser.\! Nos próximos 50 anos, Barek Tor tentou retornar a jeito antigo.\! Sem mais trocarrr comida com humanos de Sayunaa em troca de grrrrandes tesouros.\! Sociedade de Barek Tor ficar pobre.\! Agora, nós tentamos conter dano, mas sem ser frrrraco para conquistar muito, como na época de Eskandar."
"I could listen to this stuff all day, cat.","Eu poderia ouvir isso o dia todo, gato."
It is great honor to Raskuja when human show interest in Barek Tor.\! \n[8] is good company for Raskuja. Raskuja wishes to talk more in future days.,É uma grande honra para Raskuja quando humanos mostram interesse em Barek Tor.\! \n[8] ser boa companhia para Raskuja. Raskuja deseja conversar mais em dias futuros.
Count on it!,Pode contar com isso!
