ENGLISH,PORTUGUÊS (BRASIL)
\n[8]. You honor me with your presence.,\n[8]. Você me honra com sua presença.
"I have so many questions for you, Diana.","Tenho tantas perguntas para você, Diana."
Is your purpose unclear?,Seu propósito não está claro?
"It's about the Temple.\! What's the deal with the priestesses, and the other Temple devotees?",É sobre o Templo.\! Como que funciona esse negócio de sacerdotisas e os outros devotos do Templo?
"The Sisterhood of Mercy are a seperate holy order.\! The Sisterhood of Justice and the Male Paladins take their direction from me, and I am second in command to Grandmaster Oxley.",A Irmandade da Misericórdia é uma ordem sagrada separada.\! A Irmandade da Justiça e os Paladinos Homens recebem suas ordens de mim e eu sou a segunda em comando do Grão-mestre Oxley.
Righto.\! What's this bond you have with Edelia?,Certo.\! Que ligação é essa que você tem com Edelia?
"She is tasked with caring for my son, and providing support for me in addition to her duties to the Sisterhood of Mercy.\! It was Edelia who crafted me this ruby amulet, to remind me of home.\! A small comfort, ever since I was sanctioned for war.","A tarefa dela é cuidar do meu filho e oferecer apoio para mim além de suas obrigações para com a Irmandade da Misericórdia.\! Foi Edelia que fez este amuleto de rubi para mim, para me lembrar de casa.\! Um pequeno conforto desde que fui ordenada para a guerra."
Wait...\| you were sanctioned?,Espera...\| Você foi ordenada?
"All female potentials must bear at least one child before they are put in harm's way.\! After Alex was born, I began my Paladin training.","Todas as mulheres em potencial devem dar à luz a pelo menos uma criança antes de se colocar em perigo.\! Após Alex nascer, comecei meu treino como Paladina."
"Makes sense I guess...\| So, who's Alex's father??","Faz sentido... acho...\| Então, quem é o pai do Alex??"
...He was a devout man who sacrificed much and became one of the Temple's most beloved.\! He and I have lost contact... I try not to let it become a part of my thoughts.,... Ele era um homem devoto que sacrificou muito e se tornou uma das pessoas mais amadas do Templo.\! Eu e ele perdemos contato... Tento não deixar isso invadir meus pensamentos.
Oh... I'm sorry. Probably too personal.,"Ah... Sinto muito. Provavelmente, muito pessoal."
"It matters not, if the Temple deems it so, it shall be so.\! Alex has my whole heart, and I now have my duty as a mother to a future Temple devotee.","Não importa. Se o Templo assim decide, assim será.\! Alex tem todo o meu amor e agora tenho meu dever como mãe de um futuro devoto do Templo."
So when do you get to... you know... enjoy life?,E quando você vai... sabe... aproveitar a vida?
"Hmm, consider it is far more enjoyable for a Paladin to live as a warrior, ready to destroy evil in any form it takes.\! By that point of view, my life is enjoyable beyond description.","Hm. Para um paladino, considera-se muito mais interessante viver como guerreiro, pronto para destruir o mal, não importa sua forma.\! Por esse ângulo, minha vida é proveitosa além do que palavras podem descrever."
Fascinating. Your way of life is sort of...\| refreshing to see.\! At least there's some semblence of order in this crazy world.,"Fascinante. Seu estilo de vida é...\| revigorante de se ver.\! Pelo menos, há algum traço de ordem neste mundo insano."
"Your open mind and open heart are refreshing to me.\! Please, do not hesitate to share your company with me again.","Sua mente e seu coração abertos são revigorantes para mim.\! Por favor, não hesite em me fazer companhia novamente."
Count on it!,Pode contar com isso!
