ENGLISH,PORTUGUÊS (BRASIL)
"\n[8]....\! You....\| I killed you...\| I killed you, and watched your body plummet to the earth!\! Auuugggghhh.... \! I hate.... you...\| hate...",\n[8]...\! Você...\| Eu te matei...\| Eu te matei e vi seu corpo estirado no chão!\! Aaaaaaah... \! Eu te... odeio...\| odeio...
"But ""Emperor"", you created me.\! Seems if you'd just left well enough alone, I wouldn't be who I am today.","Mas “Imperador”, você me criou.\! Parece que se tivesse me deixado só, eu não seria quem sou hoje."
"My armies are defeated, but I will take much from you before I fall...!","Meus exércitos foram derrotados, mas eu tomarei de você o suficiente antes da minha derrota..."
"Will you now?\! Right, because you believe the Zanatus cultists are backing you.\! Everyone can see that you are their pawn, everyone but you.\! You made a deal with the devil, and now the devil is coming to consume you.\! Normally I'd feel sorry for such blind stupidity.","Vai agora?\! Certo, porque você acredita que os adoradores de Zanatus estão te apoiando.\! Todos podem ver que você é o peão deles, todos menos você.\! Você fez um acordo com o diabo e agora o diabo está a caminho para cobrar.\! Normalmente, eu sentiria pena de uma cegueira tão estúpida."
"Enough...\! Bring me the boy, now!",Já chega...\! Tragam-me o garoto. Agora!
Alex!!!,Alex!!!
...M-Mom?!,... M-Mãe?!
"Don't take another step, you monstrosity, or he's dead!","Não dê mais um passo sequer, sua monstruosidade... Ou ele morrerá!"
What?!\! You can't do this!,O quê??\! Você não pode fazer isso!
"Get over there, whelp.","Vá para lá, criatura."
Casamir...\| there is nothing to be gained from this.\! Think about what you're doing...,Casamir...\| você não ganhará nada com isso.\! Pense no que está fazendo...
"Oh, how quaint.\! Look at you now, the paragon of morality, now that there is nothing to be lost from being so!\! How simple it is to speak from a position of ultimate power, isn't it?!\! If there is any justice in this world, the future will see you as the bloodthirsty conquerer you are, \n[8]!","Ah, que estranho.\! Veja você, a paragona da moralidade, agora que não tem nada para se perder por ser assim!\! Quão simples é poder falar de uma posição de poder absoluto, não é mesmo?\! Se houver alguma justiça neste mundo, o mundo te verá como a conquista sanguinária que você causou, \n[8]!"
"Do not worry, child...\| I am sure your mother will make the correct choice.","Não se preocupe, criança...\| Tenho certeza de que sua mãe fará a escolha certa."
"You've lived a good life, haven't you, Diana?\! You need but give yourself up, and this will all be over.\! The tiniest hint of aggression on your part will end your son's life.","Você viveu uma boa vida, não viveu, Diana?\! Você precisa abrir mão da sua vida e tudo isso chegará ao fim.\! O menor indício de agressividade vindo de você dará fim à vida do seu filho."
What a fool...,Que tolice...
...\| You leave me no choice... my life is yours.\! May the gods banish you to the lowest hell.,...\| Você não me deixa outra escolha... minha vida é sua.\! Que os deuses o banam para o pior dos infernos.
"Where are they, \n[8]?\! Who to save first?\! Can you do without your Paladin, or does the boy meet his end instead?\! That choice is on your shoulders now, \n[8].\! Farewell!","Onde eles estão, \n[8]?\! Quem salvar primeiro?\! Você consegue resolver sem sua paladina ou o garoto encontrará seu fim?\! Essa escolha está em suas mãos agora, \n[8].\! Adeus!"
ALEX!!!!!!,ALEX!!!!!!
