ENGLISH,PORTUGUÊS (BRASIL)
"Um... hello, Sister Great Paladin.\! I'm Diana. I mean, Sybil, Sybil!","Hm... olá, Irmã Grande Paladina.\! Meu nome é Diana. Quero dizer, Sybil... Sybil!"
"Hello, Sybil. I do remember you!","Olá, Sybil. Lembro de você!"
"Well, what do you think?\! I've become a war priestess for Veridia!\! That is, until Barnabas and Jules dragged me out here...","Bom, o que acha?\! Eu me tornei uma sacerdotisa de guerra por Veridia!\! Isso, né, até Barnabas e Jules me arrastarem até aqui..."
That is honorable. You should be proud.,Que honra. Você deve estar orgulhosa!
...W-wait! Are you busy or something?,... E-espera um pouco! Você está ocupada ou algo do tipo?
"...\| No, I suppose not...","...\| Não, acho que não..."
"It's just that...\| I know you give the final word on all Sisterhood of Justice hopefuls, and...",É que...\| Sei que você é quem dá a palavra final em toda a Irmandade da Justiça e...
"It was difficult with you, Sybil.","Foi difícil sem você, Sybil."
W-whaddya mean?,C-como assim?
"This land needs hearts such as yours, willing to sacrifice to root out the evil that surrounds us all on fronts.","Estas terras precisam de corações como o seu, que desejam se sacrificar para remover a raiz do mal que nos cerca em todas as frontes."
"But in the end, the Donari Temple must remain steadfast in its ancient traditions.\! If we make sacrifices against the future, we will have lost our divine precedent for survival.\! And to that end, the Paladin leadership values a certain solemn dignity as a core tenet of our sacred order.\! One cannot want this life. One should be, in a way, reluctant to wield the power that comes with joining the Sisterhood of Justice.\! I'm very sorry, Sybil, I know it can be harsh news to bear.","Mas, no fim, o Templo Donari precisa permanecer firme em suas antigas tradições.\! Se fizermos sacrifícios contra o futuro, teremos perdido nosso precedente divino por sobrevivência.\! E, para tal, a liderança paladina valoriza uma certa dignidade solene como um princípio central de nossa ordem sagrada.\! Não é algo que alguém queira nessa vida. A pessoa precisaria, de alguma forma, relutar em manejar o poder que vem ao entrar na Irmandade da Justiça.\! Sinto muito, Sybil, sei que pode ser uma notícia difícil de engolir."
"Ugh, so I just want it too much. That's always the case.\! What am I supposed to do, just fake it or something?","Ah, mas eu queria tanto isso. É sempre assim.\! O que eu deveria fazer? Fingir ou algo do tipo?"
"It will come with time.\! Donar willing, your heart will find peace.\! It must... I dread the thought of growing old while bearing the burden of restlessness and regret.","Com o tempo, saberá.\! Pela vontade de Donar, seu coração encontrará paz.\! Ele precisa... A ideia de envelhecer carregando o fardo da inquietação e do arrependimento me apavora."
"Yeah right, like that'll ever happen...\! Not even you notice me...","É, claro. Como se isso fosse acontecer...\! Nem mesmo você me notou..."
"What, pray tell has left you with such sorrow?","Conte-me, o que lhe trouxe tanta tristeza assim?"
"You had parents, right?\! Not me.\! But who cares about Sybil when there's a million other orphans to worry about...","Você teve pais, né?\! Eu não tive.\! Mas quem se importa com a Sybil quando há milhões de órfãos para se preocupar..."
I was indeed blessed to be around my father for much of my childhood... exceedingly harsh as he was.,"Sim, tive a bênção de ter meu pai presente em grande parte da minha infância... mesmo sendo severo como era."
"Yeah, but at least you had someone to tell you if you're doing a good job or not...","Sim, mas, pelo menos, você teve alguém para lhe dizer se estava fazendo ou não um bom trabalho..."
"You are leading a good life, Sybil... \|but it must not come from...","Você está levando uma boa vida, Sybil... \|mas não cabe a..."
"Yeah, I KNOW, I've heard it a million times, it can't come from someone else saying it!\! But I don't care... you can do that because you were taught to just be fine as who you are!\! And I wasn't! Just... be fine with that, okay?!","Sim, EU SEI. Já ouvi isso milhões de vezes. Não cabe a outra pessoa dizer isso!\! Mas eu não me importo... você consegue fazer isso porque lhe foi ensinado que está tudo bem ser quem você é!\! E não estava tudo bem! Só... aceite isso, ok?!"
"...Of course. Forgive my shallow words, Sybil.","... Claro. Perdoe-me pelas palavras rasas, Sybil."
"It's just me being stupid... again...\| Just forget the last few minutes, please, Sister Diana?","Sou só eu sendo estúpida... de novo...\| Poderia só que esquecer os últimos minutos, por favor, Irmã Diana?"
Consider it forgotten. Donar watch over you.,Considere-os esquecidos. Que Donar lhe acompanhe.
Thank you...,Obrigada...
