ENGLISH,PORTUGUÊS (BRASIL)
"Stefan, a moment?","Stefan, um minutinho?"
"\n[8]! Of course! Although I warn you, I am nursing my 3rd glass of brandy, so I preemptively strike from the record any incriminating statements.\! What can I do for you, friend?","\n[8]! É claro! Mas devo logo te avisar, estou já no meu terceiro copo de whisky. Já retiro preventivamente qualquer declaração incriminatória.\! Como posso ajudar?"
"You are working with the Temple as a spy, I understand?","Você está trabalhando como espião para o Templo, certo?"
"Yep. Y'see, the blonde and I are in cahoots, as they say.","Sim. Sabe, a loira e eu estamos, como dizem, em conluio."
You mean Diana.,Você quis dizer Diana.
"Yes! That's the one.\! Ya know, the one that's got a big ole' muscle where Donar usually puts a sense 'a humor.\! ...Ah what am I sayin', she's a big goofball if you let her relax a bit.\! Wanna get on her good side in a flash? Food. Even mentioning it makes her eyes sparkle with glee.","Sim! Essa aí.\! Sabe, aquela que tem um grande músculo onde Donar geralmente coloca o senso de humor.\! ... Ah, o que estou dizendo é que ela é uma grande idiota quando esta à vontade.\! Quer cair nas graças dela em um segundo? Comida. Até mesmo mencioná-la fará os olhos dela brilharem."
"Heh, noted. So, you're risking your life on the Temple's behalf, are you a devotee?","Haha. Anotado. Então, você está arriscando a própria vida em nome do Templo. Você é um devoto?"
"Well... Let me bring ya back 2 or 3 years.\! Got tired of the junk peddlin', purse cuttin', y'know, small time stuff.\! Got involved with the Tidereavers. Real bad fellas.\! Let me tell you, bein' THAT much of an outlaw is the thrill of a lifetime.\! That is, until you get involved with... y'know. Their primary cargo. Slaves!","Bom... Vamos voltar uns 2 ou 3 anos.\! Cansei de pegar lixo, cortar bolsas, sabe, coisas pequenas.\! Acabei envolvido com os Saquemares. Caras bem maus.\! Mas vou te contar, ser fora-da-lei ASSIM é a maior emoção da vida.\! Isso até você estar envolvido com... você sabe. A mercadoria principal deles. Escravos!"
Crazy...\| So what happened?,"Loucura...\| Então, o que aconteceu?"
"They were shippin' slaves to the fungus plantations of Greyden.\! A common source of income for those dogs.\! I, however, was able to help myself to the captain's jewel chest while they were dealin' with a ""policing action"" by the Veridians.\! Almost slipped away, but then... I saw her.\! That towering titaness of terror. She came out of the Imperial ships barrellin' around, smashin' those pirates like they were gnats.\! I tell ya, you would not believe it if ya didn't see it!","Eles estavam enviando escravos para as plantações de cogumelos de Covilgris.\! Uma fonte de renda para aqueles cães.\! Eu, no entanto, fui capaz de ver o baú de joias do capitão enquanto eles lidavam com uma “ação policial” dos veridianos.\! Quase escapei, mas, então... Eu a vi.\! Aquela titã gigante do terror. Ela saiu dos navios imperiais com tudo, esmagando aqueles piratas como se fossem brinquedos.\! Vou te falar, não acreditaria se não tivesse visto com meus próprios olhos!"
So how did you end up crossing paths with her?,Então como você acabou cruzando caminhos com ela?
"Well... y'see...\! She caught me! Hahaha!\! But, no worries, this slippery toad avoided jail, as usual.","Bom... sabe...\! Ela me capturou! Hahaha!\! Mas, não se preocupe, escorregadio como sou, evitei a prisão, como sempre."
"Aha... snuck away, huh?","Haha... Fugiu, né?"
"Yeah!\! Well...\| no.\! Y'see Diana and I made an agreement!\! She needed masters of espionage to investigate those cultists.\! So, I do some dirty work, and she keeps me nice and legal.\! Turns out, we're a hell of a team.\! Plus, I've found me new family in the Temple folks.\! Real bleedin' nice, I tell ya.","Sim!\! Bom...\| não.\! Sabe, Diana e eu fizemos um acordo!\! Ela precisava de habilidades de um espião para investigar aqueles adoradores.\! Então, fiz o trabalho sujo e ela manteve minha ficha limpa e legalizada.\! Acabou que formamos uma baita equipe.\! Além disso, encontrei uma nova família entre os membros do Templo.\! Vou te falar, povo sensacional."
"That's quite a story.\! And now you're here, chasing prophecies with me.","Bela história.\! E, agora, está aqui, indo atrás de profecias comigo."
"It's gonna be one hell of a ride, friend!\! Hey, I think you're alright. I mean that.\! You got my back, I got yours.\! 'Specially if you can secure me another spot of brandy, eh, eh?","Vai ser uma baita jornada, camarada!\! É, acho que você tem razão. De verdade.\! Você me cobre e eu te cubro.\! Especialmente se puder me dar mais uma dose de whisky, hein!?"
