ENGLISH,PORTUGUÊS (BRASIL)
"By Donar, if I survive this heat, I shall never forsake the tundra again as long as I shall live!","Por Donar, se eu sobreviver a este calor, nunca mais abandonarei a tundra enquanto eu viver!"
Perhaps your kind would do well to listen to your body. That is Donar telling you not to be where you don't belong.,Quem sabe seu povo faria bem em ouvir o próprio corpo. Isso é Donar falando para não estar onde não pertence.
"Perhaps it is, Sayunaari.\! But for the return of Donar, no amount of suffering would dissuade me from this great holy war.","Quem sabe seja isso, Sayunaari.\! Mas pelo retorno de Donar, nenhum sofrimento vai me dissuadir desta grande guerra santa."
"...I believe you.\! That is no small feat, Veridian.","... Eu acredito.\! Isso não é pouca coisa, Veridiano."
"Ha ha ha, then I will have accomplished something this day, even if the desert takes me.","Hahaha. Então terei algo cumprido algo hoje, mesmo se o deserto me levar."
"Ahhh, of course. You're a Highlander, aren't you, Jaromir?","Aah, claro. Você é um montanhês, não é, Jaromir?"
"That is... an ancient distinction.\! I am a servant of Donar first, and a Veridian second.\! The people of my Duchy do indeed trace their roots to the Felnamia Highlanders.\! Centuries of integration has all but erased that part of our past.",Isso é... uma distinção antiga.\! Sou servo de Donar em primeiro lugar e veridiano em segundo lugar.\! Mas o povo do meu ducado tem suas raízes entre os Montanheses de Felnamia.\! Séculos de integrações apagou essa parte do nosso passado.
"I see.\! Regardless, you are the Shield of the North, the iron wall behind which the Midlanders sleep soundly.\! Just as they do due to the existence of my nation - a Shield against the endless wastes to the East.\! Tell me, Highlander, what do you think would happen to the Midlanders if our two peoples' did not exist?","Entendi.\! Independentemente a isso, você é o Escudo do Norte, a muralha de ferro que permite que o povo das regiões centrais possam dormir em paz.\! O mesmo acontece por conta da existência de minha nação, um Escudo contra as terras inóspitas do Leste.\! Conte-me, Montanhês, o que acha que aconteceria com esse povo se nós dois não existíssemos?"
"Crumble to dust at the first instance of difficulty, no doubt.","Seriam transformados em pó na primeira dificuldade, sem sombra de dúvida."
"Ha ha ha... even if you humor me, it is needed at this time.\! Thank you for your fellowship, Highlander.\! May the bulwarks of the snow and of the sand never perish.","Hahaha... Até seu humor é bem-vindo nesses tempos que vivemos.\! Obrigada pela aliança, Montanhês.\! Que nunca pereçam os baluartes da neve e da areia."
