ENGLISH,PORTUGUÊS (BRASIL)
Chapter 27: Return to the Origin,Capítulo 27: Retorno à Origem
"Your excellency, the Nephilim Army has reached the capital!\! What are we to do?","Vossa excelência, o Exército Nephilim chegou à capital!\! O que faremos?"
What in blazes do you mean?\! Go out and fight them!\! You are wasting time!,Como assim?\! Vá lá e lute contra eles!\! Você está perdendo tempo!
"My Emperor, we have already swept all of Armitage for conscripts.\! There's nothing left. We no longer have the strength to fight back.\! Only a handful of exhausted veterans from past battles...","Meu Imperador, já vasculhamos toda Armitage em busca de recrutas.\! Não sobrou ninguém. Não temos mais a força para lutar contra eles.\! Somente um punhado de veteranos exaustos de outras batalhas..."
"Then the veterans should gather whoever they can, man the walls, and repel the Orphan's pathetic army!\! Do I have to do everything myself or can you manage this?!","Então os veteranos devem juntar quem eles puderem, armar as muralhas e repelir aquele exército patético!\! Preciso fazer tudo sozinho ou você consegue resolver isso??"
"Y-yes, your excellency...","S... sim, vossa excelência..."
"Most of their army...\| skinny youths, or old men...",A maior parte do exército deles...\| jovens magros ou velhos...
"That's just whatever scraps Casamir still has left... they should be ripe for surrender.\! But the Zanatus cultists will also be here with powerful and merciless warriors.\! Regarding the demoralized remnants of the Imperial Army...\| Casamir would sacrifice their lives just to stave off the inevitable for a few moments.\! I think you know what to do, \n[8].","Isso é só o que sobrou para Casamir... Eles devem estar prontos para se render.\! Mas os adoradores de Zanatus também estarão aqui com guerreiros poderosos e impiedosos.\! Em relação aos remanescentes desmoralizados do Exército Imperial...\| Casamir sacrificaria suas vidas só para adiar o inevitável mais um pouco.\! Acho que você sabe o que fazer, \n[8]."
"""An army of lambs can become lions at a moment's notice""...\! Do you see that balcony, atop the Imperial Palace?\! That's where they watched me executed in cold blood, and where they cheered and celebrated it...\! these people would have me thrown to the dogs.",“Um exército de cordeiros pode se tornar leões em um breve momento”...\! Vê aquela varanda no topo do Palácio Imperial?\! É onde eles assistiram minha execução a sangue frio e onde torceram e celebraram...\! essas pessoas teriam me jogado aos cachorros.
"No...\| you bend the knee to Casamir, your life is forfeit!!!","Não...\| se você se ajoelhar perante a Casamir, sua vida estará perdida!!!"
Uhhhh..... \n[8]?\! What's goin' on?!,Hm... \n[8]?\! O que está acontecendo?
By Donar...,Por Donar...
"We have been in an impossible situation! Facing death at the hands of the culists for dessertion, or against you in combat!\! We thank you for showing mercy...\| please accept this on the behalf of the people of Armitage.","Estivemos em uma situação impossível! Enfrentar a morte nas mãos desses devotos por deserção ou contra você em combate!\! Agradecemos por mostrar misericórdia...\| Por favor, aceite isso em nome do povo de Armitage."
