ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]Throne room, Sayunaa Royal Palace\c[0]","\c[1]Sala do trono, Palácio Real de Sayunaa\c[0]"
"\n[8], please step aside!!","\n[8], por favor, afaste-se!!"
"Ugh...\| Zanatus, take me...","Ah...\| Zanatus, me leve..."
"Suffer in eternal hell, pretender...","Sofra no inferno eterno, maldição impostora..."
"Jules, please come to me...","Jules, venha até mim..."
W-what's going on??,O... O que está acontecendo?
"You are the descendant of King Dargon.\! The true rulers of our nation.\! It is thought that their dynasty has ended.\! However, we, the Scions of Dargon, have spent three generations on a mission to restore the Dargon family.\! You, his great, great grandson, are to be our king.","Você é descendente do Rei Dargon.\! Os verdadeiros governantes de nossa nação.\! Acreditava-se que a dinastia deles havia terminado.\! No entanto, nós, os Herdeiros de Dargon, passamos três gerações em uma missão para restaurar a família Dargon.\! Você, bisneto dele, será nosso rei."
"We could not reveal your identity, not even to you.\! There are many powerful forces who would have wanted you dead.\! But the time has come for you to claim your rightful place on the throne.","Não podíamos revelar sua identidade, nem mesmo para você.\! Há muitas forças poderosas que gostariam de vê-lo morto.\! Mas chegou a hora de você reivindicar seu lugar de direito ao trono."
"Don't look at me.\! Seems to me you should have a seat on that nice throne there, friend.","Não olhe para mim.\! Para mim, parece que você deveria se sentar naquele belo trono ali, amigo."
This doesn't feel right.\! I did nothing to deserve to rule over anyone...,Isso não parece certo.\! Não fiz nada para merecer governar ninguém...
"The people have wished this for longer than living memory.\! We of the Scions of Dargon have taken many lives, and endured much to get to this point.\! You must accept your fate, my king.\! For the future of our homeland...","O povo desejou isso por mais tempo do que se é capaz de lembrar.\! Nós dos Herdeiros de Dargon tiramos muitas vidas e sofremos muito para chegar a este ponto.\! Você deve aceitar seu destino, meu rei.\! Pelo futuro de nossa terra natal..."
"I always knew you were a noble spirit.\! Can't think of a more deserving soul to randomly become a king.\! Don't worry about it, we can figure out the details later.","Sempre soube que você tinha uma alma nobre.\! Não consigo pensar em uma alma mais merecedora de se tornar um rei tão aleatoriamente.\! Não se preocupe com isso, podemos descobrir os detalhes mais tarde."
Narima...\| I wish for my people to join the fight against the Empire of Archaelus...\| can this happen?,Narima...\| Desejo que meu povo se junte à luta contra o Império de Archaelus...\| Isso é possível?
It shall be done.,Assim será.
