ENGLISH,PORTUGUÊS (BRASIL)
"Why, look at this.\! The Messiah crosses my path once again.\! You've been doing that a lot lately, young man.","Veja só isso.\! O Messias cruzando meu caminho mais uma vez.\! Você tem feito isso bastante ultimamente, jovem."
Errr... I have??,É... Tenho??
"Oh, yes indeed.\! And believe me, I am quite flattered.","Sim, tem.\! E acredite em mim, me sinto lisonjeada."
What the...\| What do you mean?\! I mean I'm certainly impressed by your...,"O quê...\| O que quer dizer com isso?\! Quero dizer, certamente me impressiona seus..."
"Ha, by my what, hmmmm?\! Surely it is my fantastic magical aptitude, no?\! Or is it my lust for battle, or is it...\| both of these?","Haha. Pelos meus... hmmm?\! Certamente é pela minha fantástica aptidão mágica, né?\! Ou é meu ímpeto por batalhas... ou será...\| esse par aqui?"
"*GULP*\| I... uh...\! Yes.\! And yes... I mean, no!!!\! Beatrix, what are you doing???","*GULP*\| Eu... ah...\! Sim.\! E sim... Quero dizer... não!!!\! Beatrix, o que está fazendo???"
"You know very well what I...\| what we're doing.\! I see you prowling about in the distance.\! That analytical little mind whizzing away in a whirlwind of thoughts.\! Who is this unusual dame?\! And just HOW to tame her??\! Is she siren, or succubus? The mystery must be tantalizing...",Sei muito bem o que eu...\| o que nós estamos fazendo.\! Eu vejo você para lá e para cá de longe.\! Essa mente inquieta em meio a um redemoinho de pensamento.\! Quem é essa dama diferente?\! E COMO posso domá-la??\! Ela é uma sereia ou uma súcubo? O mistério deve ser tentador...
"Don't worry, just follow my lead on this little dance.\! You see, \n[8], I have prowled you just the same.\! You have grown powerful, and famed, and to that, I am irresistably compelled.\! For it is power that moves me, and thrills me... I feel the quiver of its compulsion in my bones, and so too do you, \n[8]... when you lay eyes on me.\! Don't you, mmm?","Não se preocupe, deixa que eu te guio nessa dança.\! Sabe, \n[8], eu o tenho observado da mesma maneira.\! Você se tornou poderoso e famoso, e isso se tornou irresistível.\! Pois é o poder que me move... que me emociona... Sinto o tremor dessa compulsão em meus ossos, assim como você, \n[8]... quando põe os olhos em mim.\! Não é assim?"
"You give me little choice, Beatrix.","Você não me deixa muita escolha, Beatrix."
"Do not worry, I can see it in your eyes.\! But it would do me a world of good to hear you say the words, my good \n[8].","Não se preocupe. Posso ver em seus olhos.\! Mas me faria muito bem ouvir as palavras da sua boca, \n[8]."
"Not gonna let this go, are you?\! Yeah. I can't stop thinking about you, and I can't get my eyes off you.\! What sane man could?\! Believe me, I have tried...","Você não vai deixar isso para lá, né?\! Sim. Não consigo parar de pensar nem tirar os olhos de você.\! Que homem em sã consciência conseguiria?\! Acredite em mim, eu tentei..."
"Oh, come now, there is no reason to resist.\! You are in for the ride of your life.\! I can show you things and experiences you did not imagine possible.\! Come here, \n[8], and I will give you a new sense of purpose that you so desire.","Ah, fala sério. Não há por que resistir.\! Você embarcou na jornada da sua vida.\! Posso lhe mostrar coisas e experiências que nunca imaginou ser possíveis.\! Vamos, \n[8], e lhe darei um novo senso de propósito que tanto queria."
