ENGLISH,PORTUGUÊS (BRASIL)
"Hey there, Sybil was it?\! \n[8] says you're good people so you're alright with me.\! Good fightin' out there.","Ei, Sybil, né?\! \n[8] disse que você é uma boa pessoa então para mim também será.\! Bela luta lá fora."
"Thanks! Hey, right back at you Mr. Barnabas.\! Pretty good for an old farmer type.","Obrigada! Ei, igualmente, Sr. Barnabas.\! Se saiu bem para um fazendeiro velho."
"That's Master Sergeant Barnabas to you, lady!","É Primeiro Sargento Barnabas para você, mocinha!"
"Yeah, whatever.\! Hey just let me know if you need to take a rest, I am a healer, ya know!","Ok, que seja.\! Só me diga se precisa descansar. Sabe, sou uma curandeira!"
What the-\! Sharp tongue on this one!,"O que-\! Linguinha afiada, hein?"
"Hey now, just giving you a hard time!\! Figured a military guy like yourself would be used to it!",Só estou provocando!\! Achei que um militar como você estaria acostumado com isso!
"Never was the type to go straight into the jokes.\! Gotta feel someone out a bit first!\! Ya know, wine 'n dine me before ya ask for a kiss, heh heh!","Nunca fui do tipo que ia direto para as piadas.\! Preciso conhecer a pessoa um pouco antes!\! Sabe, vinho e jantar antes de pedir um beijo. Hehehe!"
"Um... ewww?\! Sorry Mr. Farmer, I'm keepin' my options open right now!","Hm... Nojo!\! Desculpa, Sr. Fazendeiro. Vou continuar solteira por agora!"
!!!\! What the-\! That ain't what I meant!,!!!\! O q-\! Não foi o que eu quis dizer!
"Hahahaha! Too easy!\! Hey I like you.\! Let's stick together out there, eh?\! Seems I'm not the only one with something to learn!","Hahahaha! Fácil demais!\! Ei, gosto de você.\! Vamos continuar juntos lá fora, beleza?\! Parece que não sou a única que tem algo a aprender!"
"Sigh...\| You're gonna be trouble, I can tell.\! Glad you're on our side!","*Suspiro*...\| Você vai me dar trabalho, já dá para ver.\! Fico feliz que esteja do nosso lado!"
