ENGLISH,PORTUGUÊS (BRASIL)
"Here we stand at Mount Ptolomea, gateway to the heavens.\! Tell me, scholar, why do you serve the Zanatus cult?","Aqui estamos no Monte Ptolomea, portal para os céus.\! Conte-me, estudante, por que serve ao culto de Zanatus?"
"T-to serve the true god, of course.\! To expose the lies of the Donari, to bring balance to this world...","P-para servir ao verdadeiro deus, é claro.\! Para expor as mentiras dos donari e trazer equilíbrio a este mundo..."
"Spare me the flowery words, scholar.\! We all have a price.\! You have been promised great rewards.","Poupe-me desses floreios, estudante.\! Todos temos um preço.\! Foi-lhe prometido grandes recompensas."
The Grandmaster has already made me powerful.\! Have you questioned why you are still as you always were?,O Grão-mestre já me fez poderoso.\! Já questionou por que você ainda é como sempre foi?
...\| Y-you were already a great warrior...\| The Grandmaster sought to make you his champion.\! The weapon and the will of Zanatus before he returns to this world.,...\| V-você era um grande guerreiro...\| O Grão-mestre procurou fazer de você o campeão dele.\! A arma e a vontade de Zanatus antes de ele retornar a este mundo.
"Sure, let's go with that.","Claro, vamos dizer que sim."
A-And my gift is far different!,E... e meu dom é muito diferente!
"The language of the ancient Donari.\! Has anyone else commited their lives to the mastery of it, as you have?",O idioma dos antigos donari.\! Mais alguém dedicou suas vidas ao aperfeiçoamento dele como você o fez?
W-what is the point of your questions?!,A-aonde quer chegar com essas perguntas?
"You killed the only other one. Oxley.\! No one could interpret the texts without decades of study.\! Yet the Grandmaster possesses knowledge even you do not have.\! Why do you think that is, Jebediah?","Você matou o único outro. Oxley.\! Ninguém poderia interpretar os textos sem décadas de estudo.\! Ainda assim, o Grão-mestre possuía conhecimentos que você ainda não possui.\! Por que acha que isso acontece, Jebediah?"
"Y-you will not shake my resolve, Hand of Zanatus...\| The true god knows all and sees all!","V-você não vai abalar minha determinação, Mão de Zanatus...\| O verdadeiro deus conhece e vê tudo!"
"I hope for your sake that someday you learn that only you can control your destiny.\! The Nephilim Army is winning the war, and they will be at Casamir's doorstep in a matter of weeks.\! Soon, we will all have to make a choice.","Espero, para o seu bem, que um dia aprenda que só você pode controlar seu destino.\! O Exército Nephilim está ganhando a guerra e eles estarão na porta de Casamir em questão de semanas.\! Logo, todos teremos que fazer uma escolha."
