ENGLISH,PORTUGUÊS (BRASIL)
"\c[1]Embor Palace, throne room of Duke Jaromir\c[0]","\c[1]Palácio de Embor, sala do trono do Duque Jaromir\c[0]"
"Ah... we finally meet.\! The Duchy of Embor is restored, thanks to...","Ah... finalmente nos encontramos.\! O Ducado de Embor foi restaurado, graças a..."
By the Avatars...,Pelos Avatares...
You are...,Você é...
\n[8].\! I take it you are Duke Jaromir?,"\n[8].\! Acredito que você seja Duque Jaromir, correto?"
"What the...\| Guess I look the part, huh?","O quê...\| Acho que a semelhança não me escapa, né..."
"Donar stands before me.\! How can I not kneel before you?!\! You are here, more than just a myth or a legend...\! This is the foremost moment in my life...","Donar encontra-se diante de mim.\! Como posso não me ajoelhar perante a vós?\! Você está aqui, muito além de um mito ou lenda...\! Este é o momento mais importante da minha vida..."
"Alright, alright, let's just be people here...","Certo, certo... Vamos ser apenas pessoas aqui..."
"You have come to our world to destroy evil.\! There is no other possibility... please, allow me to join the ranks of your army, holy Donar...","Você veio ao nosso mundo para destruir o mal.\! Não há outra possibilidade... por favor, permita que eu me junte aos ranques de seu exército Santo Donar..."
"I don't have much of an army yet.\! But I know there are many people out there just like you, waiting for the opportunity to strike back.","Ainda não tenho um exército.\! Mas sei que há muitas pessoas lá fora, como você, esperando pela oportunidade de dar o troco."
"It's quite a risk, the Empire's going to want your hide...","É um grande risco, o Império vai querer se esconder..."
"My lands, my resources, and my own blade are at your disposal, holy Donar.\! My soldiers are the most resolute in all of Veridia.\! Please, give us our divine mission at once!","Minhas terras, meus recursos e minhas própria espada estão ao seu dispor, Santo Donar.\! Meus soldados são os mais bravos de toda Veridia.\! Por favor, dê-nos nossa missão divina de uma vez!"
"Please don't bow to me.\! We're not the Empire, we're the free people of Veridia.\! Let's see what the famed warriors of Embor can do on the battlefield!","Por favor, não se curve a mim.\! Não somos o Império. Somos o povo livre de Veridia.\! Vamos ver o que os famosos cavaleiros de Embor pode fazer no campo de batalha!"
