ENGLISH,PORTUGUÊS (BRASIL)
Chapter 4: Paradigm Shift,Capítulo 4: Mudança de paradigma
"It's times like these I ask me'self what went wrong. How'd the likes of Stefan end up against these devil worshippers, runnin' the risk of bringin' harm to this beautiful face voluntarily?\! Ah well, these prisoners likely won't be savin' themselves.","É em tempos assim que me pergunto o que deu errado. Como os conhecidos de Stefan acabaram contra esses adoradores do mal, correndo o risco de machucar esta bela face voluntariamente?\! Esses prisioneiros provavelmente não se salvarão."
"These guards are no joke, but as a certified Thief™, I can take these guys out with a Stealth Attack.\! If I'm the one attackin', I'll be able to hit enemy squads from behind, no need to fuss with the heavily-armored front line guys.","Esses guardas não estão de brincadeira, mas como um Ladrão™ certificado, posso derrotá-los com um Ataque furtivo.\! Se for eu atacando, poderei atingir esquadrões inimigos pela retaguarda, sem precisar lidar com a linha de frente altamente protegidos."
"Someone up there likes you, friend. Let's get ya out of those chains...","Alguém lá de cima gosta de você, camarada. Vamos te tirar dessas correntes..."
...\| W-what's going on...,...\| O... o que está acontecendo...
Name's Stefan. I'm workin' for the Temple.,Meu nome é Stefan. Trabalho para o Templo.
"...Thank you, Stefan...\| I'm \n[8].","... tem minha gratidão, Stefan...\| Sou \n[8]."
"Can ya swing a sword, \n[8]? Well I hope so, because these cultists are hot on my trail.\! We'd best find our way outta here, friend. I think I saw the exit around the corner, just northwest of here.","Sabe usar uma espada, \n[8]? Bom, espero que sim, pois esses adoradores tão na minha mira.\! Melhor encontrar um jeito de dar o fora daqui, camarada. Acho que vi uma saída aqui por perto, a noroeste daqui."
"...Whoa. Stefan, how do you plan on getting by the blonde with the giant hammer?","... Ó céus. Stefan, como planeja passar pela loira com o martelo gigante?"
"Nah, that's Diana, our ticket outta here. She's my partner in crime!","Relaxa. Aquela é a Diana, nosso passe para sair daqui. Ela é minha parceira de crime!"
"Diana, as in, the leader of the Temple Paladins? I never thought I'd see her in the flesh.\! Why in the world would such a figure be here...","Diana? Como em Diana, a líder dos Palatinos do Templo? Nunca imaginei que a veria em carne e osso.\! Por que no universo alguém tão importante estaria por aqui?"
"Let's have a meeting of the minds later, \n[8]. If I were you, I'd just do what I do and let Diana deal with these guys while I nab the loot.\! Works like a charm every time, heh heh.","Depois falaremos sobre isso, \n[8]. Se eu fosse você, faria o que eu faço e deixaria Diana cuidar desses caras enquanto eu pego os espólios.\! Funciona que é uma beleza! Toda santa vez. He, he."
Are you one of the prisoners here?,Também lhe prenderam aqui?
"Yes, I was...",Sim.
This is fortunate. We did not expect this. You must come with me.,Sorte a nosso favor. Não esperava por isso. Você deve vir comigo.
Guess I'm in no position to argue...,Acho que não estou em posição de negar...
"Hell's bells, guess my cover's blown!\! We gotta get movin', kid, they're bringin' in reinforcements!","Oras bolas, parece que meu disfarce foi pros ares!\! Precisamos sair fora. Eles tão com reforço a caminho!"
"Well would ya look at that.\! We got ourselves some Treasure, ripe for the taking.\! Sure it's not part of my mission, but as a certified Thief, I would be doing a disservice to my kind to leave any Treasures behind! It's my moral duty.\! All I gotta do is walk right on top of it, and what's inside the Treasure is ours. In fact, anyone can grab it, not just me!","Ora, ora, veja só isso.\! Um tesouro pronto para ser tomado.\! Claro que isso não é parte da minha missão, mas como Ladrão certificado, seria um desserviço para a categoria se eu deixasse tesouros para trás! É meu dever moral.\! Tudo o que preciso fazer é passar por cima e o que estiver dentro do tesouro será nosso. Na verdade, qualquer um pode pegar, não só eu!"
