ENGLISH,PORTUGUÊS (BRASIL)
I thought I smelled something.\! What do you want?,Achei que havia sentido o cheiro de algo.\! O que quer?
"I want only to win your heart, my future pirate queen.","Só quero conquistar seu coração, minha futura rainha pirata."
"If I am your future pirate queen, at the first opportunity, I will slice your throat open and keep all the gold to myself.\! Yes, I agree to this.","Se sou sua futura rainha pirata, na primeira oportunidade, cortarei sua garganta e ficarei com o ouro todo para mim.\! Sim, com isso eu concordo."
"Ah, but then you would be deprived of the privilege to gaze upon my beautiful visage, my queen.","Ah, mas aí você seria privada do privilégio de olhar meu belo rosto, minha rainha."
"Well, too bad, because I would never associate with the likes of you!!","Bom, azar o seu, pois eu nunca me associaria com alguém como você!!"
"Oh, sure you would.","Ah, claro que iria."
Grrrrr....\| Why are you so....,Grrrrr....\| Por que você é tão...
Handsome?,Bonito?
"So PERSISTANT!!\! I cannot believe you kept trying for so long!\! Do you even realize how much I insulted you?\! Your smell, your lifestyle, your personality, everything!\! Yet, you persist!! No man has lasted so long through my verbal abuse.\! You are one remarkable man.","Tão INSISTENTE!!\! Não consigo acreditar que continuou tentando por tanto tempo!\! Faz ideia do quanto eu já o insultei?\! Seu cheiro, seu estilo de vida, sua personalidade... tudo!\! Ainda assim, você insiste!! Nenhum homem aguentou por tanto tempo meu abuso verbal.\! Você é um homem notável."
"Whoa, whoa there.\! I feel like we just met.\! Let's slow down - how's about you and I share a drink before we set off next?","Ei, pera aí.\! Parece que acabamos de nos conhecer.\! Vamos ir com calma. Que tal você e eu tomarmos uma bebida antes da próxima viagem?"
"One drink.\! But that is it! And I am watching you like a hawk, no funny business!",Uma bebida.\! E só! Estou de olho em você igual a uma águia. Sem gracinhas!
"Come now, m'lady, I'll be a perfect gentleman.\! After you...","Vamos, milady. Serei um perfeito cavalheiro.\! Após você..."
