ENGLISH,PORTUGUÊS (BRASIL)
"It is like a game of chess.\! You will command groups of soldiers known as ""Squads"", and each squad will have a leader.",É como um jogo de xadrez.\! Você comandará grupos de soldados conhecidos como “esquadrões” e cada esquadrão terá um líder.
"You appear as blue, and the enemy team appears in red.",Você aparece em azul e a equipe inimiga em vermelho.
"Time to engage in combat!\! First, you must move your squad next to me.\! Select your squad, then select the tile next to my squad on the map to move.","Hora de iniciar um combate!\! Primeiro, você precisa deslocar seu esquadrão para perto de mim.\! Selecione seu esquadrão e, em seguida, selecione o espaço perto do meu esquadrão no mapa para se deslocar."
"Right. Now, it's time to attack.\! Choose the attack option, then target me.\! Careful, defenders will counter attack if they can!","Certo. Agora é hora de atacar.\! Escolha a opção de ataque e mire em mim.\! Cuidado, os defensores contra-atacarão se puderem!"
This isn't exactly fair...,Isso não é exatamente justo...
"I am one soldier with one sword.\! You're going to command a whole army some day - you must think of yourself as a leader, and your followers are your sword and shield.\! First things first, show me what you've got!","Sou um soldado com uma espada.\! Você comandará um exército completo algum dia. É preciso pensar em si como líder e seus seguidores serão sua espada e seu escudo.\! Antes de mais nada, mostre-me do que é capaz!"
Not bad.\! Now let's raise the stakes.,Nada mal.\! Agora vamos aumentar as apostas.
"You're now leading a squad with a good balance of troop types.\! You've got heavily-armored troops in front, or ""Heavy Infantry.""\! Always rely on Heavy Infantry to serve as the backbone of your army, not only to protect weaker allies, but to rush down and attack.\! Your squad also has 3 ""Archers"".\! These long-range troops are not as sturdy, but can attack from a distance, avoiding counter-attack.","Agora você está liderando um esquadrão com um bom equilíbrio de tipos de tropa.\! Você tem tropas fortemente armadas na frente ou “Infantaria Pesada”.\! Sempre conte com a Infantaria Pesada para servir como uma espinha dorsal para seu exército, não só para proteger aliados mais fracos como para avançar e atacar.\! Seu esquadrão também tem 3 “Arqueiros”.\! Essas tropas de longo alcance não são tão robustas, mas podem atacar a distância, evitando contra-ataques."
"Your turn is up for now.\! Access the menu, and ""End Turn"" to proceed.",Acabou seu turno por enquanto.\! Acesse o menu e selecione “Acabar turno” para continuar.
"Now you're ready.\! Attack me, and try to take me down!","Pronto, tudo preparado.\! Ataque-me e tente me derrotar!"
"Nothin' to it. There's a great deal more to learn.\! But for now, you should be able to lead our forces against Antares.\! As we progress, tutorials will pop up, and you'll be able to access them whenever you want.","Nada mal. Ainda há algo importante a se aprender.\! Mas, por ora, você deve ser capaz de liderar nossas forças contra Antares.\! Conforme progredirmos, os tutoriais aparecerão e você poderá acessá-los sempre que precisar."
