ENGLISH,PORTUGUÊS (BRASIL)
"Here we stand, together again.\! You've a lot to answer for, \n[8].","Cá estamos, juntos novamente.\! Você tem muitas respostas a dar, \n[8]."
"No matter how many lies you pile onto yourself, you still play the part.\! Some day, Casamir, your lies are going to catch up to you.","Não importa quantas vidas acumule, você ainda tem o seu papel.\! Algum dia, Casamir, suas mentiras vão sair pela culatra."
Your glib remarks mean nothing.\! All that matters is my imminent coronation to become Emperor of all Veridia.,Seus comentários simplórios não significam nada.\! Tudo o que importa é minha coroação iminente para me tornar o imperador de toda Veridia.
"You've built quite a following, you know.\! They say you're the bringer of light, the hero of the West... some even think you're the reincarnation of their god.","Sabe, você acumulou muitos seguidores.\! Dizem que você quem trará a luz, a pessoa heroica do Oeste... alguns até acham que você é a reencarnação do deus deles."
"It seems pretending to be a religious savior to win the hearts of the people nearly won this war for you.\! The Temple is too dangerous to be left intact, as are their beliefs, and their...\| folk heroes.","Parece que fingir ser uma força religiosa salvadora para ganhar os corações das pessoas quase resultou na vitória desta guerra para você.\! O Templo é perigoso demais para permanecer intacto, bem como suas crenças e seus...\| heróis de contos de fada."
Gunners... ready!!!,Atiradores... Preparar!!!
"Goodbye, \n[8].\! Give my regards to... whatever god you people worship these days.","Adeus, \n[8].\! Dê meus cumprimentos a... seja lá o deus que seu povo venera hoje em dia."
FIRE!,ATIRAR!
"\c[1]What have they done, my champion?\! Such folly, such recklessness.\! To cause you such harm...\| all for what?\! To continue this fairy tale, this... prophecy of theirs?!","\c[1]O que eles fizeram?\! Tamanha loucura, tamanha imprudência.\! Para causar tanto sofrimento...\| tudo a troco de quê?\! Para continuar este conto de fadas, esta... profecia deles?"
"\c[1]You have become powerful, my champion. Peerless in this world!\! You know what you must do.\! Do it, and the power bestowed upon you will be yours forever.",\c[1]Você detém um grande poder. Inigualável neste mundo!\! Você sabe o que precisa fazer.\! Faça-o e o poder concedido a você será seu para sempre.
It shall be done.,Assim será.
