ENGLISH,PORTUGUÊS (BRASIL)
It is to be nothing but...,"Não era para ser nada, mas..."
...Sinarran Spice?,... Tempero Sinarrano?
"5,000,000 Human gold coins to be purchasing this shipment...",5.000.000 de moedas de ouro humanas para comprar este carregamento...
"5 million big ones?! Hell's bells, some fancy folk in Veridia really wants this stuff!\! Hey, Rask, what gives? ...Cat got your tongue?!\| 5 million gold mean anything to ya?!","5 milhões?? Caçamba! Tem pessoas chiques em Veridia querendo mesmo esse negócio!\! Ei, Rask, e aí? ... O gato comeu sua língua?\| 5 milhões de ouro significa alguma coisa para você?"
"Are you to be knowing what is Sinarran Spice, human?","Você faz ideia do que é Tempero Sinarrano, humano?"
'Course I do! It's Sinarran Nervestim! The good stuff. Catnip. Whatever ya wanna call it.\! Got any other quiz questions?,Claro que sei! É Nervestim Sinarrano! Coisa boa. Catnip. Seja lá como quiser chamá-lo.\! Tem mais alguma pergunta?
"When it is to be being consumed by humans, it gives grrrreat pleasure.\! But to us Barek Tor, it is just to be used as normal spices for our food. Safe to be being consumed by us. But for human, verrrry dangerous.","Quando é consumida por humanos, ele trrraz grrrande prrrazer.\! Mas, para nós, Barek Tor, é só usado como tempero comum em nossa comida. Seguro para nosso consumo. Mas, para humanos, muito perigoso."
"Heh heh, yeah. Will never forget my first time. You kitties sure make good stuff.","Hehe, é. Jamais vou esquecer minha primeira vez. Vocês, gatinhos, fazem uns bagulhos bons."
"Do you know what humans are to be calling ""catnip"" is only, as you say, processed to becoming very powerful.\! And it is my own people who are to be doing the processings.\! Humans enslave Barek Tor to be feeling pleasure from the spice that is to be coming from our homeland.","Sabe que o que humanos chamam de “catnip” é só, como você diz, processado para se tornar bem forte.\! É meu povo que fará os processamentos.\! Humanos escravizam Barek Tor para sentir prazer com tempero que vem de nossa terra natal."
"Sheesh... alright, alright, evil ""hoomans"", very bad guys. Well guess what, we just stole all their loot. Good, right?\! Come on, let's get paid and get outta here.","Droga... Certo, certo, humanos maus, bem maus. Que saber, acabamos de roubar todo o saque deles. Bom, não?!\! Vamos nessa. Vamos pegar o pagamento e dar o fora daqui."
"Raskuja will not to be takings gold from forced slavery of his own kin.\! Raskuja is to be retiring from this employ. The gold that was to be being Raskuja's share is to be paying off his debts. We are to be square, human.\! And prrrray Raskuja is not to be hirings by your enemies.","Raskuja não vai pegar ouro de escravidão de seu próprio povo.\! Raskuja vai se aposentar deste trabalho. O ouro que era para ser da parte de Raskuja será para pagar suas dívidas. Estamos quites, humano.\! E reze para Raskuja não ser contratado por inimigos."
