ENGLISH,PORTUGUÊS (BRASIL)
"Well met, Sergeant Barnabas! I am honored to fight alongside such a legend.","Que encontro, Sargento Barnabas! É uma honra lutar ao lado de uma lenda."
"Aww, get outta here, I ain't a legend at nothin'. Nice to hear anyhow.","Ah, para com isso. Não sou lenda coisa nenhuma. Mas é bom ouvir isso."
"Begging your pardon, but you have such a strange way of speaking.\! The grammar and sentence structure seems... so free.","Desculpa, mas você tem um jeito estranho de falar.\! O jeito não clássico de falar parece... tão livre."
"""Free"" eh? Heh heh heh...\! Kiddo, not everyone talks all fancy-like, as they do at the Academy.\! Where I come from, good ole' Melmonde, everyone sounds like me!\! Y'ain't never heard someone from the countryside before?","“Livre” é? Hehehe...\! Nem todo mundo fala todo “chicoso” como fazem na Academia.\! De onde eu venho, da boa e velha Melmonde, todo mundo fala assim!\! Nunca ouviu alguém do campo falando?"
Fascinating! What is this... Melmonde? You speak quite fondly of it.,Fascinante! O que é essa... Melmonde? Você fala com muito carinho a respeito.
"Oh yeah. Ain't nothin' like home sweet home.\! Melmonde's a real nice town in the Rimorgue Valley that sprang up from a farmin' market for all the wheat 'n grapes goin in and out.\! I got a few bits 'a ranch land just outside 'a town. Been in the Fitch family for years - best darned horses in the Midlands, I tell ya.\! I treat 'em like I would my own flesh 'n blood.","Ah, sim. Nada como o lar, doce lar.\! Melmonde é uma cidadezinha no Vale Rimorgue que nasceu de um mercado de fazendeiros para que todo o trigo e as uvas fossem negociadas.\! Tenho um pouco de terra lá que fica saindo da cidade. Estão na família Fitch faz anos. Te falar, melhores cavalos da terra média.\! Cuido deles como se fossem da família."
"It sounds... so peaceful. What a happy life you seem to have, Sergeant Barnabas.\! How noble you must be to leave it behind to serve this country.","Isso soa... tão calmo. Que vida feliz você parece levar, Sargento Barnabas.\! Quão nobre da sua parte deixá-la para trás para servir a esta pátria."
"Appreciate the kind words, but it ain't like that.\! When I put my horses in for the night, 'n look at my land, always a thought in the back 'a my mind... someone's fittin' to take it all away.\! Guys like me can't rest, not in times like these.\! If ole' Barnabas kicks off early, I got plenty of cousins who'd take real good care of the Fitch Farm.\! But ain't none of 'em can handle a war horse like me. So I gotta do it, kiddo.\! Know what I'm sayin'?","Obrigado pelas palavras, mas não é bem assim.\! Quando guardo meus cavalos à noite e olho minhas terras, sempre passa um pensamento na cabeça... alguém pode estar querendo pegar tudo.\! Caras como eu não descansam, não em tempos assim.\! Se o velho Barnabas morrer cedo, tenho um monte de primos que cuidariam bem da Fazenda Fitch.\! Mas nenhum deles sabe como lidar com um cavalo de guerra que nem eu. Então eu que cuido.\! Tá entendendo?"
"I understand... from a certain point of view.\! I cannot say I have much that makes me feel this way. There is my sister, but she is fiercely independent and does not need my protection.\! I value...\| life itself. I feel grateful to be given the gift of the senses, that I may take in Tahnra's splendor.\! And the gift of friends most of all.","Eu entendo... de certa forma.\! Não posso dizer que tenho muita coisa que faça eu me sentir assim. Tenho a minha irmã, mas ela é bem independente e não precisa da minha proteção.\! Eu valorizo...\| a própria vida. Sinto enorme gratidão por ter recebido o dom dos sentidos, que posso levar ao esplendor de Tahnra.\! E, acima de tudo, o dom de ter amigos."
"Whatever floats 'yer boat, kiddo.\! We all need somethin' to keep the ole heart tickin'!\! Be safe out there, eh?","O que funcionar para você...\! Todos precisamos de algo para fazer o coração bater!\! Fica firme lá fora, beleza?"
