ENGLISH,PORTUGUÊS (BRASIL)
"They're here, love... I mean, Diana. I mean...","Ei, amor... Quero dizer, Diana. Quero dizer..."
We have guests! Come and greet your adoring public!,Temos visitas! Venha e cumprimente seu adorável público!
"With no one to carry the Temple scripture's legacy, this book's secrets are locked away... forever.","Sem ninguém para carregar o legado da escritura do Templo, os segredos deste livro estão trancados... para sempre."
That the corrupt hearts of men will someday exploit our new found ignorance...\! Its certitude is troubling. And one wonders what I must now do to protect the future.,Que os corações corruptos dos homens algum dia explorarão nossa recém-encontrada ignorância...\! Sua certeza é preocupante. E devo questionar o que devo fazer agora para proteger o futuro.
My apologies... it's good to see you again.,Minhas desculpas... é bom te ver novamente.
They say you have decided not to take the title of Grandmistress of the Temple... but why? Who better to serve in this role?,Dizem que você decidiu não aceitar o título de Grã-mestra do Templo... Por quê? Quem seria mais adequado a esta função?
...It is not my title to bear.\! A mind and soul of great caliber and purity will come to fulfill the role... I can only do my best until then.\! Did you need something of the Temple?,... Não é meu título para carregar.\! Uma mente e uma alma de grande calibre e pureza virão para assumir a função... Só posso fazer o meu melhor até lá.\! Você precisava de alguma coisa do Templo?
"Diana, I just wanted to see if now'd be a good time to make my induction into the Sisterhood of Justice official!\! You mentioned, back in Embor, that we should do this when we get the chance, in front of all the Temple.\! I know I have much to answer for... so perhaps now I've lost the privilege...","Diana, eu só queria ver se agora seria um bom momento para oficializar minha posse na Irmandade da Justiça!\! Você mencionou, em Embor, que devemos fazer isso quando tivermos a chance, na frente de todo o Templo.\! Sei que tenho muito a responder... então talvez agora eu tenha perdido esse privilégio..."
"And, well... I was also wondering if Barnabas and I could get married here!","E, bem... Também queria saber se Barnabas e eu poderíamos nos casar aqui!"
"Whoa, hold up a minute!\! Well now you've got me in a pickle, askin' all formally like that.","Eeeei. Espera um pouco!\! Bom, agora você me pegou de surpresa, pedindo formalmente assim."
"Oh come on, what are you waitin' for, the right time to settle down?\! Hahaha!","Ah, fala sério. O que você está esperando? A hora certa para juntarmos as meias?\! Hahaha!"
Heh. Fair enough.,É... Justo.
"Ah, you'd just like to make it formal.\! To be honest, I'd forgotten all about that. To me, your induction into the sacred order was official then and there.\! But, after your decision to follow Lysander, I still want to see you mature a bit, not to fall so easily to suggestion. You must be your own person.\! ...\|One year of satisfactory service to the Temple, then you will reach the first rank within the Sisterhood of Justice.\! That's the best I can do, and I believe you have what it takes.","Ah, você só queria tornar oficial.\! Para ser sincera, eu esqueceria tudo isso. Para mim, sua nomeação na ordem sagrada já é tida como oficial já faz tempo.\! Mas, após sua decisão de seguir Lysander, ainda preciso ver se você amadureceu, para não ser facilmente influenciada. Você deve ser a sua própria pessoa.\! ...\|Um ano de serviço satisfatório ao Templo e alcançará o primeiro posto dentro da Irmandade da Justiça.\! Isso é o melhor que posso fazer e acredito que você tem o que é necessário."
"And in regards to a marriage ceremony, talk to Stefan about that.\! Though, I suggest the groom agree voluntarily first.","E em relação à cerimônia de casamento, converse com Stefan a respeito.\! Apesar de que, sugiro que o noivo concorde voluntariamente primeiro."
"I am ready, Diana... more than ever, to devote myself to this Temple.\! I formally request another chance to become a member of the Sisterhood of Mercy.\! I'll do whatever it takes.","Estou pronta, Diana... mais do que nunca para ser devota a este Templo.\! Solicito formalmente outra chance de me tornar uma membra da Irmandade da Misericórdia.\! Farei o que for preciso."
"...Given the circumstances, perhaps another chance is warranted.\! I do not blame you for what you must feel is a betrayal. You could not ignore your instincts.\! But this will be the second Temple induction chance for you, which is highly unusual...\! One year of satisfactory service, then you will be granted the first rank within the Sisterhood of Mercy.\! That's the best I can do, and I believe you have what it takes.","... Dada as circunstâncias, quem sabe outra chance seja concedida.\! Não a culpo, pois você deve se sentir traída. Você não poderia ter ignorado seus instintos.\! Mas esta será a segunda chance de nomeação do Templo, o que é algo raro...\! Um ano de serviço satisfatório e lhe será concedido o primeiro ranque dentro da Irmandade da Misericórdia.\! Isso é o melhor que posso fazer e acredito que você tem o que é necessário."
"Hey, not bad, all things considered! Whaddya say?","Ei, nada mal, considerando tudo! O que me diz?"
"...\| Thank you so much. You won't regret this, I swear!","...\| Muito, muito obrigada. Você não vai se arrepender, eu juro!"
"\n[8]...\| We go into the unknown.\! With the dark god slain, the people of Tahnra again have the power to bring about great change, for both good and evil.\! I do not know what lies ahead for you. But if you need me, I'll be there.","\n[8]...\| Iremos para o desconhecido.\! Com o deus das trevas morto, o povo de Tahnra novamente tem o poder de trazer grandes mudanças, tanto para o bem quanto para o mal.\! Não sei com o que vai se deparar em seu caminho. Mas se precisar de mim, estarei aqui."
