ENGLISH,PORTUGUÊS (BRASIL)
"Diana, can you tell me about the original Nephilim?","Diana, pode me contar sobre o Nephilim original?"
"Eager to learn, aren't you?\! The Temple has its stance on the Nephilim, regardless of multiple interpretations.","Desejo por conhecimento aflorado, né?\! O Templo tem sua posição em relação ao Nephilim, independentemente de diversas interpretações."
This is your stance as well?,Também é sua posição?
"The Saints Donar, Galzus, Cyrene, Ishtar, and Landis are the founders of our faith.\! Donar, as we interpret, was the physical embodiment of his divine power in Tahnra. The moment the man we know as Donar arrived in our world, we believe Donar through flesh and blood became one with us mortal beings, and made us Donari.\! Galzus was a warrior who relied upon his strength and ferocity.\! You find similar traits in the others - Landis's guile, Cyrene's kindness, and Ishtar's devotion.\! Each of the five Nephilim are represented by one of the five virtues of the Temple, and five elements of our Universe.\! Donar of the Light, Galzus of fire, Cyrene of water, Landis of wind, and Ishtar of earth.\! These are the pillars of virtue that are used to judge the quality of our devotees.\! Some choose to walk the path of all Saints, others will favor one in particular.","Os santos Donar, Galzus, Cyrene, Ishtar e Landis são os fundadores da nossa fé.\! Donar, como interpretamos, foi a representação física de seu poder divino em Tahnra. No momento que o homem que conhecemos por Donar chegou ao nosso mundo, cremos que se tornou um conosco, em carne e sangue, e nos tornou Donari.\! Galzus foi um guerreiro que contava com sua força e ferocidade.\! Você encontrar características similares nos outros: astúcia em Landis, bondade em Cyrene e devoção em Ishtar.\! Cada um dos cinco Nephilins são representados por uma das cinco virtudes do Templo e os cinco elementos do nosso Universo.\! Donar da Luz, Galzus do Fogo, Cyrene da Água, Landis do Vento e Ishtar da Terra.\! Esses são os pilares da virtude que são usados para julgar a qualidade de nossos devotos.\! Alguns escolhem seguir o caminho de todos os santos, outros favorecem um em particular."
Aha...\| So can I guess that Galzus is your favorite Saint?,"Haha...\| Então acho que Galzus é seu santo favorito, certo?"
He is told as the most fearless and fearsome being who ever lived...\! I can only hope to emulate his story.,Ele é descrito como o mais destemido e mais temido que já viveu...\! Só posso almejar repetir a história dele.
"Well, does such a being exist to match you in battle?","Bom, existe alguém assim que consiga enfrentá-la em batalha?"
"An opponent may not be one's downfall.\! It could be one's own pride, or something unforeseen.\! This is a dangerous world, \n[8]...","Um oponente não pode ser a queda de alguém.\! Mas o orgulho ou algo imprevisto.\! Este é um mundo perigoso, \n[8]..."
"Yeah... I guess so.\! Diana, I have to tell you. So often, I think you should be in command of this army, not me.","Sim... Acho que sim.\! Diana, preciso lhe falar. Frequentemente, penso que você deveria comandar este exército, não eu."
You humble me. But we are going into the unknown.\! I do not possess the knowledge or training to coordinate an army as you do... I prefer simply to feel the crunch of my enemies' skulls under my boot.,Fico sem palavras. Mas estamos indo rumo ao desconhecido.\! Não possuo o conhecimento nem o treinamento para coordenar um exército como você o faz... Prefiro só sentir os crânios inimigos estilhaçarem sob minha bota.
...What a lovely picture you paint.,... Que linda imagem vem à imaginação.
