ENGLISH,PORTUGUÊS (BRASIL)
Hello again Diana...,"Olá mais uma vez, Diana..."
...Snuck up on me there.\! ...How long have you been there?,... Se esgueirando...\! ... Há quanto tempo estava aí?
"Aha, is that for me?\! Me like eat.","Ei, isso é para mim?\! Mim gostar de comer."
"Heh...\| Yes, I've attempted to extend our supplies by using fewer base ingredients, while mixing in some local flora.","É...\| Sim, tentamos prolongar nossos suprimentos ao usar menos ingredientes básicos ao misturar parte da flora local."
"By Donar, you are too kind to me. You don't have to keep this up...","Por Donar, você é incrível comigo. Não precisa continuar com isso..."
But my muscles do appreciate it.,Mas meus músculos agradecem.
...Yes big...\| I-I mean!!\| I'm sure they...,"... Sim, grandes...\| Quero dizer...\| Certo de que eles..."
"Yep, thought so.","Sim, foi o que pensei."
"It's just...\| No, I don't mean to... It's just who you are... you're just a mystery to me.","É que...\| Não, não foi isso que quis dizer... É quem você é... Você é um mistério para mim."
"Mmhmm. I suppose, for your sake, I will have to convince myself that it is my ""mysterious personality"" that has you fixated.","Uhum. Acho que, pelo seu bem, vou acreditar que foi minha “personalidade misteriosa” que chamou sua atenção."
Heh... yeah.\| I shall now hide for the rest of my life. Good day.,Ah... é.\| Agora devo me esconder pelo resto da minha vida. Tenha um ótimo dia.
