ENGLISH,PORTUGUÊS (BRASIL)
"Hello, dear Sister Diana...","Olá, querida Irmã Diana..."
"Greetings, Sister Abigayle. Any luck with Nibbler?","Saudações, Irmã Abigayle. Teve sorte com o Bocada?"
"Oh my stars... he is so stubborn! Surely he is mature enough to fly with me, but he simply refuses every time!","Pela estrelas... ele é tão teimoso! Certamente é maduro o suficiente para voar comigo, mas ele simplesmente se recusa todas as vezes!"
That's strange. Considering how much you've cared for him.,Que estranho. Ainda mais considerando o quanto você cuidou dele.
It is...\| a little heartbreaking! And mystifying. Other dragons do not have a similar reaction and are amiable.\! Even Azuros has truly opened up to me.,É...\| de partir o coração! E intrigante. Outros dragões não tem uma reação parecida e são amigáveis.\! Até mesmo Azuros se abriu para mim.
"You know, perhaps Nibbler would rather you stay on the ground.","Sabe, quem sabe o Bocada prefira que você fique no chão."
...Hmm??,...Hmm??
"He is young. From what you've told me about dragons, his mind is that of a human child.\! Perhaps he sees you with two legs, and no wings, and insists it's not safe for you soaring through the skies.","Ele é tão novo. Pelo que você me contou sobre dragões, a mente dele é como se fosse de uma criança humana.\! Quem sabe ele veja você com duas pernas e sem asas e insista que não é seguro que você voe pelo céu."
Oh...\| you really think that's it?!,Ah...\| Você acha mesmo que é isso?
"You would know better than I. However, lacking evidence to the contrary, isn't it nice to think that might be it?","Você deve saber mais do que eu. Contudo, por falta de evidência contrária, não é bacana pensar que pode ser isso?"
"Dear Diana, you have made my day!\! ...\| I have to tell you, he has opened my mind to who I truly am...","Querida Diana, você fez o meu dia!\! ...\| Preciso falar, ele abriu minha mente sobre quem eu realmente sou..."
And what's that?,Que seria...
"Surely you already know...\| I have never once heard Donar's voice speak back to me. But I have heard my dragons, in their own way.","Tenho certeza de que já sabe...\| Eu nunca ouvi a voz de Donar me responder. Mas ouvi meus dragões, do jeito deles."
The comforts of our world are indeed more tangible than that which lies beyond our understanding. No need to hide from this realization.,Os alívios de nosso mundo são mesmo mais tangíveis do que aqueles que estão além de nossa compreensão. Não preciso me esconder dessa descoberta.
There's more...\| it's Azuros. He has...\| actually begun to speak with me.\! He has started to call me Dragon-Speaker.,"E tem mais...\| é Azuros. Ele...\| na verdade, comeu a falar comigo.\! Ele começou a me chamar de Oradora dos Dragões."
Come again?,Como?
"He has lived many, many of our lifetimes. He knows our language. I think perhaps he knows all langauges...\! But he won't speak a word to anyone else. He has told me of other dragon monarchs.\! Kalytos the Red, Duros the Black, and Adorimetra the Gold, the true mother of all dragons. In his own words, that which created them is not so different from the power of the Nephilim...","Ele viveu muito além do nosso tempo em vida. Ele conhece nossa língua. Acho que talvez ele conheça todas as línguas...\! Mas não fala uma só palavra com outras pessoas. Ele me contou sobre outros dragões monarcas.\! Kalytos, O Vermelho; Duros, O Preto; e Adorimetra, A Dourada, a verdadeira mãe de todos os dragões. Em suas próprias palavras, o poder que os criou não é tão diferente do poder dos Nephilins..."
Go on...,Continue...
"That's all, for now. He can only think about that one thing. He keeps mentioning them as though they are family. It gives him great distress...","Por enquanto, é isso. Ele só pensa em uma coisa só. Ele continua os mencionando, apesar de eles serem família. Isso o causa grande aflição..."
"Sister Abigayle, Azuros may hold knowledge otherwise unvailable to us. Perhaps even extinct from our world completely.","Irmã Abigayle, Azuros talvez tenha conhecimentos indisponíveis para nós. Quem sabe, até mesmo conhecimentos extintos de nosso mundo."
"He is still highly distrustful of humans. I need time to understand him better, dear Diana...","Ele ainda é altamente desconfiado dos humanos. Preciso de tempo para entendê-lo melhor, querida Diana..."
"Of course. Donar be with you, Dragon-speaker.","É claro. Donar te proteja, Oradora dos Dragões."
