ENGLISH,PORTUGUÊS (BRASIL)
Hello there. To what do I owe your visit?\! Usually I have to come to you.,"Ei, olá. A que devo a visita?\! Geralmente preciso ir até você."
"It is difficult to achieve a connection with the others.\! I can strike and strike again with the flint, but the spark never fires.","É difícil conseguir uma conexão com os outros.\! Posso bater e bater com a pedra, mas a faísca nunca sai."
"Yeah, it happens. Guess I try and meet everyone where they are.\! So do you, you just have this ice-cold reputation to protect, or something.","É, acontece. Acho que tentarei encontrar com todos onde eles estão.\! Você também. Você tem essa reputação fria para proteger, ou algo do tipo."
Seems I'm no longer mysterious to you.,Parece que não sou mais um mistério para você.
...You are always going to be a mystery to me.,... Você sempre será um mistério para mim.
"Charmed.\! \n[8], if you would indulge me for a moment...\! What have you noticed from the populations we have liberated?\! Resistance? Acquiescence?","Encantado.\! \n[8], se tiver um momento...\! O que percebeu nas populações que libertamos?\! Resistência? Aquiescência?"
"Hmmm, I have not given it enough thought.\! Ever since my return, my entire focus has been on defeating the enemy on the battlefield.\! ...This is why I have people like you around me.\! What have you observed?","Hm. Não pensei a respeito.\! Desde meu retorno, meu foco se voltou a derrotar o inimigo no campo de batalha.\! ... É por isso que tenho pessoas como você ao meu redor.\! O que observou?"
The purpose of this exercise is to extract your instinctual reaction.,O propósito deste exercício é extrair sua reação instintiva.
"Fine, fine.\! They feel grateful.\! Not all of them, but I do think the ""return of Donar"" has had a great effect on the people.\! I have to perpetuate the fairy tale in order to win their support.\! But, it seems that as of now, we have it.","Ok, ok.\! Eles parecem agradecidos.\! Nem todos eles, mas acho que o “retorno de Donar” teve um grande efeito nas pessoas.\! Preciso perpetuar o conto de fadas para ganhar o apoio deles.\! Mas parece que, agora, o temos."
"Indeed, we have liberated those who wish to be freed from the grip of those who worship Zanatus and condemn Donar.\! But, you mustn't forget. So many of them committed themselves to Zanatus on their own accord.\! From my observation, we, and the people who look to us for liberation, may well be outnumbered by those who see us as conquerers.\! The struggle will not end when we have defeated the last foe in combat,\! but when we have healed the deep wounds in the heart and soul of our people.","Verdade, libertamos aqueles que queriam ser libertados das garras daqueles que cultuam Zanatus e condenam Donar.\! Contudo, não se deve esquecer. Muitos deles se comprometeram com Zanatus por conta própria\! Pelo que observei, nós, e as pessoas que nos procuraram pela libertação, podemos estar em menor número comparados àqueles que nos veem como conquistadores.\! A dificuldade não acabará quando tivermos derrotado o último inimigo em combate,\! mas quando tivermos curado as feridas profundas no coração e na alma de nosso povo."
"And this is why I need you.\! Lysander, please never leave my side.\! You are my right arm, perhaps even my left.","E, por isso, preciso de você.\! Lysander, por favor, nunca deixe o meu lado.\! Você é meu braço direito, talvez até o esquerdo."
\n[8]...\| Forgive me.,\n[8]...\| Perdoe-me.
"Oh, great.\! You're going to leave my side.\! Sorry... for what?","Ah, ótimo.\! Você vai sair do meu lado.\! Mas... por quê?"
For never expressing to you that your...\| Your beauty is...\| Quite captivating.,Por nunca expressar que sua...\| Sua beleza é...\| Um tanto cativante.
"Oh... well... You are forgiven!\! A bit outside of your usual ponderings, eh?","Ah... é... Você está perdoada!\! Um pouco fora de suas ponderações habituais, hein?"
"Is it, though?\! The pursuit of beauty is a high calling.\! Without it, what we see are lifeless, soulless designs.\! Without pursuing it, why not would we then forget the value of love?\! Beauty reminds us that while our bodies occupy this world, our soul seeks to grow beyond it, into the divine.","É mesmo?\! A busca pela beleza é de suma importância.\! Sem ela, o que vemos são projetos sem vida e sem alma.\! Sem buscá-la, por que não esqueceríamos o valor do amor?\! A beleza nos lembra que enquanto nossos corpos ocuparem este mundo, nossa alma buscará crescer além deles, para o divino."
"...You are quite eloquent, my friend.","... Você é um tanto eloquente, meu amigo."
"Please, do not refer to me as your friend.\! For I cannot bear that title any longer.\! \n[8], walk with me in this life.\! Be my companion, not just my ally.","Por favor, não se refira a mim como seu amigo.\! Pois não posso mais suportar um segundo a mais.\! \n[8], caminhe comigo nesta vida.\! Seja minha companhia, não só minha aliada."
"Lysander...\| You need not give so much of your mind to win me over.\! If I am to walk this life with you,\| give me your heart as well.","Lysander...\| Você não precisa só dar o tanto que me dá de sua mente para me conquistar.\! Se for para caminhar essa vida com você,\| dê-me também o seu coração."
"That may be difficult for me to express...\! But you must know that nothing in this life could pull my heart away from you.\! Know that I yearn for you, always.","Talvez isso seja difícil para eu conseguir expressar...\! Mas você deve saber que nada nesta vida poderia tirar meu coração de você.\! Saiba que anseio por você, sempre."
"Okay, I think I can do that...","Ok, acho que posso fazer isso..."
