ENGLISH,PORTUGUÊS (BRASIL)
Beatrix... I have so much to ask you.,Beatrix... Tenho tantas perguntas.
"\n[8]... please, ask away.\! I'll talk as long as I'm not bored.\! It helps that you are pretty. Don't let anyone tell you that being pretty isn't important!","\n[8]... por favor, pergunte.\! Falarei contanto que eu não fique entediada.\! Ajuda muito essa sua beleza toda. Nunca deixe alguém dizer que beleza não importa!"
"You're of the Pendergast family?\! As in, Edmund Pendergast? Richest person alive?",Você faz parte da família Pendergast?\! Como em Edmund Pendergast... A pessoa viva mais rica.
"Yes indeed, the very same.","Sim, sou. Dessa mesmo."
You must stand to inherit untold riches.,Então deve estar esperando herdar riquezas inimagináveis.
"Well, I do deserve all the world's riches...\| but that doesn't mean the old man's going to bequeath his fortune solely to me.\! He's got an army of sycophants looking to take a bite out of his empire at all times.\! Guess we'll see when that cold, ancient heart of his finally gives out.","Bom, eu mereço todas as riquezas do mundo...\| mas isso não significa que o velho vá deixar sua fortuna somente para mim.\! Ele sempre tem um exército de bajuladores tentando pegar uma fatia do império dele.\! Acho que teremos que ver quando aquele coração velho e gelado finalmente ceder."
"...Not the closest with your father, huh?","... Não é a pessoa mais próxima do seu pai, né?"
"Oh really?\! What ever gave it away?? Ha!\! No, maybe someday I'll tell you why.","Jura?\! O que será que me denunciou?? Hm!\! Não, quem sabe um dia eu lhe conte por quê."
No worries. I'm wondering how Pendergast came into his wealth.\! Almost seems unfair.,Não precisa. Fico me perguntando como Pendergast conseguiu essa riqueza.\! Quase parece injusto.
"When the lion slays the gazelle, would you rather lament the unfairness of nature, or try to become the lion?\! You know anything about the Aetherium Crisis?","Quando o leão mata a gazela, você prefere lamentar a injustiça da natureza ou tentar se tornar o leão?\! Você sabe alguma coisa sobre a Crise de Aetério?"
"I like to say I'm a history nerd, so yes.","Tenho paixão por história, então, sim."
"Well, well, poindexter, you're in for a treat.\! Pendergast has always been around, but once the world got a nice facelift from the destruction caused by the Aetherium Crisis, Pendergast was there to buy up all the cheapened real estate.\! That, and they financed the reconstruction efforts from shore to shore.\! That sort of thing pays off, big time.\! 'Tis the banker who rules the world, without swinging a sword.\! Wait a few generations, invest the earnings, and now they control whoever they can buy.\! You know, that does sound pretty unfair, now that you mention it.","Pois bem, nerd, aí vem uma surpresa.\! Pendergast sempre se fez presente, mas, quando o mundo foi destruído por conta da Crise de Aetério, ele estava lá para comprar todas as propriedades que desvalorizaram.\! Isso e financiou a reconstrução de costa a costa.\! Esse tipo de coisa traz retorno... dos grandes.\! Eis o banqueiro que comanda o mundo, sem mover uma espada.\! Espere algumas gerações, invista os ganhos e agora ele controla todos que consegue comprar.\! Sabe, agora que mencionou, isso soa bem injusto."
"So in lieu of you inheriting this fortune, what exactly has lead you down this path?","Então, em vez de você herdar essa fortuna, o que exatamente a levou a esse caminho?"
...And what path would that be?,... E que caminho seria esse?
I guess I don't know that one either.,Acho que não sei.
"I will confess... I sometimes feel like an alien living among humans.\! Your customs and earthly pleasures bore me.\! What really gets me going is seeing what kind of disruption I can weave.\! Right now, that puts me on your side.\! But later, if I should develop the means, I'm not sure! I could just become your greatest adversary, if doing so is entertaining to me.\! ...Does that make you nervous?","Devo confessar... Às vezes, sinto como se fosse de outro planeta aqui entre humanos.\! Seus costumes e prazeres mundanos me entediam.\! O que realmente me excita é ver que tipo de destruição posso causar.\! Agora, isso me faz estar do seu lado.\! Mas, no futuro, se eu tiver os meios, não saberei dizer! Poderia me tornar sua maior adversária se isso me tirasse do tédio.\! ... Isso te preocupa?"
"Yep, a little.\! But I'm a better judge of character than you think.\! If I truly felt that you would bring us down, I'd let you know.\! But I don't feel that way.","Sim, um pouco.\! Mas sou melhor em julgar o caráter do que você imagina.\! Se eu realmente sentisse que você acabaria conosco, eu a contaria.\! Mas não sinto isso."
Awww... so trusting. Easier to devour when I'm good and ready.,Ah. Frustrante. Mais fácil me devorar quando estou bem e pronta.
"Beatrix, you are a character.","Beatrix, você é uma figura."
"And you have successfully entertained me, but I can already feel boredom creeping in.\! Do be a dear and visit me some other time, mmm?","E você definitivamente me distraiu, mas já posso sentir o tédio chegando.\! Venha me visitar mais vezes, pode ser?"
Of course. Enjoy!,É claro. Fique bem!
