ENGLISH,PORTUGUÊS (BRASIL)
Jaromir...?,Jaromir? ...
Right then. I shall return another time.,Certo. Melhor eu voltar outra hora.
"Jaromir, have I offended you?","Jaromir, eu o ofendi?"
"Would that you did, lady Ragavi...\| it would be a blessing.","Fosse isso que tivesse feito, madame Ragavi...\| Seria uma bênção."
You...\| you wish not to see me?,Você...\| você não deseja me ver?
Then I shall retire for the evening...,Então devo me retirar pela noite...
Wait...,Espere...
I never told you. I...\| never felt it was necessary. But...,Eu não contei isso. Eu...\| nunca senti que fosse preciso. Mas...
What is it?,O que foi?
"Her long, raven black hair. Her smile, like the Emborian sunrise. Her manner, that of the most stately noble.\! She was to walk this life by my side.","Seus cabelos longos negros. Seu sorriso, como o alvorecer em Embor. Seu jeito, que incrivelmente nobre.\! Ela precisa passar essa vida ao meu lado."
"Who is this, Sir Jaromir?","Quem, Sir Jaromir?"
I fought with all the spirit I could summon. I travelled Tahnra in a bargain for a cure. But I could not save her from her sickness.,Eu lutei com todas as forças que pude usar. Viajei a Tahnra para negociar uma cura. Mas não pude salvá-la de sua doença.
By Donar. She must have been quite precious to you.\| I've not seen this side of you...,Por Donar. Ela deve ter sido realmente importante para você.\| Nunca vi esse seu lado...
It has been far too many years. I am a fool for holding onto these thoughts. For letting them guide my heart now...,Já faz muitos anos. Sou um tolo por me agarrar a esses pensamentos. Por deixá-los guiarem meu coração agora...
A fool? How could you speak of yourself so? You lost someone close to your heart...,Um tolo? Como pode falar assim de si mesmo? Você perdeu alguém que guardava em seu coração...
"No, not for that reason...","Não, não por esse motivo..."
"""Long, black hair...""\! ...\| Sir Jaromir...",“Longos cabelos negros...”\! ...\| Sir Jaromir...
"Now, you see. You see why I am a fool.\! How can a man fall prey to the past...",Agora você vê. Você vê por que sou um tolo.\! Como pode um homem ser vítima do passado...
"It's alright. Please, do not judge yourself so harshly. It has been an honor to fight by your side, for your life, and now for mine. And... to know you.\! I do not see a man ruled by his past. I see a heart... open and eager.","Está tudo bem. Por favor, não se julgue com tanta seriedade. Tem sido uma honra lutar ao seu lado, por sua vida e, agora, pela minha. E... conhecê-lo.\! Não vejo um homem guiado por seu passado. Vejo um coração... aberto e ávido."
This is what you see? Then...,É isso que vê? Então...
"Don't be afraid, Jaromir. Tell me what it is you want now...","Não tema, Jaromir. Conte-me o que almeja agora..."
All this feels as though Donar has shaped our fates. How unlikely it is... yet how inevitable.\! Ragavi... let us seize upon this gift from the heavens... if you would.,Todos esses sentimentos é como Donar moldou nossos destinos. Altamente improvável... porém inevitável.\! Ragavi... vamos aproveitar este presente dos céus... se você assim quiser.
"I would. Thank you for returning to my life, Sir Jaromir...","Quero. Agradeço por voltar à minha vida, Sir Jaromir..."
